key,value
participantId,Saito
conditionCode,Wave-Third_Act-0
waveMode,Third
actuatorScale,0
sessionStart,2026-08-06 14:13:29
emergencyStop,true
emergencyStoppedAt,2026-08-06 14:13:59
emergencyElapsedSec,29.667
