time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.085,599.9802,5.0162,250.0146,358.1149,180.0043,359.7200
0.192,599.9298,5.0510,250.1102,355.4866,180.0298,359.1305
0.304,599.8489,5.0640,250.3531,352.9854,180.0851,358.3109
0.406,599.7709,5.0275,250.6190,351.2532,180.1463,357.6901
0.520,599.6694,4.9218,250.9692,349.3321,180.2349,357.1413
0.632,599.5809,4.7903,251.2675,347.8252,180.3154,356.8883
0.746,599.4717,4.5971,251.6225,346.1833,180.4085,356.8289
0.860,599.3785,4.4194,251.9139,345.0027,180.4749,356.9565
0.975,599.2646,4.1989,252.2594,343.8467,180.5358,357.2721
1.093,599.1493,3.9796,252.6027,342.9821,180.5757,357.7047
1.207,599.0325,3.7664,252.9458,342.3931,180.5980,358.1913
1.320,598.9146,3.5605,253.2896,342.0500,180.6080,358.6747
1.436,598.8160,3.3943,253.5770,341.9837,180.6096,358.8266
1.550,598.6982,3.1996,253.9231,341.9763,180.6097,359.1555
1.665,598.5803,3.0086,254.2698,341.9763,180.6097,359.1555
1.781,598.4630,2.8193,254.6164,342.0364,180.6089,359.3103
1.897,598.3652,2.6602,254.9046,342.0364,180.6089,359.3103
2.013,598.2480,2.4637,255.2491,342.0364,180.6089,359.3103
2.138,598.1306,2.2563,255.5913,341.5514,180.6135,359.5937
2.247,598.0124,2.0357,255.9295,340.5932,180.6189,359.7572
2.354,597.9133,1.8423,256.2077,339.6467,180.6231,359.7527
2.459,597.8142,1.6415,256.4825,338.7128,180.6282,359.6443
2.564,597.6949,1.3930,256.8082,337.7757,180.6364,359.3862
2.669,597.5955,1.1822,257.0773,337.2554,180.6438,359.0608
2.778,597.4962,0.9709,257.3453,337.0426,180.6482,358.6335
2.883,597.3774,0.7205,257.6676,337.2556,180.6409,357.9962
2.989,597.2786,0.5182,257.9385,337.8585,180.6142,357.3799
3.095,597.1796,0.3253,258.2131,338.8693,180.5578,356.7113
3.209,597.0598,0.1117,258.5493,340.6364,180.4351,355.8792
3.320,596.9380,-0.0756,258.8939,343.0106,180.2363,355.0621
3.421,596.8340,-0.2063,259.1872,345.4372,180.0038,354.4255
3.532,596.7270,-0.3099,259.4851,348.2344,179.7083,353.8550
3.634,596.6160,-0.3838,259.7852,351.3391,179.3546,353.3719
3.750,596.4777,-0.4313,260.1439,355.3365,178.8701,352.9312
3.853,596.3579,-0.4375,260.4375,358.7509,178.4383,352.6942
3.965,596.2101,-0.4089,260.7788,2.7493,177.9203,352.5785
4.069,596.0847,-0.3595,261.0513,5.8554,177.5153,352.6281
4.177,595.9584,-0.2912,261.3121,8.6549,177.1542,352.8117
4.286,595.8076,-0.1896,261.6097,11.5312,176.7948,353.2059
4.390,595.6840,-0.0920,261.8456,13.5021,176.5620,353.6724
4.606,595.4219,0.1540,262.3333,16.5540,176.2453,355.0947
4.713,595.3091,0.2773,262.5435,17.4398,176.1719,355.8989
4.814,595.2012,0.4067,262.7486,18.0779,176.1288,356.7874
4.920,595.0987,0.5418,262.9495,18.5180,176.1064,357.7497
5.024,594.9835,0.7107,263.1864,18.8531,176.0959,358.9873
5.133,594.8945,0.8568,263.3810,19.0242,176.0943,0.0742
5.236,594.8124,1.0074,263.5739,19.1394,176.0956,1.1977
5.348,594.7231,1.1937,263.8028,19.2492,176.0994,2.5708
5.467,594.6445,1.3856,264.0294,19.3675,176.1066,3.9375
5.574,594.5870,1.5499,264.2161,19.5008,176.1178,5.0376
5.676,594.5367,1.7175,264.4007,19.6915,176.1376,6.0701
5.782,594.4851,1.9224,264.6187,19.9982,176.1756,7.1759
5.891,594.4482,2.0952,264.7977,20.2735,176.2146,7.9509
6.009,594.4100,2.3033,265.0098,20.5316,176.2548,8.6681
6.133,594.3754,2.5103,265.2208,20.5816,176.2630,8.8504
6.255,594.3414,2.7137,265.4336,20.5815,176.2630,8.8504
6.361,594.3062,2.9102,265.6518,19.9629,176.1593,8.9490
6.468,594.2739,3.0665,265.8413,19.1591,176.0263,8.7366
6.569,594.2368,3.2133,266.0403,18.0844,175.8567,8.2539
6.674,594.1931,3.3471,266.2514,16.7133,175.6575,7.5202
6.776,594.1415,3.4640,266.4768,15.0274,175.4410,6.5498
6.878,594.0807,3.5593,266.7184,13.0233,175.2256,5.3529
6.984,593.9949,3.6379,267.0306,10.2233,175.0006,3.6352
7.106,593.8958,3.6701,267.3661,7.0729,174.8532,1.6447
7.210,593.8049,3.6577,267.6608,4.2891,174.8171,359.8199
7.312,593.7088,3.6093,267.9654,1.4926,174.8725,357.8965
7.416,593.6097,3.5274,268.2762,358.8268,175.0156,355.9340
7.524,593.4894,3.3925,268.6523,355.9992,175.2731,353.6178
