time_sec,world_x,world_y,world_z,local_x,local_y,local_z,rot_x,rot_y,rot_z
0.000,598.9360,5.2478,250.4518,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.000,598.9360,5.2478,250.4518,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.107,598.8342,5.0566,250.4541,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.221,598.6544,4.7300,250.4566,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.334,598.4186,4.3091,250.4589,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.445,598.1838,3.8939,250.4606,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.557,597.8611,3.3270,250.4624,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.668,597.5616,2.8030,250.4637,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.779,597.1694,2.1191,250.4651,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.891,596.7487,1.3816,250.4397,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.002,596.3832,0.7305,250.3587,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.113,595.9314,-0.0899,250.1689,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.224,595.5457,-0.8029,249.9294,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.335,595.2031,-1.4041,249.6705,0.2510,3.8000,-0.4500,355.9354,179.9376,1.7960
1.447,595.0281,-1.6311,249.5064,0.2510,3.8000,-0.4500,352.2127,179.7590,3.7264
1.558,594.8959,-1.6526,249.3411,0.2510,3.8000,-0.4500,349.7026,179.5581,5.3973
1.670,594.8127,-1.5119,249.1913,0.2510,3.8000,-0.4500,348.5985,179.4420,6.4637
1.781,594.7621,-1.3492,249.0667,0.2510,3.8000,-0.4500,348.1968,179.3935,7.0695
1.892,594.7093,-1.1644,248.9079,0.2510,3.8000,-0.4500,347.9836,179.3655,7.6068
2.003,594.6631,-1.0487,248.7631,0.2510,3.8000,-0.4500,347.9687,179.3635,7.6879
2.114,594.6060,-0.9565,248.5771,0.2510,3.8000,-0.4500,347.9288,179.3579,7.9380
2.225,594.5571,-0.9118,248.4138,0.2510,3.8000,-0.4500,347.8955,179.3531,8.2727
2.336,594.4944,-0.8877,248.2098,0.2510,3.8000,-0.4500,347.8870,179.3518,8.4383
2.448,594.4423,-0.8770,248.0368,0.2510,3.8000,-0.4500,347.8808,179.3508,8.6025
2.559,594.3804,-0.8649,247.8280,0.2510,3.8000,-0.4500,347.8798,179.3507,8.7667
2.671,594.3200,-0.8475,247.6196,0.2510,3.8000,-0.4500,347.8804,179.3508,8.8462
2.781,594.2706,-0.8274,247.4472,0.2510,3.8000,-0.4500,347.8804,179.3508,8.8462
2.892,594.2139,-0.7949,247.2426,0.2510,3.8000,-0.4500,347.8839,179.3514,8.9273
3.003,594.1675,-0.7636,247.0731,0.2510,3.8000,-0.4500,347.8879,179.3520,9.0041
3.114,594.1115,-0.7252,246.8700,0.2510,3.8000,-0.4500,347.8879,179.3520,9.0041
3.226,594.0648,-0.6929,246.7009,0.2510,3.8000,-0.4500,347.8879,179.3520,9.0041
3.336,594.0085,-0.6554,246.4977,0.2510,3.8000,-0.4500,347.8879,179.3520,9.0041
3.447,593.9612,-0.6257,246.3282,0.2510,3.8000,-0.4500,347.8879,179.3520,9.0041
3.558,593.9034,-0.5919,246.1243,0.2510,3.8000,-0.4500,347.8879,179.3520,9.0041
3.670,593.8445,-0.5601,245.9205,0.2510,3.8000,-0.4500,347.8879,179.3520,9.0041
3.782,593.7944,-0.5351,245.7511,0.2510,3.8000,-0.4500,347.8879,179.3520,9.0041
3.891,593.7333,-0.5066,245.5479,0.2510,3.8000,-0.4500,347.8879,179.3520,9.0041
4.003,593.6790,-0.4874,245.3777,0.2510,3.8000,-0.4500,347.9465,179.3614,8.7578
4.114,593.6104,-0.4689,245.1731,0.2510,3.8000,-0.4500,348.0399,179.3757,8.2549
4.226,593.5531,-0.4528,245.0041,0.2510,3.8000,-0.4500,348.0706,179.3802,8.0009
4.337,593.4807,-0.4387,244.8015,0.2510,3.8000,-0.4500,348.1199,179.3870,7.4841
4.447,593.4190,-0.4280,244.6394,0.2510,3.8000,-0.4500,348.1447,179.3903,7.1444
