time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.000,599.9401,4.8678,250.0018,0.0000,180.0000,0.0000
0.000,599.9401,4.8678,250.0018,0.0000,180.0000,0.0000
0.107,599.8383,4.6766,250.0041,0.0000,180.0000,0.0000
0.221,599.6584,4.3500,250.0067,0.0000,180.0000,0.0000
0.334,599.4226,3.9291,250.0089,0.0000,180.0000,0.0000
0.445,599.1878,3.5139,250.0106,0.0000,180.0000,0.0000
0.557,598.8652,2.9470,250.0124,0.0000,180.0000,0.0000
0.668,598.5657,2.4230,250.0137,0.0000,180.0000,0.0000
0.779,598.1735,1.7391,250.0151,0.0000,180.0000,0.0000
0.891,597.7527,1.0016,249.9897,0.0000,180.0000,0.0000
1.002,597.3873,0.3505,249.9087,0.0000,180.0000,0.0000
1.113,596.9354,-0.4699,249.7189,0.0000,180.0000,0.0000
1.224,596.5497,-1.1829,249.4794,0.0000,180.0000,0.0000
1.335,596.1953,-1.7824,249.1936,355.9354,179.9376,1.7960
1.447,596.0074,-2.0105,249.0045,352.2127,179.7590,3.7264
1.558,595.8637,-2.0373,248.8213,349.7026,179.5581,5.3973
1.670,595.7728,-1.9038,248.6625,348.5985,179.4420,6.4637
1.781,595.7175,-1.7472,248.5338,348.1968,179.3935,7.0695
1.892,595.6602,-1.5691,248.3721,347.9836,179.3655,7.6068
2.003,595.6132,-1.4546,248.2270,347.9687,179.3635,7.6879
2.114,595.5540,-1.3660,248.0400,347.9288,179.3579,7.9380
2.225,595.5021,-1.3264,247.8753,347.8955,179.3531,8.2727
2.336,595.4380,-1.3048,247.6707,347.8870,179.3518,8.4383
2.448,595.3843,-1.2967,247.4970,347.8808,179.3508,8.6025
2.559,595.3210,-1.2872,247.2876,347.8798,179.3507,8.7667
2.671,595.2598,-1.2711,247.0790,347.8804,179.3508,8.8462
2.781,595.2104,-1.2510,246.9066,347.8804,179.3508,8.8462
2.892,595.1530,-1.2198,246.7017,347.8839,179.3514,8.9273
3.003,595.1058,-1.1897,246.5320,347.8879,179.3520,9.0041
3.114,595.0498,-1.1514,246.3289,347.8879,179.3520,9.0041
3.226,595.0031,-1.1191,246.1598,347.8879,179.3520,9.0041
3.336,594.9469,-1.0816,245.9566,347.8879,179.3520,9.0041
3.447,594.8996,-1.0518,245.7870,347.8879,179.3520,9.0041
3.558,594.8418,-1.0180,245.5832,347.8879,179.3520,9.0041
3.670,594.7829,-0.9863,245.3794,347.8879,179.3520,9.0041
3.782,594.7328,-0.9613,245.2099,347.8879,179.3520,9.0041
3.891,594.6716,-0.9328,245.0068,347.8879,179.3520,9.0041
4.003,594.6194,-0.9102,244.8377,347.9465,179.3614,8.7578
4.114,594.5553,-0.8846,244.6353,348.0399,179.3757,8.2549
4.226,594.5003,-0.8647,244.4674,348.0706,179.3802,8.0009
4.337,594.4324,-0.8427,244.2668,348.1199,179.3870,7.4841
4.447,594.3737,-0.8267,244.1060,348.1447,179.3903,7.1444
4.572,594.2822,-0.8203,243.9703,348.1863,179.3954,6.5164
4.684,594.2107,-0.8378,243.9777,348.2313,179.4004,6.0581
4.794,594.1221,-0.8795,244.0714,348.3383,179.4114,5.4886
4.905,594.0468,-0.9269,244.1988,348.5013,179.4266,4.9917
5.017,593.9556,-0.9933,244.3903,348.8159,179.4528,4.3650
5.128,593.8787,-1.0529,244.5706,349.1913,179.4801,3.8166
5.240,593.7855,-1.1258,244.8022,349.7808,179.5163,3.1270
5.351,593.6911,-1.1970,245.0435,350.5123,179.5521,2.4045
5.462,593.6115,-1.2538,245.2504,351.2172,179.5781,1.7788
5.573,593.5143,-1.3180,245.5035,352.1589,179.6012,1.0032
5.684,593.4323,-1.3675,245.7169,353.0080,179.6112,0.3394
5.794,593.3318,-1.4221,245.9743,354.0837,179.6099,359.5273
