time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.000,600.0000,4.7624,250.0000,0.0000,180.0000,0.0000
0.000,600.0000,4.7624,250.0000,0.0000,180.0000,0.0000
0.106,600.0000,4.5258,250.0000,0.0000,180.0000,0.0000
0.207,600.0000,4.2196,250.0000,0.0000,180.0000,0.0000
0.308,600.0000,3.8505,250.0000,0.0000,180.0000,0.0000
0.410,600.0000,3.4245,250.0000,0.0000,180.0000,0.0000
0.510,600.0000,2.9470,250.0000,0.0000,180.0000,0.0000
0.619,600.0000,2.3130,250.0000,0.0000,180.0000,0.0000
0.720,600.0000,1.7391,250.0000,0.0000,180.0000,0.0000
0.822,600.0000,1.1280,250.0000,0.0000,180.0000,0.0000
0.922,600.0000,0.4832,250.0000,0.0000,180.0000,0.0000
1.023,600.0000,-0.1920,250.0000,0.0000,180.0000,0.0000
1.126,600.0000,-0.8947,250.0000,0.0000,180.0000,0.0000
1.228,599.9999,-1.5340,249.9763,359.4267,180.0000,0.0040
1.333,599.9994,-1.9594,249.9060,357.7462,179.9997,0.0167
1.436,599.9988,-2.1658,249.8520,356.4993,179.9992,0.0280
1.537,599.9985,-2.2138,249.8191,355.7915,179.9988,0.0365
1.645,599.9985,-2.1593,249.8098,355.6970,179.9987,0.0380
1.748,599.9985,-2.0878,249.8052,355.6969,179.9987,0.0380
1.856,599.9985,-2.0337,249.8007,355.6969,179.9987,0.0379
1.961,599.9985,-2.0169,249.7951,355.6969,179.9987,0.0380
2.071,599.9985,-2.0458,249.7905,355.6969,179.9987,0.0379
2.172,599.9985,-2.1060,249.7858,355.6969,179.9987,0.0379
2.276,599.9985,-2.1863,249.7812,355.6969,179.9987,0.0379
2.381,599.9985,-2.2941,249.7757,355.6969,179.9987,0.0379
2.483,599.9985,-2.3837,249.7711,355.6969,179.9987,0.0379
2.592,599.9985,-2.4682,249.7666,355.6969,179.9987,0.0379
2.693,599.9985,-2.5458,249.7621,355.6969,179.9987,0.0379
2.798,599.9985,-2.6167,249.7576,355.6969,179.9987,0.0380
2.900,599.9985,-2.6951,249.7523,355.6969,179.9987,0.0379
3.002,599.9985,-2.7569,249.7479,355.6969,179.9987,0.0379
3.108,599.9985,-2.8172,249.7436,355.6969,179.9987,0.0380
3.210,599.9985,-2.8769,249.7393,355.6969,179.9987,0.0379
3.311,599.9985,-2.9367,249.7351,355.6969,179.9987,0.0379
3.421,599.9985,-3.0086,249.7301,355.6969,179.9987,0.0379
3.524,599.9985,-3.0684,249.7261,355.6969,179.9987,0.0379
3.630,599.9985,-3.1277,249.7221,355.6969,179.9987,0.0379
3.732,599.9985,-3.1863,249.7182,355.6969,179.9987,0.0379
3.838,599.9985,-3.2438,249.7143,355.6969,179.9987,0.0379
3.940,599.9985,-3.3113,249.7098,355.6969,179.9987,0.0379
4.043,599.9985,-3.3662,249.7061,355.6969,179.9987,0.0379
4.150,600.0052,-3.4204,249.7149,356.0008,179.9985,359.8737
4.254,600.0067,-3.4728,249.7146,356.0723,179.9983,359.8370
4.355,600.0115,-3.5243,249.7205,356.2935,179.9975,359.7256
4.459,600.0133,-3.5743,249.7206,356.3682,179.9971,359.6889
4.568,600.0182,-3.6332,249.7264,356.5910,179.9957,359.5797
4.671,600.0216,-3.6807,249.7301,356.7412,179.9945,359.5064
4.773,600.0264,-3.7273,249.7369,356.9652,179.9923,359.3970
4.875,600.0281,-3.7724,249.7379,357.0410,179.9915,359.3597
4.977,600.0333,-3.8167,249.7453,357.2704,179.9887,359.2465
5.093,600.0386,-3.8681,249.7524,357.4950,179.9855,359.1347
5.197,600.0439,-3.9095,249.7599,357.7175,179.9819,359.0233
5.298,600.0475,-3.9497,249.7645,357.8642,179.9794,358.9496
5.399,600.0529,-3.9963,249.7719,358.0828,179.9751,358.8401
5.500,600.0550,-4.0337,249.7738,358.1554,179.9736,358.8038
5.600,600.0619,-4.0697,249.7855,358.4650,179.9668,358.6510
5.704,600.0640,-4.1043,249.7878,358.5391,179.9650,358.6147
5.808,600.0706,-4.1374,249.7995,358.8419,179.9573,358.4712
5.916,600.0713,-4.1690,249.7989,358.8419,179.9573,358.4712
6.017,600.0790,-4.1988,249.8144,359.2284,179.9464,358.3000
6.121,600.0811,-4.2325,249.8171,359.3040,179.9441,358.2697
6.226,600.0842,-4.2583,249.8232,359.4581,179.9394,358.2094
6.332,600.0893,-4.2820,249.8360,359.7740,179.9292,358.1013
6.438,600.0908,-4.3036,249.8391,359.8510,179.9266,358.0796
6.542,600.0939,-4.3263,249.8490,0.0923,179.9184,358.0215
6.648,600.0958,-4.3423,249.8557,0.2536,179.9128,357.9911
