time_sec,world_x,world_y,world_z,local_x,local_y,local_z,rot_x,rot_y,rot_z
0.100,598.9242,7.3112,250.3981,0.2510,3.8000,-0.4500,358.4730,179.9718,2.1147
0.208,598.8267,11.8573,250.3277,0.2510,3.8000,-0.4500,356.2993,179.8339,5.1392
0.316,598.7839,15.7752,250.2970,0.2510,3.8000,-0.4500,355.2989,179.7313,6.5460
0.425,598.7625,19.3903,250.2819,0.2510,3.8000,-0.4500,354.7829,179.6685,7.2866
0.532,598.7628,21.3599,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6685,7.2865
0.639,598.7628,23.0146,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6685,7.2866
0.756,598.7628,24.6706,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6685,7.2866
0.867,598.7628,26.0059,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6685,7.2866
0.973,598.7628,26.9002,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6685,7.2866
1.077,598.7628,27.6161,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
1.186,598.7628,28.2639,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
1.294,598.7628,28.6457,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
1.402,598.7628,28.9345,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
1.502,598.7628,29.0486,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
1.607,598.7628,29.0594,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2865
1.718,598.7628,28.9767,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2865
1.818,598.7628,28.8096,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2865
1.924,598.7628,28.5091,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2865
2.028,598.7628,28.1837,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
2.131,598.7628,27.7973,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
2.242,598.7628,27.2611,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
2.349,598.7628,26.7600,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
2.458,598.7628,26.2148,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
2.573,598.7628,25.5080,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
2.680,598.7628,24.7502,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
2.789,598.7628,24.0840,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
2.900,598.7628,23.3894,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
3.006,598.7628,22.5223,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
3.111,598.7628,21.7746,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
3.213,598.7628,21.0063,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
3.319,598.7628,20.2195,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
3.426,598.7628,19.2533,250.2822,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
3.538,598.7607,18.4552,250.2807,0.2510,3.8000,-0.4500,354.7829,179.6684,7.2866
3.652,598.8099,17.7413,250.2460,0.2510,3.8000,-0.4500,354.1902,179.6020,5.3876
3.763,598.8503,17.4238,250.2138,0.2510,3.8000,-0.4500,353.6606,179.5591,3.9115
