time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.082,600.0000,4.9438,250.0000,0.0000,180.0000,0.0000
0.191,600.0000,4.8007,250.0000,0.0000,180.0000,0.0000
0.295,600.0000,4.5789,250.0000,0.0000,180.0000,0.0000
0.398,600.0000,4.2861,250.0000,0.0000,180.0000,0.0000
0.517,600.0000,3.8504,250.0000,0.0000,180.0000,0.0000
0.629,600.0000,3.3328,250.0000,0.0000,180.0000,0.0000
0.747,600.0000,2.7426,250.0000,0.0000,180.0000,0.0000
0.860,600.0096,2.1410,250.0160,0.3880,179.9992,359.7679
0.980,600.0756,1.7712,250.1238,3.0018,179.9524,358.1668
1.081,600.1184,1.6385,250.1898,4.6052,179.8864,357.1195
1.193,600.1443,1.6270,250.2245,5.4521,179.8391,356.4841
1.300,600.1572,1.6909,250.2377,5.7763,179.8182,356.1646
1.432,600.1569,1.8251,250.2373,5.7763,179.8182,356.1646
1.551,600.1638,1.9292,250.2376,5.7884,179.8174,355.9983
1.659,600.1705,1.9889,250.2376,5.7912,179.8172,355.8333
1.770,600.1811,2.0234,250.2355,5.7364,179.8213,355.5800
1.901,600.1879,2.0246,250.2339,5.6927,179.8248,355.4190
2.020,600.2010,2.0068,250.2287,5.5541,179.8363,355.1114
2.135,600.2106,1.9872,250.2238,5.4236,179.8478,354.8902
2.249,600.2170,1.9647,250.2205,5.3298,179.8563,354.7487
2.370,600.2294,1.9468,250.2128,5.1258,179.8757,354.4734
2.471,600.2355,1.9350,250.2088,5.0118,179.8869,354.3412
2.572,600.2469,1.9258,250.2001,4.7838,179.9100,354.0883
2.675,600.2503,1.9171,250.1984,4.7242,179.9163,354.0295
2.784,600.2613,1.9067,250.1892,4.4799,179.9424,353.7959
2.887,600.2673,1.8966,250.1847,4.3492,179.9568,353.6838
2.990,600.2775,1.8853,250.1749,4.0916,179.9859,353.4704
3.100,600.2814,1.8689,250.1732,4.0238,179.9937,353.4204
3.203,600.2930,1.8539,250.1601,3.6839,180.0337,353.1793
3.306,600.2949,1.8372,250.1610,3.6839,180.0337,353.1793
3.413,600.3038,1.8195,250.1503,3.4022,180.0679,353.0087
3.518,600.3059,1.8008,250.1513,3.4022,180.0679,353.0087
3.621,600.3148,1.7775,250.1399,3.0985,180.1056,352.8526
3.731,600.3184,1.7573,250.1379,3.0271,180.1146,352.8197
3.844,600.3251,1.7323,250.1293,2.7929,180.1443,352.7250
3.947,600.3287,1.7109,250.1271,2.7187,180.1539,352.6972
4.059,600.3331,1.6889,250.1215,2.5629,180.1739,352.6504
4.167,600.3392,1.6619,250.1094,2.2474,180.2148,352.5767
4.270,600.3420,1.6389,250.1102,2.2474,180.2148,352.5767
4.378,600.3447,1.6155,250.1110,2.2474,180.2148,352.5767
4.484,600.3484,1.5870,250.1050,2.0818,180.2365,352.5639
4.586,600.3510,1.5627,250.0955,1.8339,180.2688,352.5669
4.691,600.3537,1.5385,250.0961,1.8339,180.2688,352.5669
4.793,600.3558,1.5141,250.0934,1.7509,180.2796,352.5817
4.899,600.3572,1.4892,250.0872,1.5864,180.3010,352.6142
5.005,600.3605,1.4598,250.0879,1.5864,180.3010,352.6142
5.109,600.3596,1.4348,250.0789,1.3555,180.3307,352.7018
5.213,600.3624,1.4103,250.0794,1.3555,180.3307,352.7018
5.321,600.3622,1.3806,250.0742,1.2166,180.3485,352.7837
5.424,600.3649,1.3562,250.0747,1.2166,180.3485,352.7837
5.529,600.3656,1.3318,250.0724,1.1522,180.3566,352.8323
5.637,600.3661,1.3074,250.0703,1.0901,180.3643,352.8852
5.739,600.3639,1.2828,250.0658,0.9737,180.3788,353.0002
5.848,600.3672,1.2541,250.0663,0.9737,180.3788,353.0002
5.957,600.3671,1.2302,250.0645,0.9212,180.3852,353.0645
6.058,600.3669,1.2058,250.0627,0.8694,180.3914,353.1288
6.159,600.3694,1.1820,250.0630,0.8694,180.3914,353.1288
6.264,600.3723,1.1535,250.0634,0.8694,180.3914,353.1288
6.364,600.3748,1.1297,250.0637,0.8694,180.3914,353.1288
6.477,600.3772,1.1059,250.0640,0.8694,180.3914,353.1289
6.582,600.3801,1.0773,250.0643,0.8694,180.3914,353.1288
6.695,600.3826,1.0534,250.0646,0.8694,180.3914,353.1288
6.806,600.3855,1.0246,250.0650,0.8694,180.3914,353.1288
6.919,600.3882,1.0005,250.0653,0.8694,180.3914,353.1288
7.022,600.3915,0.9713,250.0657,0.8694,180.3914,353.1288
7.124,600.3943,0.9468,250.0660,0.8694,180.3914,353.1288
7.232,600.3970,0.9221,250.0663,0.8694,180.3914,353.1288
7.343,600.4003,0.8922,250.0667,0.8694,180.3914,353.1289
7.448,600.4031,0.8670,250.0670,0.8694,180.3914,353.1289
7.552,600.4058,0.8416,250.0673,0.8694,180.3914,353.1289
7.659,600.4086,0.8159,250.0676,0.8694,180.3914,353.1289
7.765,600.4119,0.7848,250.0679,0.8694,180.3914,353.1289
7.868,600.4146,0.7587,250.0682,0.8694,180.3914,353.1289
7.978,600.4174,0.7325,250.0685,0.8694,180.3914,353.1289
8.083,600.4207,0.7009,250.0689,0.8694,180.3914,353.1289
8.187,600.4234,0.6745,250.0692,0.8694,180.3914,353.1289
8.296,600.4261,0.6482,250.0695,0.8694,180.3914,353.1289
8.398,600.4289,0.6218,250.0698,0.8694,180.3914,353.1289
8.502,600.4322,0.5904,250.0702,0.8694,180.3914,353.1289
8.606,600.4349,0.5644,250.0705,0.8694,180.3914,353.1289
8.719,600.4377,0.5386,250.0708,0.8694,180.3914,353.1289
8.819,600.4404,0.5133,250.0711,0.8694,180.3914,353.1289
8.924,600.4437,0.4834,250.0715,0.8694,180.3914,353.1289
9.036,600.4465,0.4591,250.0718,0.8694,180.3914,353.1289
9.149,600.4494,0.4306,250.0721,0.8694,180.3914,353.1289
9.249,600.4518,0.4077,250.0724,0.8694,180.3914,353.1289
9.355,600.4543,0.3855,250.0728,0.8694,180.3914,353.1289
9.458,600.4566,0.3642,250.0731,0.8694,180.3914,353.1289
9.578,600.4592,0.3399,250.0733,0.8694,180.3914,353.1289
9.685,600.4617,0.3171,250.0736,0.8694,180.3914,353.1289
9.787,600.4613,0.2993,250.0764,0.9313,180.3839,353.1838
9.889,600.4506,0.2819,250.0892,1.2319,180.3488,353.4880
9.995,600.4470,0.2664,250.0938,1.3335,180.3373,353.6172
