time_sec,world_x,world_y,world_z,local_x,local_y,local_z,rot_x,rot_y,rot_z
0.000,598.7520,4.9058,250.4572,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.000,598.7520,4.9058,250.4572,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.102,598.5822,4.5996,250.4615,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.209,598.3294,4.1497,250.4663,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.315,598.0820,3.7129,250.4698,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.418,597.8046,3.2258,250.4729,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.525,597.5005,2.6930,250.4719,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.630,597.1487,2.0503,250.4327,0.2510,3.8000,-0.4500,0.4504,179.9949,358.6989
0.733,596.9281,1.6592,250.3627,0.2510,3.8000,-0.4500,1.1996,179.9629,356.3675
0.838,596.7507,1.4530,250.2633,0.2510,3.8000,-0.4500,1.6059,179.9320,354.8611
0.943,596.5973,1.3902,250.1389,0.2510,3.8000,-0.4500,1.7244,179.9207,354.1312
1.045,596.4594,1.4201,249.9954,0.2510,3.8000,-0.4500,1.7244,179.9207,354.1312
1.151,596.3057,1.4972,249.8074,0.2510,3.8000,-0.4500,1.7244,179.9207,354.1312
1.263,596.1862,1.5571,249.6430,0.2510,3.8000,-0.4500,1.7244,179.9207,354.1312
1.364,596.0732,1.5939,249.4748,0.2510,3.8000,-0.4500,1.7244,179.9207,354.1312
1.473,595.9458,1.6008,249.2713,0.2510,3.8000,-0.4500,1.5676,179.9367,354.1890
1.577,595.8440,1.5798,249.1007,0.2510,3.8000,-0.4500,1.4132,179.9524,354.2506
1.682,595.7451,1.5425,248.9303,0.2510,3.8000,-0.4500,1.1927,179.9744,354.3526
1.790,595.6271,1.4868,248.7240,0.2510,3.8000,-0.4500,1.1927,179.9744,354.3526
1.896,595.5303,1.4388,248.5538,0.2510,3.8000,-0.4500,0.9619,179.9970,354.4435
2.003,595.4327,1.3937,248.3823,0.2510,3.8000,-0.4500,0.9619,179.9970,354.4435
2.125,595.3159,1.3438,248.1793,0.2510,3.8000,-0.4500,0.6383,180.0283,354.4981
2.238,595.1978,1.3013,247.9746,0.2510,3.8000,-0.4500,0.6383,180.0283,354.4981
2.351,595.0789,1.2609,247.7716,0.2510,3.8000,-0.4500,0.4782,180.0438,354.4748
2.460,594.9795,1.2278,247.6031,0.2510,3.8000,-0.4500,0.3231,180.0588,354.4344
2.567,594.8593,1.1850,247.4021,0.2510,3.8000,-0.4500,0.0223,180.0885,354.2851
2.676,594.7588,1.1508,247.2336,0.2510,3.8000,-0.4500,359.9554,180.0952,354.2391
2.793,594.6379,1.1053,247.0323,0.2510,3.8000,-0.4500,359.7590,180.1153,354.0940
2.904,594.5369,1.0663,246.8645,0.2510,3.8000,-0.4500,359.6391,180.1278,353.9840
3.014,594.4153,1.0168,246.6633,0.2510,3.8000,-0.4500,359.4621,180.1467,353.8095
3.125,594.3135,0.9752,246.4953,0.2510,3.8000,-0.4500,359.3498,180.1590,353.6928
3.234,594.1913,0.9236,246.2939,0.2510,3.8000,-0.4500,359.1825,180.1778,353.5147
3.347,594.0690,0.8729,246.0919,0.2510,3.8000,-0.4500,359.0702,180.1907,353.4002
3.458,593.9670,0.8329,245.9231,0.2510,3.8000,-0.4500,359.0702,180.1907,353.4002
3.569,593.8442,0.7804,245.7218,0.2510,3.8000,-0.4500,358.8846,180.2124,353.2379
3.677,593.7422,0.7405,245.5530,0.2510,3.8000,-0.4500,358.8846,180.2124,353.2379
3.782,593.6400,0.7007,245.3844,0.2510,3.8000,-0.4500,358.8846,180.2124,353.2379
3.885,593.5377,0.6587,245.2169,0.2510,3.8000,-0.4500,358.7345,180.2303,353.1658
3.990,593.4154,0.6120,245.0148,0.2510,3.8000,-0.4500,358.7345,180.2303,353.1658
4.099,593.3135,0.5737,244.8466,0.2510,3.8000,-0.4500,358.7345,180.2303,353.1658
4.204,593.2119,0.5340,244.6801,0.2510,3.8000,-0.4500,358.4913,180.2595,353.1563
4.310,593.0901,0.4902,244.4789,0.2510,3.8000,-0.4500,358.4913,180.2595,353.1563
4.414,592.9900,0.4554,244.3136,0.2510,3.8000,-0.4500,358.1954,180.2947,353.3118
4.520,592.8895,0.4217,244.1473,0.2510,3.8000,-0.4500,358.1293,180.3024,353.3557
4.626,592.7707,0.3861,243.9496,0.2510,3.8000,-0.4500,357.9124,180.3271,353.6397
4.737,592.6724,0.3593,243.7859,0.2510,3.8000,-0.4500,357.7383,180.3461,353.9336
4.846,592.5554,0.3305,243.5905,0.2510,3.8000,-0.4500,357.5936,180.3611,354.3185
4.957,592.4583,0.3086,243.4290,0.2510,3.8000,-0.4500,357.5081,180.3694,354.6370
5.058,592.3619,0.2891,243.2686,0.2510,3.8000,-0.4500,357.4439,180.3752,354.9676
5.165,592.2668,0.2734,243.1098,0.2510,3.8000,-0.4500,357.3841,180.3802,355.4042
5.267,592.1539,0.2577,242.9208,0.2510,3.8000,-0.4500,357.3328,180.3842,355.9340
5.367,592.0608,0.2471,242.7649,0.2510,3.8000,-0.4500,357.3044,180.3861,356.3724
5.481,591.9687,0.2388,242.6102,0.2510,3.8000,-0.4500,357.2858,180.3872,356.8145
5.584,591.8776,0.2330,242.4569,0.2510,3.8000,-0.4500,357.2754,180.3877,357.2647
5.689,591.7698,0.2294,242.2743,0.2510,3.8000,-0.4500,357.2722,180.3879,357.8173
5.794,591.6816,0.2291,242.1233,0.2510,3.8000,-0.4500,357.2768,180.3877,358.2874
5.896,591.5945,0.2314,241.9732,0.2510,3.8000,-0.4500,357.2874,180.3875,358.7646
5.997,591.5091,0.2361,241.8238,0.2510,3.8000,-0.4500,357.3036,180.3872,359.2468
6.103,591.4252,0.2432,241.6749,0.2510,3.8000,-0.4500,357.3253,180.3870,359.7317
6.205,591.3427,0.2527,241.5264,0.2510,3.8000,-0.4500,357.3520,180.3870,0.2171
6.310,591.2458,0.2670,241.3484,0.2510,3.8000,-0.4500,357.3899,180.3873,0.7970
6.420,591.1667,0.2813,241.2001,0.2510,3.8000,-0.4500,357.4260,180.3880,1.2757
6.535,591.0742,0.3011,241.0217,0.2510,3.8000,-0.4500,357.4741,180.3893,1.8413
6.642,590.9988,0.3197,240.8727,0.2510,3.8000,-0.4500,357.5175,180.3909,2.3029
6.753,590.9103,0.3444,240.6931,0.2510,3.8000,-0.4500,357.5730,180.3934,2.8424
6.853,590.8383,0.3668,240.5427,0.2510,3.8000,-0.4500,357.6216,180.3960,3.2780
6.961,590.7672,0.3892,240.3915,0.2510,3.8000,-0.4500,357.6618,180.3984,3.6161
7.067,590.6849,0.4203,240.2088,0.2510,3.8000,-0.4500,357.7273,180.4028,4.1282
7.169,590.6165,0.4450,240.0555,0.2510,3.8000,-0.4500,357.7626,180.4055,4.3866
7.270,590.5512,0.4743,239.9011,0.2510,3.8000,-0.4500,357.8257,180.4105,4.8256
7.382,590.4858,0.5017,239.7457,0.2510,3.8000,-0.4500,357.8640,180.4139,5.0764
7.490,590.4100,0.5381,239.5575,0.2510,3.8000,-0.4500,357.9302,180.4200,5.4868
7.593,590.3467,0.5667,239.3997,0.2510,3.8000,-0.4500,357.9600,180.4229,5.6559
7.703,590.2860,0.5993,239.2406,0.2510,3.8000,-0.4500,358.0207,180.4291,5.9900
7.809,590.2126,0.6355,239.0484,0.2510,3.8000,-0.4500,358.0547,180.4327,6.1586
7.918,590.1534,0.6685,238.8871,0.2510,3.8000,-0.4500,358.1062,180.4384,6.4071
8.023,590.0939,0.6992,238.7249,0.2510,3.8000,-0.4500,358.1253,180.4405,6.4888
8.130,590.0246,0.7395,238.5291,0.2510,3.8000,-0.4500,358.1842,180.4474,6.7311
8.237,589.9667,0.7714,238.3652,0.2510,3.8000,-0.4500,358.2062,180.4500,6.8104
8.351,589.8984,0.8114,238.1676,0.2510,3.8000,-0.4500,358.2509,180.4554,6.9673
8.465,589.8408,0.8426,238.0023,0.2510,3.8000,-0.4500,358.2509,180.4554,6.9673
8.576,589.7728,0.8818,237.8032,0.2510,3.8000,-0.4500,358.2787,180.4588,7.0434
8.696,589.7050,0.9213,237.6035,0.2510,3.8000,-0.4500,358.3100,180.4627,7.1168
8.807,589.6370,0.9593,237.4034,0.2510,3.8000,-0.4500,358.3100,180.4627,7.1168
8.916,589.5804,0.9908,237.2364,0.2510,3.8000,-0.4500,358.3101,180.4627,7.1168
9.028,589.5123,1.0286,237.0355,0.2510,3.8000,-0.4500,358.3101,180.4627,7.1168
9.130,589.4553,1.0599,236.8679,0.2510,3.8000,-0.4500,358.3101,180.4627,7.1168
9.239,589.3981,1.0909,236.7002,0.2510,3.8000,-0.4500,358.3101,180.4627,7.1168
9.351,589.3292,1.1277,236.4987,0.2510,3.8000,-0.4500,358.3101,180.4627,7.1168
9.452,589.2713,1.1580,236.3306,0.2510,3.8000,-0.4500,358.3101,180.4627,7.1168
9.563,589.2130,1.1880,236.1625,0.2510,3.8000,-0.4500,358.3101,180.4627,7.1168
9.672,589.1426,1.2233,235.9605,0.2510,3.8000,-0.4500,358.3101,180.4627,7.1168
9.797,589.0715,1.2580,235.7584,0.2510,3.8000,-0.4500,358.3101,180.4627,7.1168
9.901,589.0117,1.2865,235.5898,0.2510,3.8000,-0.4500,358.3101,180.4627,7.1168
10.003,588.9512,1.3146,235.4201,0.2510,3.8000,-0.4500,358.4617,180.4815,7.0505
10.103,588.8904,1.3418,235.2471,0.2510,3.8000,-0.4500,358.5963,180.4981,6.9565
10.205,588.8309,1.3690,235.0378,0.2510,3.8000,-0.4500,358.6608,180.5059,6.9085
10.317,588.7595,1.4022,234.7283,0.2510,3.8000,-0.4500,358.6608,180.5059,6.9085
