time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.000,599.7560,4.5258,250.0072,0.0000,180.0000,0.0000
0.000,599.7560,4.5258,250.0072,0.0000,180.0000,0.0000
0.102,599.5862,4.2196,250.0116,0.0000,180.0000,0.0000
0.209,599.3334,3.7697,250.0163,0.0000,180.0000,0.0000
0.315,599.0860,3.3329,250.0198,0.0000,180.0000,0.0000
0.418,598.8087,2.8458,250.0229,0.0000,180.0000,0.0000
0.525,598.5046,2.3130,250.0219,0.0000,180.0000,0.0000
0.630,598.1611,1.6897,249.9856,0.4504,179.9949,358.6989
0.733,597.9545,1.3343,249.9201,1.1996,179.9629,356.3675
0.838,597.7852,1.1520,249.8228,1.6059,179.9320,354.8611
0.943,597.6355,1.1014,249.6988,1.7244,179.9207,354.1312
1.045,597.4976,1.1313,249.5553,1.7244,179.9207,354.1312
1.151,597.3439,1.2084,249.3673,1.7244,179.9207,354.1312
1.263,597.2244,1.2683,249.2030,1.7244,179.9207,354.1312
1.364,597.1115,1.3051,249.0347,1.7244,179.9207,354.1312
1.473,596.9836,1.3122,248.8302,1.5676,179.9367,354.1890
1.577,596.8814,1.2913,248.6586,1.4132,179.9524,354.2506
1.682,596.7818,1.2538,248.4866,1.1927,179.9744,354.3526
1.790,596.6638,1.1982,248.2804,1.1927,179.9744,354.3526
1.896,596.5663,1.1503,248.1086,0.9619,179.9970,354.4435
2.003,596.4688,1.1052,247.9372,0.9619,179.9970,354.4435
2.125,596.3514,1.0569,247.7319,0.6383,180.0283,354.4981
2.238,596.2333,1.0144,247.5272,0.6383,180.0283,354.4981
2.351,596.1145,0.9756,247.3232,0.4782,180.0438,354.4748
2.460,596.0151,0.9445,247.1536,0.3231,180.0588,354.4344
2.567,595.8954,0.9066,246.9506,0.0223,180.0885,354.2851
2.676,595.7951,0.8738,246.7816,359.9554,180.0952,354.2391
2.793,595.6747,0.8325,246.5790,359.7590,180.1153,354.0940
2.904,595.5742,0.7965,246.4104,359.6391,180.1278,353.9840
3.014,595.4533,0.7515,246.2081,359.4621,180.1467,353.8095
3.125,595.3519,0.7130,246.0394,359.3498,180.1590,353.6928
3.234,595.2303,0.6658,245.8369,359.1825,180.1778,353.5147
3.347,595.1085,0.6181,245.6343,359.0702,180.1907,353.4002
3.458,595.0065,0.5782,245.4654,359.0702,180.1907,353.4002
3.569,594.8843,0.5301,245.2630,358.8846,180.2124,353.2379
3.677,594.7823,0.4902,245.0942,358.8846,180.2124,353.2379
3.782,594.6801,0.4504,244.9256,358.8846,180.2124,353.2379
3.885,594.5779,0.4109,244.7571,358.7345,180.2303,353.1658
3.990,594.4556,0.3641,244.5550,358.7345,180.2303,353.1658
4.099,594.3537,0.3258,244.3869,358.7345,180.2303,353.1658
4.204,594.2519,0.2883,244.2188,358.4913,180.2595,353.1563
4.310,594.1302,0.2445,244.0176,358.4913,180.2595,353.1563
4.414,594.0291,0.2092,243.8503,358.1954,180.2947,353.3118
4.520,593.9283,0.1752,243.6836,358.1293,180.3024,353.3557
4.626,593.8080,0.1362,243.4843,357.9124,180.3271,353.6397
4.737,593.7082,0.1055,243.3192,357.7383,180.3461,353.9336
4.846,593.5892,0.0709,243.1227,357.5936,180.3611,354.3185
4.957,593.4904,0.0439,242.9603,357.5081,180.3694,354.6370
5.058,593.3923,0.0189,242.7994,357.4439,180.3752,354.9676
5.165,593.2950,-0.0040,242.6398,357.3841,180.3802,355.4042
5.267,593.1791,-0.0288,242.4501,357.3328,180.3842,355.9340
5.367,593.0837,-0.0471,242.2936,357.3044,180.3861,356.3724
5.481,592.9891,-0.0631,242.1385,357.2858,180.3872,356.8145
5.584,592.8954,-0.0769,241.9847,357.2754,180.3877,357.2647
5.689,592.7844,-0.0903,241.8017,357.2722,180.3879,357.8173
5.794,592.6933,-0.0989,241.6504,357.2768,180.3877,358.2874
5.896,592.6033,-0.1052,241.4999,357.2874,180.3875,358.7646
5.997,592.5148,-0.1091,241.3502,357.3036,180.3872,359.2468
6.103,592.4277,-0.1106,241.2011,357.3253,180.3870,359.7317
6.205,592.3420,-0.1099,241.0524,357.3520,180.3870,0.2171
6.310,592.2412,-0.1060,240.8742,357.3899,180.3873,0.7970
6.420,592.1589,-0.1004,240.7257,357.4260,180.3880,1.2757
6.535,592.0623,-0.0907,240.5472,357.4741,180.3893,1.8413
6.642,591.9835,-0.0804,240.3982,357.5175,180.3909,2.3029
6.753,591.8910,-0.0655,240.2186,357.5730,180.3934,2.8424
6.853,591.8157,-0.0509,240.0682,357.6216,180.3960,3.2780
6.961,591.7419,-0.0346,239.9170,357.6618,180.3984,3.6161
7.067,591.6556,-0.0128,239.7344,357.7273,180.4028,4.1282
7.169,591.5851,0.0072,239.5812,357.7626,180.4055,4.3866
7.270,591.5163,0.0286,239.4269,357.8257,180.4105,4.8256
7.382,591.4488,0.0514,239.2716,357.8640,180.4139,5.0764
7.490,591.3696,0.0805,239.0837,357.9302,180.4200,5.4868
7.593,591.3049,0.1059,238.9259,357.9600,180.4229,5.6559
7.703,591.2413,0.1324,238.7670,358.0207,180.4291,5.9900
