time_sec,world_x,world_y,world_z,local_x,local_y,local_z,rot_x,rot_y,rot_z
0.000,598.9960,5.1807,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.000,598.9960,5.1807,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.115,598.9960,4.9058,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.226,598.9960,4.5996,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.342,598.9960,4.1496,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.456,598.9960,3.6193,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.575,598.9960,3.0178,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.688,598.9960,2.4681,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.799,598.9960,1.7566,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.904,598.9960,1.1249,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.007,598.9960,0.4614,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.107,598.9960,-0.2306,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.208,598.9960,-0.9148,250.4472,0.2510,3.8000,-0.4500,359.9185,180.0000,0.0006
1.310,598.9955,-1.4507,250.3942,0.2510,3.8000,-0.4500,358.4042,179.9999,0.0116
1.413,598.9951,-1.7855,250.3322,0.2510,3.8000,-0.4500,356.7002,179.9993,0.0260
1.517,598.9948,-1.8661,250.3005,0.2510,3.8000,-0.4500,355.8994,179.9989,0.0350
1.619,598.9947,-1.8391,250.2890,0.2510,3.8000,-0.4500,355.6970,179.9987,0.0380
1.723,598.9947,-1.7702,250.2845,0.2510,3.8000,-0.4500,355.6969,179.9987,0.0380
1.828,598.9947,-1.7058,250.2799,0.2510,3.8000,-0.4500,355.6969,179.9987,0.0380
1.935,598.9947,-1.6701,250.2744,0.2510,3.8000,-0.4500,355.6969,179.9987,0.0380
2.038,598.9947,-1.6841,250.2697,0.2510,3.8000,-0.4500,355.6969,179.9987,0.0380
2.146,598.9947,-1.7330,250.2650,0.2510,3.8000,-0.4500,355.6969,179.9987,0.0380
2.251,598.9947,-1.8233,250.2595,0.2510,3.8000,-0.4500,355.6969,179.9987,0.0380
2.356,598.9947,-1.9118,250.2549,0.2510,3.8000,-0.4500,355.6969,179.9987,0.0380
2.463,598.9947,-2.0025,250.2503,0.2510,3.8000,-0.4500,355.6969,179.9987,0.0380
2.569,598.9947,-2.0894,250.2458,0.2510,3.8000,-0.4500,355.6969,179.9987,0.0380
