time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.000,600.0000,4.8007,250.0000,0.0000,180.0000,0.0000
0.000,600.0000,4.8007,250.0000,0.0000,180.0000,0.0000
0.115,600.0000,4.5258,250.0000,0.0000,180.0000,0.0000
0.226,600.0000,4.2196,250.0000,0.0000,180.0000,0.0000
0.342,600.0000,3.7696,250.0000,0.0000,180.0000,0.0000
0.456,600.0000,3.2393,250.0000,0.0000,180.0000,0.0000
0.575,600.0000,2.6378,250.0000,0.0000,180.0000,0.0000
0.688,600.0000,2.0881,250.0000,0.0000,180.0000,0.0000
0.799,600.0000,1.3766,250.0000,0.0000,180.0000,0.0000
0.904,600.0000,0.7449,250.0000,0.0000,180.0000,0.0000
1.007,600.0000,0.0814,250.0000,0.0000,180.0000,0.0000
1.107,600.0000,-0.6106,250.0000,0.0000,180.0000,0.0000
1.208,599.9999,-1.2942,249.9966,359.9185,180.0000,0.0006
1.310,599.9995,-1.8182,249.9338,358.4042,179.9999,0.0116
1.413,599.9989,-2.1395,249.8610,356.7002,179.9993,0.0260
1.517,599.9986,-2.2135,249.8245,355.8994,179.9989,0.0350
1.619,599.9985,-2.1849,249.8118,355.6970,179.9987,0.0380
1.723,599.9985,-2.1160,249.8072,355.6969,179.9987,0.0380
1.828,599.9985,-2.0516,249.8026,355.6969,179.9987,0.0380
1.935,599.9985,-2.0160,249.7971,355.6969,179.9987,0.0380
2.038,599.9985,-2.0299,249.7924,355.6969,179.9987,0.0380
2.146,599.9985,-2.0788,249.7878,355.6969,179.9987,0.0380
2.251,599.9985,-2.1692,249.7822,355.6969,179.9987,0.0380
2.356,599.9985,-2.2576,249.7776,355.6969,179.9987,0.0380
2.463,599.9985,-2.3483,249.7731,355.6969,179.9987,0.0380
2.569,599.9985,-2.4352,249.7685,355.6969,179.9987,0.0380
2.676,599.9985,-2.5308,249.7631,355.6969,179.9987,0.0380
2.779,599.9985,-2.6030,249.7586,355.6969,179.9987,0.0380
2.891,599.9985,-2.6824,249.7533,355.6969,179.9987,0.0380
2.999,599.9985,-2.7447,249.7489,355.6969,179.9987,0.0380
3.109,599.9985,-2.8052,249.7445,355.6969,179.9987,0.0380
3.211,599.9985,-2.8769,249.7394,355.6969,179.9987,0.0380
3.320,599.9985,-2.9367,249.7352,355.6969,179.9987,0.0380
3.430,599.9985,-2.9966,249.7311,355.6969,179.9987,0.0380
3.538,599.9985,-3.0684,249.7262,355.6969,179.9987,0.0380
3.643,599.9985,-3.1277,249.7222,355.6969,179.9987,0.0380
3.747,599.9985,-3.1863,249.7183,355.6969,179.9987,0.0380
3.849,599.9985,-3.2439,249.7144,355.6969,179.9987,0.0380
3.953,599.9985,-3.3114,249.7099,355.6969,179.9987,0.0380
4.064,599.9985,-3.3662,249.7062,355.6969,179.9987,0.0380
4.165,600.0068,-3.4204,249.7180,356.0725,179.9983,359.8358
4.272,600.0068,-3.4832,249.7141,356.0725,179.9983,359.8358
4.376,600.0131,-3.5345,249.7231,356.3706,179.9971,359.6869
4.483,600.0134,-3.5843,249.7203,356.3706,179.9971,359.6870
4.588,600.0186,-3.6330,249.7272,356.6083,179.9955,359.5710
4.690,600.0204,-3.6806,249.7279,356.6857,179.9949,359.5332
4.798,600.0284,-3.7364,249.7407,357.0692,179.9911,359.3458
4.926,600.0306,-3.7903,249.7411,357.1400,179.9903,359.3109
5.034,600.0376,-3.8426,249.7514,357.4460,179.9862,359.1590
5.138,600.0397,-3.8848,249.7526,357.5172,179.9852,359.1236
5.247,600.0449,-3.9258,249.7602,357.7403,179.9815,359.0117
5.353,600.0505,-3.9733,249.7680,357.9707,179.9773,358.8961
5.471,600.0558,-4.0189,249.7757,358.1919,179.9729,358.7856
5.577,600.0579,-4.0555,249.7777,358.2646,179.9713,358.7494
5.678,600.0646,-4.0906,249.7890,358.5629,179.9644,358.6031
5.779,600.0667,-4.1243,249.7914,358.6390,179.9625,358.5670
5.885,600.0734,-4.1565,249.8033,358.9436,179.9545,358.4242
5.995,600.0756,-4.1931,249.8059,359.0212,179.9523,358.3902
6.103,600.0804,-4.2215,249.8152,359.2572,179.9455,358.2889
6.206,600.0848,-4.2481,249.8245,359.4907,179.9383,358.1979
6.307,600.0865,-4.2728,249.8275,359.5677,179.9359,358.1707
6.408,600.0892,-4.2953,249.8339,359.7282,179.9307,358.1191
6.512,600.0929,-4.3191,249.8440,359.9743,179.9225,358.0484
6.614,600.0956,-4.3362,249.8539,0.2150,179.9142,357.9983
6.717,600.0967,-4.3506,249.8573,0.2947,179.9113,357.9836
6.818,600.0977,-4.3622,249.8642,0.4602,179.9055,357.9656
6.924,600.0986,-4.3707,249.8745,0.7092,179.8966,357.9509
7.025,600.0986,-4.3761,249.8816,0.8782,179.8906,357.9565
7.127,600.0982,-4.3781,249.8884,1.0450,179.8846,357.9658
7.237,600.0966,-4.3759,249.8986,1.2939,179.8759,358.0038
7.338,600.0940,-4.3702,249.9085,1.5358,179.8676,358.0595
7.442,600.0927,-4.3609,249.9115,1.6149,179.8649,358.0842
7.544,600.0901,-4.3475,249.9176,1.7733,179.8597,358.1378
7.645,600.0856,-4.3303,249.9266,2.0052,179.8523,358.2320
7.748,600.0803,-4.3091,249.9352,2.2310,179.8456,358.3464
7.850,600.0761,-4.2839,249.9402,2.3763,179.8415,358.4317
7.954,600.0717,-4.2482,249.9446,2.5176,179.8377,358.5188
8.058,600.0630,-4.2139,249.9540,2.7834,179.8313,358.7149
8.158,600.0601,-4.1755,249.9549,2.8459,179.8299,358.7663
8.260,600.0497,-4.1329,249.9632,3.1008,179.8249,358.9986
8.362,600.0465,-4.0865,249.9633,3.1598,179.8239,359.0594
8.464,600.0382,-4.0356,249.9678,3.3347,179.8213,359.2462
8.573,600.0293,-3.9694,249.9708,3.4962,179.8195,359.4424
8.676,600.0208,-3.9099,249.9734,3.6448,179.8183,359.6399
8.786,600.0178,-3.8470,249.9716,3.6898,179.8180,359.7045
8.888,600.0060,-3.7798,249.9747,3.8672,179.8175,359.9864
8.994,600.0028,-3.6953,249.9711,3.9081,179.8176,0.0633
9.095,599.9874,-3.6204,249.9740,4.1002,179.8184,0.4452
9.196,599.9880,-3.5428,249.9690,4.1002,179.8184,0.4451
9.299,599.9788,-3.4621,249.9673,4.1921,179.8193,0.6847
9.406,599.9765,-3.3785,249.9629,4.2208,179.8197,0.7634
9.512,599.9647,-3.2744,249.9595,4.3138,179.8212,1.0851
9.615,599.9662,-3.1855,249.9535,4.3138,179.8212,1.0851
9.717,599.9579,-3.0940,249.9490,4.3611,179.8222,1.3325
9.835,599.9500,-2.9818,249.9422,4.3887,179.8229,1.5844
9.961,599.9495,-2.8672,249.9344,4.3923,179.8230,1.6656
10.074,599.9425,-2.7506,249.9259,4.3885,179.8228,1.9153
10.175,599.9422,-2.6522,249.9188,4.3808,179.8226,1.9971
10.278,599.9389,-2.5529,249.9109,4.3595,179.8218,2.1588
10.383,599.9391,-2.4529,249.9034,4.3439,179.8212,2.2380
10.486,599.9364,-2.3526,249.8947,4.3017,179.8195,2.3962
10.596,599.9346,-2.2320,249.8842,4.2451,179.8170,2.5521
10.709,599.9356,-2.1317,249.8761,4.2114,179.8155,2.6264
10.811,599.9349,-2.0118,249.8650,4.1359,179.8119,2.7701
10.915,599.9336,-1.9125,249.8546,4.0425,179.8073,2.9090
11.023,599.9355,-1.8140,249.8464,3.9942,179.8048,2.9732
11.124,599.9354,-1.7165,249.8359,3.8902,179.7993,3.0915
11.225,599.9356,-1.6201,249.8252,3.7727,179.7928,3.2011
11.326,599.9385,-1.5251,249.8170,3.7109,179.7893,3.2496
11.428,599.9415,-1.4316,249.8088,3.6432,179.7854,3.2953
11.533,599.9440,-1.3215,249.7968,3.5048,179.7773,3.3791
11.635,599.9475,-1.2316,249.7888,3.4301,179.7729,3.4140
11.738,599.9510,-1.1436,249.7810,3.3547,179.7684,3.4482
11.838,599.9536,-1.0575,249.7702,3.2019,179.7591,3.5002
11.939,599.9573,-0.9732,249.7627,3.1218,179.7542,3.5193
12.044,599.9613,-0.8910,249.7554,3.0414,179.7492,3.5352
12.146,599.9651,-0.8107,249.7450,2.8803,179.7392,3.5548
12.257,599.9703,-0.7166,249.7408,2.8803,179.7392,3.5548
12.358,599.9747,-0.6402,249.7341,2.7990,179.7341,3.5523
12.459,599.9792,-0.5657,249.7275,2.7183,179.7291,3.5440
12.564,599.9832,-0.4930,249.7244,2.7183,179.7291,3.5440
12.673,599.9896,-0.4086,249.7142,2.5535,179.7190,3.5023
12.776,599.9958,-0.3405,249.7052,2.3992,179.7096,3.4415
12.886,599.9995,-0.2748,249.7028,2.3992,179.7096,3.4415
12.994,600.0100,-0.1996,249.6885,2.1140,179.6928,3.2804
13.106,600.0131,-0.1394,249.6866,2.1140,179.6928,3.2804
13.206,600.0182,-0.0821,249.6820,2.0475,179.6891,3.2253
13.310,600.0278,-0.0283,249.6724,1.8520,179.6783,3.0565
13.411,600.0378,0.0322,249.6636,1.6778,179.6693,2.8797
13.513,600.0400,0.0790,249.6624,1.6778,179.6693,2.8797
13.615,600.0549,0.1219,249.6501,1.4009,179.6561,2.5593
13.716,600.0565,0.1613,249.6493,1.4009,179.6561,2.5593
13.824,600.0690,0.1965,249.6400,1.1889,179.6471,2.2867
13.926,600.0754,0.2277,249.6354,1.0905,179.6433,2.1565
14.034,600.0876,0.2594,249.6268,0.8901,179.6362,1.8829
14.155,600.0941,0.2848,249.6223,0.7889,179.6330,1.7421
14.257,600.1057,0.3008,249.6141,0.5915,179.6275,1.4656
14.357,600.1116,0.3123,249.6101,0.4947,179.6252,1.3289
14.468,600.1201,0.3189,249.6042,0.3495,179.6221,1.1235
14.570,600.1313,0.3207,249.5963,0.1576,179.6187,0.8513
14.672,600.1396,0.3163,249.5906,0.0159,179.6169,0.6503
14.772,600.1452,0.3071,249.5867,359.9203,179.6159,0.5145
14.873,600.1595,0.2931,249.5766,359.6756,179.6145,0.1670
14.976,600.1652,0.2739,249.5726,359.5784,179.6143,0.0289
15.086,600.1737,0.2499,249.5665,359.4333,179.6145,359.8224
15.189,600.1851,0.2208,249.5583,359.2407,179.6155,359.5478
15.299,600.1911,0.1794,249.5539,359.1452,179.6164,359.4112
15.400,600.2032,0.1399,249.5452,358.9478,179.6189,359.1279
15.511,600.2125,0.0955,249.5385,358.8037,179.6214,358.9198
15.614,600.2222,0.0361,249.5315,358.6616,179.6243,358.7132
15.715,600.2318,-0.0180,249.5246,358.5221,179.6277,358.5091
15.818,600.2386,-0.0766,249.5196,358.4334,179.6301,358.3781
15.919,600.2490,-0.1392,249.5123,358.2937,179.6343,358.1694
16.023,600.2596,-0.2057,249.5048,358.1553,179.6390,357.9597
16.125,600.2619,-0.2761,249.5027,358.1553,179.6390,357.9597
16.226,600.2766,-0.3493,249.4928,357.9676,179.6461,357.6683
16.326,600.2822,-0.4263,249.4886,357.9253,179.6479,357.6016
16.434,600.2950,-0.5222,249.4800,357.7921,179.6537,357.3851
16.536,600.3013,-0.6056,249.4754,357.7498,179.6557,357.3140
16.646,600.3109,-0.6907,249.4689,357.6671,179.6597,357.1732
16.755,600.3157,-0.7963,249.4651,357.6671,179.6597,357.1732
16.855,600.3290,-0.8855,249.4568,357.5463,179.6659,356.9507
16.965,600.3333,-0.9770,249.4533,357.5463,179.6659,356.9507
17.070,600.3379,-1.0696,249.4498,357.5463,179.6659,356.9507
17.171,600.3498,-1.1813,249.4425,357.4763,179.6697,356.7993
17.280,600.3547,-1.2755,249.4388,357.4763,179.6697,356.7993
17.389,600.3596,-1.3700,249.4351,357.4763,179.6697,356.7993
17.490,600.3644,-1.4645,249.4314,357.4763,179.6697,356.7993
