time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.000,600.0000,4.8678,250.0000,0.0000,180.0000,0.0000
0.000,600.0000,4.8678,250.0000,0.0000,180.0000,0.0000
0.105,600.0000,4.6766,250.0000,0.0000,180.0000,0.0000
0.205,600.0000,4.4113,250.0000,0.0000,180.0000,0.0000
0.307,600.0000,4.0792,250.0000,0.0000,180.0000,0.0000
0.412,600.0000,3.6866,250.0000,0.0000,180.0000,0.0000
0.515,600.0000,3.2393,250.0000,0.0000,180.0000,0.0000
0.616,600.0000,2.7427,250.0000,0.0000,180.0000,0.0000
0.717,600.0000,2.2014,250.0000,0.0000,180.0000,0.0000
0.821,600.0000,1.4989,250.0000,0.0000,180.0000,0.0000
0.924,600.0000,0.8739,250.0000,0.0000,180.0000,0.0000
1.026,600.0000,0.2166,250.0000,0.0000,180.0000,0.0000
1.128,600.0000,-0.4700,250.0000,0.0000,180.0000,0.0000
1.229,600.0000,-1.1711,250.0000,0.0000,180.0000,0.0000
1.331,599.9996,-1.7334,249.9483,358.7522,179.9999,0.0089
1.437,599.9991,-2.0654,249.8816,357.1738,179.9995,0.0216
1.540,599.9987,-2.2092,249.8303,356.0223,179.9989,0.0334
1.641,599.9985,-2.1956,249.8126,355.6969,179.9987,0.0380
1.751,599.9985,-2.1306,249.8080,355.6969,179.9987,0.0379
1.855,599.9985,-2.0626,249.8035,355.6970,179.9987,0.0379
1.957,599.9985,-2.0216,249.7989,355.6969,179.9987,0.0379
2.063,599.9985,-2.0240,249.7933,355.6969,179.9987,0.0379
2.175,599.9985,-2.0667,249.7886,355.6969,179.9987,0.0379
2.279,599.9985,-2.1364,249.7840,355.6969,179.9987,0.0379
2.381,599.9985,-2.2395,249.7785,355.6969,179.9987,0.0379
2.487,599.9985,-2.3303,249.7739,355.6969,179.9988,0.0379
2.590,599.9985,-2.4183,249.7693,355.6969,179.9988,0.0379
2.691,599.9985,-2.5001,249.7648,355.6969,179.9988,0.0379
2.792,599.9985,-2.5749,249.7603,355.6969,179.9988,0.0379
2.894,599.9985,-2.6435,249.7558,355.6969,179.9988,0.0379
2.995,599.9985,-2.7077,249.7514,355.6969,179.9988,0.0379
3.104,599.9985,-2.7811,249.7462,355.6969,179.9988,0.0379
3.205,599.9985,-2.8411,249.7419,355.6969,179.9988,0.0379
3.307,599.9985,-2.9008,249.7377,355.6969,179.9988,0.0379
3.413,599.9985,-2.9606,249.7335,355.6969,179.9988,0.0378
3.513,599.9985,-3.0205,249.7294,355.6969,179.9988,0.0379
3.619,599.9985,-3.0803,249.7253,355.6969,179.9988,0.0378
3.723,599.9985,-3.1513,249.7205,355.6969,179.9988,0.0378
3.824,599.9985,-3.2095,249.7166,355.6969,179.9988,0.0378
3.926,599.9985,-3.2666,249.7128,355.6969,179.9988,0.0378
4.028,599.9985,-3.3225,249.7091,355.6969,179.9988,0.0378
4.135,600.0002,-3.3770,249.7085,355.7727,179.9988,-0.0036
4.236,600.0068,-3.4311,249.7172,356.0725,179.9984,359.8357
4.337,600.0068,-3.4832,249.7140,356.0725,179.9984,359.8357
4.441,600.0132,-3.5446,249.7225,356.3706,179.9971,359.6868
4.546,600.0135,-3.5941,249.7196,356.3706,179.9971,359.6868
4.647,600.0199,-3.6428,249.7294,356.6750,179.9951,359.5383
4.749,600.0217,-3.6901,249.7299,356.7481,179.9944,359.5027
4.851,600.0250,-3.7363,249.7337,356.8975,179.9931,359.4298
4.953,600.0317,-3.7815,249.7441,357.2047,179.9896,359.2787
5.053,600.0323,-3.8253,249.7422,357.2047,179.9896,359.2787
5.157,600.0392,-3.8681,249.7530,357.5117,179.9853,359.1261
5.259,600.0413,-3.9095,249.7543,357.5832,179.9842,359.0904
5.359,600.0482,-3.9497,249.7655,357.8929,179.9789,358.9350
5.463,600.0521,-3.9963,249.7702,358.0451,179.9759,358.8588
5.566,600.0573,-4.0337,249.7783,358.2679,179.9713,358.7475
5.668,600.0594,-4.0697,249.7804,358.3439,179.9696,358.7102
5.769,600.0662,-4.1043,249.7921,358.6491,179.9623,358.5616
5.872,600.0683,-4.1374,249.7945,358.7241,179.9604,358.5263
5.977,600.0748,-4.1689,249.8063,359.0243,179.9523,358.3876
6.083,600.0771,-4.2047,249.8089,359.1012,179.9501,358.3547
6.188,600.0818,-4.2324,249.8182,359.3352,179.9432,358.2568
6.289,600.0849,-4.2583,249.8243,359.4908,179.9384,358.1984
6.389,600.0879,-4.2820,249.8306,359.6480,179.9334,358.1421
6.494,600.0915,-4.3036,249.8406,359.8931,179.9253,358.0699
6.596,600.0938,-4.3227,249.8472,0.0552,179.9197,358.0307
6.701,600.0959,-4.3423,249.8539,0.2140,179.9142,357.9955
6.807,600.0971,-4.3557,249.8610,0.3862,179.9082,357.9747
6.908,600.0984,-4.3659,249.8715,0.6386,179.8992,357.9507
7.014,600.0986,-4.3733,249.8750,0.7219,179.8962,357.9512
7.117,600.0983,-4.3773,249.8854,0.9718,179.8873,357.9601
7.225,600.0975,-4.3777,249.8921,1.1359,179.8815,357.9778
7.329,600.0955,-4.3742,249.9025,1.3894,179.8726,358.0258
7.434,600.0937,-4.3669,249.9090,1.5503,179.8671,358.0614
7.540,600.0899,-4.3533,249.9185,1.7912,179.8591,358.1435
7.644,600.0882,-4.3377,249.9212,1.8682,179.8566,358.1738
7.752,600.0833,-4.3181,249.9301,2.0998,179.8495,358.2777
7.858,600.0777,-4.2945,249.9383,2.3185,179.8431,358.3959
7.967,600.0712,-4.2608,249.9458,2.5349,179.8373,358.5343
8.074,600.0648,-4.2280,249.9526,2.7345,179.8324,358.6743
