time_sec,world_x,world_y,world_z,local_x,local_y,local_z,rot_x,rot_y,rot_z
0.000,598.9960,5.2478,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.000,598.9960,5.2478,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.105,598.9960,5.0566,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.205,598.9960,4.7913,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.307,598.9960,4.4592,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.412,598.9960,4.0666,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.515,598.9960,3.6193,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.616,598.9960,3.1227,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.717,598.9960,2.5814,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.821,598.9960,1.8789,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.924,598.9960,1.2539,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.026,598.9960,0.5966,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.128,598.9960,-0.0900,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.229,598.9960,-0.7911,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.331,598.9957,-1.3631,250.4064,0.2510,3.8000,-0.4500,358.7522,179.9999,0.0089
1.437,598.9953,-1.7076,250.3498,0.2510,3.8000,-0.4500,357.1738,179.9995,0.0216
1.540,598.9949,-1.8607,250.3056,0.2510,3.8000,-0.4500,356.0223,179.9989,0.0334
1.641,598.9947,-1.8498,250.2899,0.2510,3.8000,-0.4500,355.6969,179.9987,0.0380
1.751,598.9947,-1.7848,250.2853,0.2510,3.8000,-0.4500,355.6969,179.9987,0.0379
1.855,598.9947,-1.7168,250.2807,0.2510,3.8000,-0.4500,355.6970,179.9987,0.0379
1.957,598.9947,-1.6758,250.2761,0.2510,3.8000,-0.4500,355.6969,179.9987,0.0379
