time_sec,world_x,world_y,world_z,local_x,local_y,local_z,rot_x,rot_y,rot_z
0.000,598.7212,4.8499,250.4581,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.000,598.7212,4.8499,250.4581,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.109,598.5436,4.5306,250.4627,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.218,598.2825,4.0666,250.4676,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.325,598.0320,3.6193,250.4999,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.432,597.8013,3.1769,250.6740,0.2510,3.8000,-0.4500,355.7515,179.8600,3.7387
0.537,597.6102,2.7523,250.9908,0.2510,3.8000,-0.4500,349.5907,179.1735,8.7363
0.641,597.4857,2.4936,251.2936,0.2510,3.8000,-0.4500,346.6519,178.6583,10.6108
0.746,597.3799,2.3231,251.6180,0.2510,3.8000,-0.4500,345.1511,178.3609,11.0180
0.852,597.2862,2.2173,251.9553,0.2510,3.8000,-0.4500,344.4149,178.2139,10.6812
0.956,597.1813,2.1340,252.3658,0.2510,3.8001,-0.4500,344.0013,178.1354,9.8847
1.064,597.0948,2.0711,252.7049,0.2510,3.8000,-0.4500,343.8473,178.1085,9.1123
1.165,597.0065,1.9966,253.0372,0.2510,3.8000,-0.4500,343.7987,178.1006,8.3136
1.268,596.9150,1.9032,253.3611,0.2510,3.8000,-0.4500,343.8333,178.1055,7.5122
1.371,596.8209,1.7904,253.6773,0.2510,3.8000,-0.4500,343.9392,178.1192,6.7223
1.475,596.7049,1.6353,254.0489,0.2510,3.8000,-0.4500,344.1432,178.1424,5.8117
1.579,596.6071,1.4963,254.3546,0.2510,3.8000,-0.4500,344.3612,178.1640,5.1044
1.682,596.5091,1.3544,254.6587,0.2510,3.8000,-0.4500,344.6078,178.1853,4.4623
1.782,596.4113,1.2142,254.9628,0.2510,3.8000,-0.4500,344.8699,178.2052,3.9009
1.886,596.3141,1.0786,255.2676,0.2510,3.8000,-0.4500,345.1374,178.2229,3.4333
1.996,596.1993,0.9250,255.6362,0.2510,3.8000,-0.4500,345.3505,178.2355,3.1343
2.101,596.1041,0.8043,255.9449,0.2510,3.8000,-0.4500,345.4733,178.2423,3.0254
2.206,596.0093,0.6891,256.2544,0.2510,3.8000,-0.4500,345.6151,178.2499,2.9332
2.311,595.9152,0.5815,256.5639,0.2510,3.8000,-0.4500,345.9637,178.2682,2.8910
2.416,595.8047,0.4634,256.9370,0.2510,3.8000,-0.4500,346.4843,178.2957,3.0415
2.520,595.7153,0.3749,257.2498,0.2510,3.8000,-0.4500,346.9165,178.3205,3.3704
2.625,595.6285,0.2974,257.5641,0.2510,3.8000,-0.4500,347.3960,178.3515,3.8750
2.732,595.5450,0.2332,257.8796,0.2510,3.8000,-0.4500,347.9689,178.3947,4.5474
2.839,595.4501,0.1773,258.2592,0.2510,3.8000,-0.4500,348.8315,178.4726,5.5661
2.944,595.3769,0.1512,258.5757,0.2510,3.8000,-0.4500,349.7271,178.5697,6.5806
3.051,595.3102,0.1457,258.8912,0.2510,3.8000,-0.4500,350.7958,178.7059,7.7308
3.154,595.2402,0.1680,259.2669,0.2510,3.8000,-0.4500,352.2933,178.9323,9.2629
3.258,595.1918,0.2101,259.5754,0.2510,3.8000,-0.4500,353.6779,179.1770,10.6365
3.362,595.1528,0.2712,259.8783,0.2510,3.8000,-0.4500,355.1159,179.4670,12.0650
3.470,595.1232,0.3472,260.1746,0.2510,3.8001,-0.4500,356.5096,179.7840,13.5125
3.574,595.0986,0.4501,260.5214,0.2510,3.7999,-0.4500,357.9484,180.1522,15.2197
3.677,595.0851,0.5382,260.8047,0.2510,3.7999,-0.4500,358.7941,180.3925,16.5695
3.782,595.0755,0.6228,261.0854,0.2510,3.7999,-0.4500,359.2272,180.5257,17.8089
3.902,595.0660,0.7138,261.4218,0.2510,3.8001,-0.4500,359.2101,180.5189,19.0977
4.010,595.0572,0.7780,261.7039,0.2510,3.8001,-0.4500,358.8147,180.3781,19.9718
4.114,595.0428,0.8382,262.0467,0.2510,3.8000,-0.4500,357.9845,180.0690,20.7514
4.217,595.0257,0.8733,262.3371,0.2510,3.8001,-0.4500,357.0750,179.7199,21.1668
4.323,595.0026,0.8939,262.6322,0.2510,3.7999,-0.4500,356.0369,179.3147,21.3709
4.428,594.9728,0.9002,262.9319,0.2510,3.8001,-0.4500,354.9338,178.8813,21.3739
4.530,594.9363,0.8929,263.2361,0.2510,3.8000,-0.4500,353.8295,178.4488,21.1932
4.634,594.8841,0.8687,263.6057,0.2510,3.7999,-0.4500,352.5928,177.9706,20.7686
4.741,594.8348,0.8386,263.9170,0.2510,3.8001,-0.4500,351.7106,177.6370,20.2787
4.847,594.7821,0.8031,264.2302,0.2510,3.8001,-0.4500,351.0292,177.3859,19.7054
4.950,594.7274,0.7665,264.5448,0.2510,3.8001,-0.4500,350.6055,177.2345,19.0911
5.056,594.6621,0.7277,264.9232,0.2510,3.8000,-0.4500,350.5058,177.1997,18.3628
5.157,594.6102,0.7056,265.2386,0.2510,3.8001,-0.4500,350.8058,177.2987,17.8144
5.258,594.5625,0.6979,265.5526,0.2510,3.7999,-0.4500,351.4755,177.5131,17.3603
5.361,594.5205,0.7089,265.8641,0.2510,3.7999,-0.4500,352.5154,177.8377,17.0302
5.465,594.4855,0.7416,266.1706,0.2510,3.8001,-0.4500,353.9041,178.2631,16.8420
5.569,594.4581,0.7979,266.4698,0.2510,3.8001,-0.4500,355.5978,178.7770,16.7995
5.670,594.4385,0.8778,266.7589,0.2510,3.7999,-0.4500,357.5327,179.3636,16.8929
5.778,594.4256,1.0029,267.0883,0.2510,3.8001,-0.4500,0.0626,180.1379,17.1559
5.887,594.4229,1.1285,267.3455,0.2510,3.8000,-0.4500,2.2438,180.8178,17.4717
5.991,594.4265,1.2697,267.5855,0.2510,3.8000,-0.4500,4.4010,181.5056,17.8472
6.094,594.4375,1.4549,267.8502,0.2510,3.8000,-0.4500,6.8539,182.3107,18.3398
6.197,594.4510,1.6181,268.0517,0.2510,3.8000,-0.4500,8.7189,182.9422,18.7566
6.308,594.4672,1.7865,268.2371,0.2510,3.7999,-0.4500,10.3829,183.5218,19.1564
6.413,594.4893,1.9925,268.4410,0.2510,3.8000,-0.4500,12.0922,184.1345,19.5892
6.516,594.5086,2.1655,268.5974,0.2510,3.8001,-0.4500,13.2764,184.5702,19.8953
6.619,594.5283,2.3389,268.7437,0.2510,3.8001,-0.4500,14.2530,184.9366,20.1420
6.722,594.5479,2.5116,268.8818,0.2510,3.7999,-0.4500,15.0385,185.2359,20.3233
6.828,594.5668,2.6833,269.0136,0.2510,3.8000,-0.4500,15.6523,185.4723,20.4352
6.928,594.5844,2.8535,269.1407,0.2510,3.8000,-0.4500,16.1150,185.6518,20.4755
7.031,594.6007,3.0211,269.2670,0.2510,3.8001,-0.4500,16.1912,185.6815,20.4749
7.132,594.6160,3.1879,269.3917,0.2510,3.8001,-0.4500,16.1912,185.6815,20.4748
7.233,594.6269,3.3518,269.5136,0.2510,3.8000,-0.4500,16.5050,185.8029,20.2330
7.335,594.6367,3.5455,269.6607,0.2510,3.8000,-0.4500,16.6498,185.8582,19.9428
7.436,594.6386,3.7013,269.7854,0.2510,3.8000,-0.4500,16.7221,185.8853,19.4719
7.539,594.6347,3.8524,269.9131,0.2510,3.8000,-0.4500,16.6760,185.8687,18.9021
7.642,594.6243,3.9974,270.0458,0.2510,3.8001,-0.4500,16.4953,185.8056,18.2052
7.746,594.6054,4.1341,270.1859,0.2510,3.7999,-0.4500,16.1486,185.6899,17.3429
7.854,594.5694,4.2828,270.3673,0.2510,3.7999,-0.4500,15.4568,185.4747,16.0318
7.957,594.5259,4.3894,270.5334,0.2510,3.7999,-0.4500,14.5971,185.2306,14.6579
8.062,594.4680,4.4743,270.7165,0.2510,3.8000,-0.4500,13.4259,184.9339,12.9796
8.166,594.3940,4.5301,270.9198,0.2510,3.8000,-0.4500,11.8894,184.6004,10.9504
8.269,594.3029,4.5477,271.1452,0.2510,3.8000,-0.4500,9.9360,184.2592,8.5279
8.373,594.1723,4.5034,271.4456,0.2510,3.8000,-0.4500,6.9945,183.9053,5.0654
8.477,594.0496,4.4004,271.7174,0.2510,3.8000,-0.4500,4.0554,183.7303,1.7269
8.581,593.9213,4.2313,272.0012,0.2510,3.8000,-0.4500,0.7562,183.7370,358.0442
8.684,593.7955,3.9988,272.2870,0.2510,3.8000,-0.4500,357.2574,183.9758,354.1472
8.795,593.6586,3.6526,272.6181,0.2510,3.8000,-0.4500,353.1003,184.5772,349.4450
8.899,593.5605,3.3282,272.8756,0.2510,3.8001,-0.4500,349.9237,185.2838,345.7386
9.001,593.4773,2.9894,273.1129,0.2510,3.8001,-0.4500,347.1796,186.0825,342.4092
9.105,593.4058,2.6490,273.3305,0.2510,3.8001,-0.4500,344.9502,186.8736,339.5753
9.207,593.3420,2.3156,273.5311,0.2510,3.8001,-0.4500,343.2537,187.5705,337.2982
9.310,593.2822,1.9937,273.7180,0.2510,3.8001,-0.4500,342.0688,188.1115,335.5938
9.413,593.2230,1.6862,273.8954,0.2510,3.7999,-0.4500,341.3587,188.4596,334.4499
9.514,593.1487,1.3399,274.1018,0.2510,3.8001,-0.4500,341.0882,188.5979,333.8430
9.616,593.0814,1.0703,274.2737,0.2510,3.8000,-0.4500,341.1718,188.5545,333.8762
9.719,593.0059,0.8238,274.4479,0.2510,3.8001,-0.4500,341.8585,188.2028,334.3416
9.829,592.9207,0.6048,274.6306,0.2510,3.8001,-0.4500,342.9607,187.6591,335.3129
9.933,592.8242,0.4204,274.8249,0.2510,3.8000,-0.4500,344.4991,186.9471,336.7944
10.037,592.6921,0.2573,275.0760,0.2510,3.8000,-0.4500,346.9871,185.9107,339.2516
10.139,592.5687,0.1815,275.2996,0.2510,3.8000,-0.4500,349.6402,184.9539,341.8570
10.241,592.4371,0.1698,275.5322,0.2510,3.8000,-0.4500,352.8168,183.9951,344.9268
10.343,592.3036,0.2258,275.7669,0.2510,3.8001,-0.4500,356.4326,183.1327,348.3658
10.448,592.1761,0.3442,275.9948,0.2510,3.8000,-0.4500,0.3059,182.4625,352.0178
10.550,592.0630,0.5110,276.2086,0.2510,3.8000,-0.4500,4.1804,182.0444,355.6841
10.653,591.9680,0.7074,276.4052,0.2510,3.8000,-0.4500,7.7885,181.8807,359.1617
10.758,591.8784,0.9577,276.6200,0.2510,3.8000,-0.4500,11.4830,181.9460,2.8572
10.861,591.8204,1.1647,276.7852,0.2510,3.8000,-0.4500,13.9150,182.1261,5.4246
10.963,591.7734,1.3637,276.9423,0.2510,3.8000,-0.4500,15.7509,182.3407,7.4915
11.067,591.7335,1.5531,277.0944,0.2510,3.8000,-0.4500,17.0434,182.5366,9.0737
11.169,591.6974,1.7331,277.2442,0.2510,3.8000,-0.4500,17.8742,182.6844,10.2136
11.272,591.6634,1.9049,277.3937,0.2510,3.8000,-0.4500,18.3366,182.7753,10.9652
11.374,591.6204,2.0996,277.5757,0.2510,3.8000,-0.4500,18.4777,182.8045,11.2535
11.476,591.5831,2.2578,277.7283,0.2510,3.8000,-0.4500,18.4777,182.8045,11.2535
11.578,591.5456,2.4154,277.8806,0.2510,3.8000,-0.4500,18.4777,182.8045,11.2535
11.696,591.4977,2.6006,278.0645,0.2510,3.8000,-0.4500,18.4699,182.8028,11.1715
11.797,591.4502,2.7439,278.2227,0.2510,3.8000,-0.4500,18.3676,182.7822,10.6282
11.903,591.3969,2.8793,278.3868,0.2510,3.8000,-0.4500,18.0740,182.7263,9.9403
12.007,591.3375,3.0047,278.5599,0.2510,3.8001,-0.4500,17.4976,182.6248,9.1406
12.111,591.2712,3.1175,278.7448,0.2510,3.8000,-0.4500,16.5862,182.4794,8.2412
12.214,591.1824,3.2326,278.9857,0.2510,3.8000,-0.4500,15.0164,182.2610,7.0586
12.319,591.1010,3.3082,279.2047,0.2510,3.8000,-0.4500,13.3033,182.0588,6.0265
12.422,591.0137,3.3607,279.4416,0.2510,3.8000,-0.4500,11.2314,181.8548,4.9936
12.527,590.9209,3.3852,279.6964,0.2510,3.8000,-0.4500,8.8254,181.6635,3.9861
12.629,590.8237,3.3770,279.9679,0.2510,3.8000,-0.4500,6.1308,181.4977,3.0155
12.735,590.7025,3.3198,280.3119,0.2510,3.8000,-0.4500,2.6218,181.3472,1.9009
12.841,590.5986,3.2320,280.6086,0.2510,3.8000,-0.4500,359.5934,181.2704,1.0078
