time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.096,600.0000,4.9438,250.0000,0.0000,180.0000,0.0000
0.205,600.0000,4.7623,250.0000,0.0000,180.0000,0.0000
0.308,600.0000,4.5258,250.0000,0.0000,180.0000,0.0000
0.408,600.0000,4.2196,250.0000,0.0000,180.0000,0.0000
0.509,600.0000,3.8504,250.0000,0.0000,180.0000,0.0000
0.624,600.0000,3.3542,250.0000,0.0000,180.0000,0.0000
0.739,599.9999,3.0346,250.0035,0.0859,180.0000,0.0011
0.857,599.9998,2.8175,250.0145,0.3507,180.0000,0.0040
0.975,599.9998,2.7579,250.0145,0.3507,180.0000,0.0040
1.090,599.9998,2.7991,250.0145,0.3507,180.0000,0.0040
1.205,599.9998,2.8815,250.0145,0.3507,180.0000,0.0040
1.321,599.9998,2.9617,250.0145,0.3507,180.0000,0.0040
1.438,599.9998,3.0099,250.0145,0.3507,180.0000,0.0040
1.553,599.9998,3.0404,250.0145,0.3507,180.0000,0.0040
1.668,599.9998,3.0458,250.0145,0.3507,180.0000,0.0039
1.784,599.9998,3.0358,250.0145,0.3507,180.0000,0.0039
1.897,599.9998,3.0227,250.0145,0.3507,180.0000,0.0040
2.014,599.9998,3.0072,250.0145,0.3507,180.0000,0.0040
2.130,599.9998,2.9957,250.0145,0.3507,180.0000,0.0039
2.246,599.9998,2.9890,250.0145,0.3507,180.0000,0.0039
2.354,599.9998,2.9863,250.0145,0.3507,180.0000,0.0040
2.459,599.9998,2.9854,250.0145,0.3507,180.0000,0.0040
2.565,599.9998,2.9854,250.0145,0.3507,180.0000,0.0040
2.670,599.9998,2.9853,250.0145,0.3507,180.0001,0.0039
2.775,599.9998,2.9847,250.0145,0.3507,180.0001,0.0039
2.878,599.9998,2.9836,250.0145,0.3507,180.0001,0.0039
2.983,599.9998,2.9814,250.0145,0.3507,180.0001,0.0039
3.090,599.9998,2.9792,250.0145,0.3507,180.0001,0.0038
3.196,599.9998,2.9767,250.0145,0.3507,180.0001,0.0038
3.307,599.9998,2.9735,250.0145,0.3507,180.0001,0.0038
3.418,599.9998,2.9708,250.0145,0.3507,180.0001,0.0038
3.529,599.9998,2.9677,250.0145,0.3507,180.0001,0.0038
3.629,599.9998,2.9651,250.0145,0.3507,180.0001,0.0038
3.738,599.9998,2.9626,250.0145,0.3507,180.0001,0.0038
3.850,599.9998,2.9596,250.0145,0.3507,180.0001,0.0038
3.961,599.9998,2.9565,250.0145,0.3507,180.0002,0.0038
4.069,599.9998,2.9539,250.0145,0.3507,180.0002,0.0038
4.179,599.9998,2.9513,250.0145,0.3507,180.0002,0.0038
4.288,599.9998,2.9480,250.0145,0.3507,180.0002,0.0038
4.398,599.9998,2.9453,250.0145,0.3507,180.0002,0.0038
4.505,599.9998,2.9421,250.0145,0.3507,180.0002,0.0037
4.617,599.9998,2.9393,250.0145,0.3507,180.0002,0.0037
4.726,599.9998,2.9360,250.0145,0.3507,180.0002,0.0037
4.837,599.9998,2.9332,250.0145,0.3507,180.0002,0.0037
4.942,599.9998,2.9298,250.0145,0.3507,180.0002,0.0037
5.048,599.9998,2.9270,250.0145,0.3507,180.0002,0.0037
