key,value
participantId,kojima
conditionCode,Wave-Third_Act-0
waveMode,Third
actuatorScale,0
sessionStart,2026-07-30 14:16:42
emergencyStop,true
emergencyStoppedAt,2026-07-30 14:18:21
emergencyElapsedSec,98.250
