time_sec,world_x,world_y,world_z,local_x,local_y,local_z,rot_x,rot_y,rot_z
0.083,598.9960,5.3238,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.188,598.9960,5.1807,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.300,598.9960,4.9058,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.402,598.9960,4.5996,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.510,598.9960,4.2304,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.617,598.9960,3.8044,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.725,598.9960,3.2257,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.842,598.9960,2.5813,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.959,598.9960,1.9997,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.075,598.9960,1.2538,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.193,598.9960,0.4614,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.310,598.9960,-0.3722,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.426,598.9960,-1.2424,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.541,598.9960,-2.1449,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.660,598.9954,-2.8426,250.3864,0.2510,3.8000,-0.4500,358.1796,179.9997,0.0163
1.783,598.9940,-3.4049,250.2249,0.2510,3.8000,-0.4500,353.7924,179.9969,0.0594
1.890,598.9933,-3.5560,250.1489,0.2510,3.8000,-0.4500,351.9829,179.9947,0.0810
2.004,598.9922,-3.5843,250.0915,0.2510,3.8000,-0.4500,350.9089,179.9930,0.0985
2.115,598.9917,-3.5616,250.0628,0.2510,3.8000,-0.4500,350.6283,179.9924,0.1052
2.232,598.9913,-3.5523,250.0392,0.2510,3.8000,-0.4500,350.6283,179.9924,0.1052
2.346,598.9910,-3.5997,250.0155,0.2510,3.8000,-0.4500,350.6283,179.9925,0.1052
2.460,598.9906,-3.7093,249.9919,0.2510,3.8000,-0.4500,350.6283,179.9925,0.1052
2.565,598.9903,-3.8378,249.9723,0.2510,3.8000,-0.4500,350.6283,179.9925,0.1052
2.668,598.9900,-3.9866,249.9528,0.2510,3.8000,-0.4500,350.6283,179.9924,0.1052
2.769,598.9897,-4.1439,249.9333,0.2510,3.8000,-0.4500,350.6283,179.9924,0.1052
2.874,598.9894,-4.3007,249.9139,0.2510,3.8000,-0.4500,350.6283,179.9924,0.1052
2.976,598.9891,-4.4515,249.8947,0.2510,3.8000,-0.4500,350.6283,179.9925,0.1052
3.077,598.9888,-4.5943,249.8756,0.2510,3.8000,-0.4500,350.6283,179.9925,0.1052
3.178,598.9885,-4.7290,249.8567,0.2510,3.8000,-0.4500,350.6283,179.9925,0.1052
3.281,598.9881,-4.8822,249.8343,0.2510,3.8000,-0.4500,350.6283,179.9925,0.1052
3.387,598.9878,-5.0051,249.8158,0.2510,3.8000,-0.4500,350.6283,179.9925,0.1052
3.493,598.9875,-5.1254,249.7976,0.2510,3.8000,-0.4500,350.6283,179.9925,0.1052
3.598,598.9872,-5.2442,249.7796,0.2510,3.8000,-0.4500,350.6283,179.9925,0.1052
3.701,598.9879,-5.3858,249.7609,0.2510,3.8000,-0.4500,350.7074,179.9926,0.0732
3.806,598.9923,-5.5047,249.7542,0.2510,3.8000,-0.4500,351.0302,179.9927,359.9448
3.908,598.9956,-5.6218,249.7455,0.2510,3.8000,-0.4500,351.2644,179.9922,359.8546
4.014,598.9979,-5.7378,249.7349,0.2510,3.8000,-0.4500,351.4195,179.9918,359.7952
4.117,599.0037,-5.8529,249.7326,0.2510,3.8000,-0.4500,351.8101,179.9898,359.6449
4.217,599.0052,-5.9656,249.7207,0.2510,3.8000,-0.4500,351.8826,179.9894,359.6167
4.324,599.0129,-6.0982,249.7201,0.2510,3.8000,-0.4500,352.3600,179.9853,359.4253
4.427,599.0160,-6.2062,249.7124,0.2510,3.8000,-0.4500,352.5102,179.9837,359.3637
4.536,599.0229,-6.3119,249.7133,0.2510,3.8000,-0.4500,352.9062,179.9787,359.1952
4.638,599.0291,-6.4155,249.7121,0.2510,3.8000,-0.4500,353.2108,179.9740,359.0619
4.740,599.0369,-6.5368,249.7120,0.2510,3.8000,-0.4500,353.5903,179.9673,358.8901
4.845,599.0436,-6.6353,249.7120,0.2510,3.8000,-0.4500,353.8896,179.9611,358.7510
4.948,599.0494,-6.7317,249.7104,0.2510,3.8000,-0.4500,354.1150,179.9559,358.6443
5.054,599.0585,-6.8259,249.7150,0.2510,3.8000,-0.4500,354.5142,179.9458,358.4505
5.156,599.0678,-6.9180,249.7201,0.2510,3.8000,-0.4500,354.9056,179.9345,358.2578
5.257,599.0756,-7.0076,249.7229,0.2510,3.8000,-0.4500,355.2054,179.9249,358.1085
5.359,599.0840,-7.0949,249.7269,0.2510,3.8000,-0.4500,355.5184,179.9141,357.9510
5.464,599.0961,-7.1966,249.7358,0.2510,3.8000,-0.4500,355.9932,179.8961,357.7113
5.568,599.1047,-7.2785,249.7410,0.2510,3.8000,-0.4500,356.2968,179.8835,357.5584
5.669,599.1147,-7.3577,249.7495,0.2510,3.8000,-0.4500,356.6829,179.8664,357.3654
5.773,599.1251,-7.4342,249.7587,0.2510,3.8000,-0.4500,357.0691,179.8479,357.1748
5.878,599.1350,-7.5079,249.7682,0.2510,3.8000,-0.4500,357.4454,179.8287,356.9930
5.981,599.1456,-7.5923,249.7782,0.2510,3.8000,-0.4500,357.8337,179.8077,356.8117
6.085,599.1553,-7.6591,249.7896,0.2510,3.8000,-0.4500,358.2249,179.7853,356.6359
6.186,599.1633,-7.7226,249.7985,0.2510,3.8000,-0.4500,358.5323,179.7668,356.5043
6.287,599.1724,-7.7824,249.8110,0.2510,3.8000,-0.4500,358.9318,179.7419,356.3447
6.392,599.1799,-7.8384,249.8212,0.2510,3.8000,-0.4500,359.2500,179.7212,356.2277
6.496,599.1877,-7.8899,249.8349,0.2510,3.8000,-0.4500,359.6598,179.6937,356.0947
6.600,599.1951,-7.9459,249.8488,0.2510,3.8000,-0.4500,0.0620,179.6658,355.9839
6.701,599.2001,-7.9872,249.8608,0.2510,3.8000,-0.4500,0.4044,179.6416,355.9146
6.804,599.2048,-8.0225,249.8761,0.2510,3.8000,-0.4500,0.8359,179.6105,355.8485
6.906,599.2079,-8.0528,249.8880,0.2510,3.8000,-0.4500,1.1656,179.5865,355.8178
7.008,599.2097,-8.0769,249.9006,0.2510,3.8000,-0.4500,1.5142,179.5609,355.8112
7.111,599.2102,-8.0938,249.9160,0.2510,3.8000,-0.4500,1.9462,179.5293,355.8266
7.213,599.2097,-8.1051,249.9280,0.2510,3.8000,-0.4500,2.2801,179.5050,355.8624
7.313,599.2073,-8.1084,249.9424,0.2510,3.8000,-0.4500,2.6946,179.4753,355.9333
7.416,599.2049,-8.1064,249.9512,0.2510,3.8000,-0.4500,2.9517,179.4571,355.9986
7.522,599.1981,-8.0913,249.9682,0.2510,3.8000,-0.4500,3.4663,179.4218,356.1585
7.625,599.1926,-8.0716,249.9781,0.2510,3.8000,-0.4500,3.7861,179.4006,356.2805
7.729,599.1845,-8.0429,249.9897,0.2510,3.8000,-0.4500,4.1779,179.3757,356.4623
