time_sec,angle_x,angle_y,angle_z
80.421,93.6012,-11.3799,-103.5080
80.543,93.6015,-11.3827,-103.5019
80.661,93.5959,-11.3906,-103.5022
80.788,93.5993,-11.4075,-103.4982
80.907,93.6078,-11.4109,-103.5060
81.034,93.6081,-11.4137,-103.5000
81.152,93.6081,-11.4137,-103.5000
81.270,93.6166,-11.4172,-103.5078
81.392,93.6166,-11.4172,-103.5078
81.511,93.6169,-11.4200,-103.5018
81.638,93.6309,-11.4155,-103.5095
81.756,93.6397,-11.4218,-103.5113
81.883,93.6431,-11.4315,-103.5141
82.001,93.6488,-11.4308,-103.5071
82.120,93.6519,-11.4449,-103.5092
82.242,93.6522,-11.4478,-103.5032
82.360,93.6720,-11.4426,-103.5038
82.487,93.6755,-11.4596,-103.4998
82.606,93.6700,-11.4746,-103.4932
82.733,93.6757,-11.4740,-103.4862
82.851,93.6702,-11.4774,-103.4872
82.969,93.6844,-11.4802,-103.4881
83.091,93.6845,-11.4874,-103.4813
83.210,93.6758,-11.4811,-103.4794
83.337,93.6758,-11.4811,-103.4794
83.455,93.6758,-11.4811,-103.4794
83.582,93.6758,-11.4811,-103.4794
83.700,93.6758,-11.4811,-103.4794
83.819,93.6758,-11.4811,-103.4794
83.940,93.6758,-11.4811,-103.4794
84.059,93.6758,-11.4811,-103.4794
84.186,93.6758,-11.4811,-103.4794
84.305,93.6789,-11.4953,-103.4815
84.431,93.6789,-11.4953,-103.4815
84.550,93.6789,-11.4953,-103.4815
84.668,93.6738,-11.5016,-103.4765
84.790,93.6823,-11.5050,-103.4843
84.908,93.6823,-11.5050,-103.4843
85.035,93.6824,-11.5122,-103.4775
85.154,93.6824,-11.5122,-103.4775
85.281,93.6824,-11.5122,-103.4775
85.399,93.6770,-11.5157,-103.4785
85.518,93.6887,-11.5332,-103.4884
85.639,93.6866,-11.5580,-103.4847
85.758,93.6875,-11.5897,-103.4899
85.885,93.6997,-11.6057,-103.4946
86.003,93.7117,-11.6260,-103.4985
86.130,93.7129,-11.6533,-103.5045
86.249,93.7129,-11.6533,-103.5045
86.367,93.7217,-11.6596,-103.5064
86.489,93.7339,-11.6755,-103.5112
86.607,93.7546,-11.6949,-103.5238
86.734,93.7634,-11.7012,-103.5257
86.853,93.7636,-11.6968,-103.5265
86.980,93.7668,-11.7109,-103.5286
87.098,93.7668,-11.7109,-103.5286
87.217,93.7617,-11.7172,-103.5237
87.338,93.7700,-11.7250,-103.5307
87.457,93.7700,-11.7250,-103.5307
87.584,93.7788,-11.7313,-103.5326
87.702,93.7791,-11.7341,-103.5266
87.829,93.7881,-11.7359,-103.5293
87.947,93.7881,-11.7359,-103.5293
88.066,93.7969,-11.7422,-103.5312
88.187,93.7969,-11.7422,-103.5312
88.306,93.7913,-11.7501,-103.5314
88.433,93.7913,-11.7501,-103.5314
88.552,93.7913,-11.7501,-103.5314
88.678,93.7660,-11.7702,-103.5242
88.797,93.7084,-11.7883,-103.5099
88.915,93.6683,-11.8117,-103.5061
89.037,93.6055,-11.8289,-103.4936
89.155,93.5314,-11.8662,-103.4808
89.282,93.4717,-11.8903,-103.4772
89.401,93.4231,-11.9030,-103.4724
89.528,93.3082,-11.9275,-103.4515
89.646,93.2421,-11.9278,-103.4431
89.765,93.2045,-11.9291,-103.4371
89.886,93.1240,-11.9425,-103.4194
90.005,93.0546,-11.9330,-103.4082
90.132,92.9477,-11.9133,-103.3989
90.250,92.8905,-11.9126,-103.3993
90.378,92.8276,-11.9314,-103.3922
90.496,92.7594,-11.9536,-103.3862
90.615,92.6794,-11.9697,-103.3627
90.736,92.5995,-11.9744,-103.3469
90.846,92.5566,-11.9836,-103.3414
90.956,92.5422,-11.9824,-103.3458
91.084,92.4393,-11.9867,-103.3260
91.203,92.3592,-11.9929,-103.3156
91.332,92.3112,-12.0084,-103.3050
91.451,92.2826,-12.0160,-103.3011
91.578,92.2629,-12.0255,-103.2997
91.696,92.2520,-12.0369,-103.3009
91.814,92.2379,-12.0413,-103.2933
91.936,92.2409,-12.0526,-103.3013
92.054,92.2354,-12.0605,-103.3014
92.189,92.2389,-12.0731,-103.2981
92.308,92.2333,-12.0853,-103.2975
92.430,92.2334,-12.0809,-103.2983
92.549,92.2419,-12.0844,-103.3061
92.675,92.2367,-12.0907,-103.3011
92.794,92.2451,-12.0986,-103.3081
92.912,92.2454,-12.0970,-103.3028
93.034,92.2454,-12.0970,-103.3028
93.153,92.2945,-12.1204,-103.3114
93.280,92.3295,-12.1411,-103.3193
93.398,92.3964,-12.1683,-103.3331
93.525,92.4489,-12.1943,-103.3515
93.643,92.5300,-12.2243,-103.3663
93.762,92.5740,-12.2540,-103.3701
93.883,92.6465,-12.2776,-103.3832
94.002,92.7167,-12.3162,-103.4055
94.129,92.7929,-12.3524,-103.4157
94.248,92.8567,-12.3626,-103.4341
94.374,92.9316,-12.3643,-103.4452
94.493,92.9958,-12.3844,-103.4509
94.611,93.0507,-12.3972,-103.4659
94.733,93.0828,-12.4037,-103.4722
94.851,93.1360,-12.4396,-103.4784
94.978,93.1891,-12.4727,-103.4906
95.097,93.2157,-12.4987,-103.4896
95.224,93.2406,-12.5407,-103.4866
95.342,93.2760,-12.5729,-103.4875
95.461,93.2974,-12.6095,-103.4808
95.582,93.3098,-12.6327,-103.4789
95.701,93.3401,-12.6640,-103.4818
95.828,93.3794,-12.7088,-103.4799
95.947,93.4057,-12.7248,-103.4918
96.073,93.4183,-12.7436,-103.4908
96.192,93.4483,-12.7649,-103.5065
96.310,93.4693,-12.7844,-103.5195
96.432,93.4731,-12.7969,-103.5165
96.550,93.4940,-12.8280,-103.5219
96.677,93.4943,-12.8308,-103.5160
96.796,93.5031,-12.8299,-103.5247
96.923,93.5190,-12.8672,-103.5252
97.041,93.5261,-12.8867,-103.5313
97.159,93.5314,-12.8832,-103.5303
97.281,93.5350,-12.8930,-103.5333
97.400,93.5474,-12.9090,-103.5384
97.527,93.5472,-12.9134,-103.5376
97.645,93.5474,-12.9090,-103.5384
97.772,93.5560,-12.9125,-103.5463
97.890,93.5508,-12.9231,-103.5406
98.009,93.5508,-12.9231,-103.5406
98.130,93.5543,-12.9329,-103.5437
98.249,93.5488,-12.9408,-103.5439
98.376,93.5577,-12.9470,-103.5459
98.495,93.5577,-12.9470,-103.5459
98.621,93.5630,-12.9436,-103.5449
98.740,93.5666,-12.9533,-103.5479
98.858,93.5183,-12.9761,-103.5301
98.980,93.4553,-12.9977,-103.5164
99.098,93.3849,-13.0448,-103.5062
99.225,93.3198,-13.0813,-103.5017
99.344,93.2656,-13.0948,-103.5035
99.471,93.1917,-13.1250,-103.4971
99.589,93.1399,-13.1309,-103.4830
99.708,93.0629,-13.1497,-103.4684
99.829,93.0231,-13.1731,-103.4645
99.948,92.8974,-13.2020,-103.4508
100.075,92.7800,-13.7901,-103.3279
100.193,92.7435,-13.2484,-103.4201
100.320,92.6400,-13.2528,-103.3990
100.439,92.5738,-13.2574,-103.3893
100.557,92.5276,-13.2553,-103.3751
100.679,92.4759,-13.2539,-103.3680
100.797,92.3901,-13.2609,-103.3637
100.924,92.2868,-13.2696,-103.3420
101.043,92.2157,-13.2805,-103.3275
101.170,92.1443,-13.2930,-103.3182
101.288,92.0697,-13.2984,-103.3001
101.407,92.0129,-13.3077,-103.2873
101.528,91.9756,-13.3090,-103.2813
101.647,91.9133,-13.3305,-103.2679
101.774,91.8301,-13.3368,-103.2412
101.892,91.7963,-13.3435,-103.2388
102.019,91.7450,-13.3492,-103.2251
102.137,91.7308,-13.3508,-103.2235
102.256,91.7111,-13.3647,-103.2212
102.377,91.7024,-13.3612,-103.2133
102.496,91.7111,-13.3718,-103.2144
102.623,91.7025,-13.3683,-103.2065
102.742,91.7024,-13.3612,-103.2133
102.868,91.7024,-13.3612,-103.2133
102.987,91.7113,-13.3702,-103.2091
103.105,91.7289,-13.3827,-103.2128
103.227,91.7431,-13.3811,-103.2145
103.345,91.7783,-13.4019,-103.2227
103.472,91.8311,-13.4281,-103.2416
103.591,91.8608,-13.4496,-103.2570
103.718,91.9225,-13.4821,-103.2778
103.836,91.9666,-13.5092,-103.2881
103.955,92.0572,-13.5438,-103.3004
104.076,92.1014,-13.5709,-103.3109
104.195,92.1669,-13.6158,-103.3289
104.322,92.2754,-13.6559,-103.3524
104.441,92.3250,-13.6723,-103.3688
104.567,92.4121,-13.6988,-103.3839
104.686,92.4675,-13.7056,-103.3950
104.804,92.4943,-13.7200,-103.4018
104.926,92.5351,-13.7301,-103.4164
105.044,92.5798,-13.7598,-103.4212
105.171,92.6495,-13.7738,-103.4326
105.290,92.6729,-13.7812,-103.4305
105.418,92.7051,-13.7877,-103.4371
105.536,92.7407,-13.8128,-103.4453
105.655,92.7356,-13.8190,-103.4403
105.779,92.7712,-13.8442,-103.4485
105.898,92.7695,-13.8690,-103.4450
106.020,92.7840,-13.8817,-103.4333
106.139,92.7769,-13.9217,-103.4234
106.266,92.7966,-13.9238,-103.4174
106.384,92.7966,-13.9166,-103.4242
106.503,92.7966,-13.9166,-103.4242
106.625,92.8055,-13.9229,-103.4262
106.743,92.8055,-13.9229,-103.4262
106.870,92.7948,-13.9415,-103.4207
106.989,92.7895,-13.9565,-103.4142
107.116,92.7697,-13.9661,-103.4126
107.234,92.7361,-13.9827,-103.3972
107.353,92.7252,-13.9986,-103.3977
107.474,92.7197,-14.0109,-103.3971
107.593,92.7146,-14.0171,-103.3922
107.720,92.6983,-14.0409,-103.3928
107.838,92.6499,-14.0653,-103.3800
107.965,92.6018,-14.0880,-103.3620
108.083,92.5676,-14.1036,-103.3578
108.202,92.5194,-14.1191,-103.3465
108.323,92.4802,-14.1410,-103.3374
108.442,92.4551,-14.1656,-103.3292
108.569,92.3871,-14.1951,-103.3156
108.688,92.3817,-14.2030,-103.3158
108.815,92.3336,-14.2185,-103.3046
108.933,92.3175,-14.2379,-103.3060
109.051,92.2888,-14.2455,-103.3016
109.173,92.2837,-14.2517,-103.2967
109.292,92.2496,-14.2673,-103.2924
109.421,92.2298,-14.2813,-103.2900
109.540,92.2300,-14.2769,-103.2908
109.669,92.2282,-14.2946,-103.2941
109.788,92.2192,-14.2999,-103.2845
109.915,92.2140,-14.3034,-103.2855
110.033,92.2086,-14.3113,-103.2857
110.151,92.2087,-14.3140,-103.2798
110.273,92.2033,-14.3219,-103.2800
110.391,92.1980,-14.3299,-103.2802
110.526,92.1926,-14.3378,-103.2804
110.646,92.1837,-14.3315,-103.2784
110.768,92.1836,-14.3359,-103.2776
110.887,92.1694,-14.3403,-103.2698
111.014,92.1694,-14.3403,-103.2698
111.132,92.1694,-14.3403,-103.2698
111.251,92.1782,-14.3439,-103.2778
111.372,92.1783,-14.3394,-103.2786
111.490,92.1783,-14.3394,-103.2786
111.626,92.1856,-14.3165,-103.2691
111.744,92.2195,-14.3098,-103.2717
111.866,92.2371,-14.3081,-103.2894
111.985,92.2838,-14.3157,-103.2919
112.112,92.3426,-14.3384,-103.3108
112.230,92.3658,-14.3431,-103.3147
112.349,92.4018,-14.3666,-103.3178
112.470,92.4250,-14.3713,-103.3217
112.589,92.4752,-14.3976,-103.3259
112.716,92.5110,-14.4184,-103.3350
112.835,92.5325,-14.4408,-103.3423
112.961,92.5613,-14.4872,-103.3551
113.080,92.6064,-14.5170,-103.3604
113.198,92.6243,-14.5368,-103.3579
113.320,92.6513,-14.5512,-103.3651
113.438,92.6623,-14.5922,-103.3670
113.565,92.7289,-14.6417,-103.3859
113.684,92.7289,-14.6417,-103.3859
113.811,92.7490,-14.6890,-103.3901
113.929,92.7654,-14.7265,-103.3911
114.048,92.7856,-14.7693,-103.3961
114.169,92.8070,-14.7935,-103.4088
114.288,92.8000,-14.8075,-103.4200
114.415,92.8398,-14.8308,-103.4394
114.533,92.8362,-14.8165,-103.4370
114.660,92.8467,-14.7980,-103.4424
114.779,92.8557,-14.8043,-103.4446
114.897,92.8774,-14.8195,-103.4589
115.019,92.8702,-14.8307,-103.4760
115.137,92.8612,-14.8453,-103.5100
115.264,92.8542,-14.8638,-103.5204
115.383,92.8579,-14.8736,-103.5236
115.510,92.8542,-14.8638,-103.5204
115.628,92.8542,-14.8638,-103.5204
115.746,92.8543,-14.8710,-103.5137
115.868,92.8289,-14.8858,-103.5181
115.987,92.7844,-14.9112,-103.5099
116.114,92.7268,-14.9222,-103.5013
116.232,92.6838,-14.9343,-103.4887
116.359,92.6072,-14.9631,-103.4608
116.477,92.5443,-14.9821,-103.4525
116.596,92.4818,-14.9993,-103.4391
116.717,92.4209,-15.0104,-103.4147
116.836,92.3243,-15.0433,-103.3969
116.963,92.2581,-15.0507,-103.3804
117.082,92.1865,-15.0705,-103.3633
117.208,92.0973,-15.0830,-103.3301
117.327,92.0724,-15.1005,-103.3287
117.445,92.0115,-15.1044,-103.3112
117.567,91.9918,-15.1184,-103.3087
117.685,91.9636,-15.1271,-103.2931
117.812,91.9439,-15.1411,-103.2906
117.931,91.9155,-15.1426,-103.2817
118.058,91.8816,-15.1583,-103.2773
118.176,91.8673,-15.1670,-103.2687
118.295,91.8336,-15.1809,-103.2592
118.416,91.8231,-15.1995,-103.2537
118.535,91.8214,-15.2217,-103.2562
118.662,91.8250,-15.2360,-103.2585
118.780,91.8197,-15.2440,-103.2588
118.907,91.8198,-15.2466,-103.2528
119.026,91.8198,-15.2466,-103.2528
119.144,91.8146,-15.2501,-103.2538
119.266,91.8146,-15.2501,-103.2538
119.384,91.8146,-15.2501,-103.2538
119.511,91.8198,-15.2466,-103.2528
119.630,91.8198,-15.2466,-103.2528
119.757,91.8466,-15.2585,-103.2659
119.875,91.8736,-15.2730,-103.2731
119.994,91.8915,-15.2856,-103.2773
120.115,91.9688,-15.3149,-103.2965
