time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.000,599.7252,4.4699,250.0081,0.0000,180.0000,0.0000
0.000,599.7252,4.4699,250.0081,0.0000,180.0000,0.0000
0.105,599.5477,4.1506,250.0127,0.0000,180.0000,0.0000
0.217,599.2866,3.6866,250.0176,0.0000,180.0000,0.0000
0.328,599.0345,3.2394,250.0086,0.0000,180.0000,0.0000
0.439,598.7023,2.6379,249.9188,0.0000,180.0000,0.0000
0.550,598.4061,2.0882,249.7516,0.0000,180.0000,0.0000
0.662,598.0314,1.3767,249.4297,0.0000,180.0000,0.0000
0.773,597.6877,0.7272,249.0349,1.0327,180.0119,1.3176
0.884,597.4980,0.4270,248.7394,2.9485,180.0974,3.8018
0.996,597.3509,0.3077,248.3974,4.4724,180.2261,5.8395
1.107,597.2708,0.3526,248.1136,5.1425,180.3003,6.7710
1.219,597.2024,0.4959,247.7731,5.5509,180.3512,7.3590
1.330,597.1556,0.6351,247.4918,5.5509,180.3512,7.3590
1.441,597.1016,0.7808,247.1596,5.5509,180.3512,7.3590
1.552,597.0449,0.8823,246.8259,5.5509,180.3512,7.3590
1.664,596.9937,0.9307,246.5240,5.5509,180.3512,7.3590
1.775,596.9254,0.9559,246.1392,5.6017,180.3578,7.4228
1.886,596.8635,0.9615,245.8121,5.6017,180.3578,7.4228
1.997,596.7850,0.9627,245.4195,5.6017,180.3578,7.4228
2.108,596.7210,0.9646,245.0852,5.6017,180.3578,7.4228
2.220,596.6488,0.9717,244.6825,5.6017,180.3578,7.4228
2.329,596.5917,0.9834,244.3559,5.6017,180.3578,7.4228
2.442,596.5255,1.0037,243.9801,5.6017,180.3578,7.4228
2.552,596.4601,1.0290,243.6218,5.6017,180.3578,7.4228
2.663,596.4059,1.0519,243.3344,5.6017,180.3578,7.4228
2.774,596.3406,1.0800,243.0036,5.6017,180.3578,7.4228
2.885,596.2852,1.1039,242.7449,5.6017,180.3578,7.4228
2.997,596.2173,1.1331,242.4550,5.6017,180.3578,7.4228
3.108,596.1591,1.1577,242.2309,5.6017,180.3578,7.4228
3.220,596.0851,1.1902,242.0086,5.7248,180.3737,7.1239
3.330,596.0204,1.2221,241.8892,5.7486,180.3766,6.9575
3.441,595.9418,1.2694,241.8485,5.7578,180.3777,6.6193
3.552,595.8657,1.3250,241.9155,5.6915,180.3703,6.2082
3.664,595.8045,1.3772,242.0536,5.5956,180.3601,5.8968
3.775,595.7324,1.4437,242.2926,5.3760,180.3383,5.4397
3.886,595.6716,1.4995,242.5347,5.1319,180.3157,5.0735
3.997,595.5964,1.5639,242.8597,4.7589,180.2840,4.6427
4.108,595.5314,1.6133,243.1495,4.3775,180.2541,4.2877
4.220,595.4506,1.6655,243.5116,3.8365,180.2155,3.8692
4.345,595.3669,1.7084,243.8840,3.2120,180.1754,3.4665
4.456,595.2811,1.7409,244.2632,2.5169,180.1357,3.0875
4.568,595.2084,1.7597,244.5794,1.8953,180.1037,2.7950
4.679,595.1208,1.7722,244.9312,1.1184,180.0680,2.4778
4.789,595.0461,1.7753,245.1867,0.4695,180.0412,2.2478
4.900,594.9533,1.7725,245.4424,359.7215,180.0134,2.0193
5.011,594.8708,1.7668,245.5966,359.1437,179.9938,1.8706
5.123,594.7656,1.7589,245.6985,358.5280,179.9744,1.7428
5.234,594.6586,1.7517,245.7270,358.1729,179.9638,1.6872
5.345,594.5709,1.7471,245.6988,357.8373,179.9540,1.6597
5.456,594.4689,1.7440,245.6067,357.8373,179.9540,1.6597
5.567,594.3860,1.7435,245.4924,357.4933,179.9440,1.6649
5.679,594.2896,1.7453,245.3124,357.4933,179.9440,1.6649
5.790,594.2117,1.7493,245.1238,357.4113,179.9416,1.6768
5.901,594.1201,1.7565,244.8604,357.4113,179.9416,1.6768
6.012,594.0301,1.7657,244.5670,357.4113,179.9416,1.6768
6.122,593.9557,1.7746,244.3040,357.4113,179.9416,1.6768
6.234,593.8668,1.7862,243.9721,357.4113,179.9416,1.6768
6.345,593.7927,1.7962,243.6897,357.4113,179.9416,1.6768
6.456,593.7032,1.8069,243.3790,357.4113,179.9416,1.6768
6.567,593.6265,1.8132,243.1625,357.4113,179.9416,1.6768
6.678,593.5308,1.8174,242.9578,357.4113,179.9416,1.6768
6.789,593.4459,1.8169,242.8559,357.4113,179.9416,1.6768
6.901,593.3417,1.8100,242.8321,357.4113,179.9416,1.6768
7.012,593.2390,1.7967,242.8972,357.4113,179.9416,1.6768
7.123,593.1552,1.7813,243.0082,357.3347,179.9394,1.6502
7.234,593.0574,1.7583,243.2018,357.3347,179.9393,1.6502
7.345,592.9775,1.7367,243.4011,357.2595,179.9372,1.6149
7.456,592.8829,1.7094,243.6668,357.2595,179.9372,1.6149
7.568,592.8041,1.6874,243.8910,357.2595,179.9372,1.6149
7.678,592.7094,1.6636,244.1520,357.2595,179.9372,1.6149
7.790,592.6302,1.6465,244.3557,357.2595,179.9372,1.6149
7.901,592.5295,1.6318,244.5304,357.2595,179.9372,1.6149
8.012,592.4250,1.6244,244.6009,357.2595,179.9372,1.6149
8.123,592.3389,1.6224,244.5905,357.2595,179.9372,1.6149
8.235,592.2375,1.6231,244.5161,357.6707,179.9491,1.6795
8.344,592.1545,1.6253,244.4161,357.8399,179.9540,1.6762
8.456,592.0563,1.6284,244.2637,358.2516,179.9660,1.6250
8.567,591.9750,1.6308,244.1181,358.4908,179.9726,1.5506
8.679,591.8776,1.6329,243.9280,358.7959,179.9805,1.4291
8.790,591.7968,1.6338,243.7601,359.0966,179.9876,1.2593
8.915,591.6827,1.6334,243.5153,359.4512,179.9947,1.0294
