time_sec,angle_x,angle_y,angle_z
8.342,93.6629,-9.4708,-103.3963
8.460,93.6773,-9.4578,-103.4054
8.587,93.7577,-9.4559,-103.4141
8.706,93.7635,-9.4553,-103.4070
8.832,93.8039,-9.4680,-103.4141
8.951,93.8062,-9.4476,-103.4174
9.069,93.8065,-9.4504,-103.4113
9.191,93.8271,-9.4683,-103.4179
9.309,93.8413,-9.4595,-103.4263
9.436,93.8442,-9.4735,-103.4281
9.555,93.8502,-9.4973,-103.4325
9.682,93.8444,-9.5266,-103.4502
9.800,93.8444,-9.5266,-103.4502
9.919,93.8444,-9.5266,-103.4502
10.040,93.8444,-9.5266,-103.4502
10.150,93.8391,-9.5445,-103.4374
10.260,93.8363,-9.5664,-103.4394
10.389,93.8396,-9.6192,-103.4389
10.507,93.8454,-9.6401,-103.4495
10.637,93.8457,-9.6430,-103.4434
10.755,93.8455,-9.6473,-103.4426
10.882,93.8457,-9.6430,-103.4434
11.001,93.8511,-9.6323,-103.4493
11.119,93.8483,-9.6254,-103.4406
11.240,93.8248,-9.5820,-103.4398
11.359,93.7354,-9.5576,-103.4171
11.494,93.6464,-9.5360,-103.3884
11.613,93.5946,-9.5389,-103.3817
11.734,93.5431,-9.5446,-103.3690
11.853,93.4625,-9.5551,-103.3587
11.980,93.3996,-9.5765,-103.3464
12.098,93.3453,-9.5969,-103.3425
12.217,93.2969,-9.6239,-103.3247
12.339,93.2427,-9.6515,-103.3139
12.457,93.1715,-9.7097,-103.2967
12.584,93.0975,-9.7610,-103.2709
12.703,93.0722,-9.7883,-103.2568
12.830,93.0120,-9.7747,-103.2235
12.948,92.9863,-9.7632,-103.2119
13.067,92.9462,-9.7575,-103.1981
13.188,92.8749,-9.7840,-103.1766
13.307,92.8495,-9.8041,-103.1694
13.434,92.7755,-9.8339,-103.1644
13.552,92.7698,-9.8417,-103.1646
13.679,92.7298,-9.8360,-103.1509
13.797,92.7243,-9.8396,-103.1518
13.916,92.7355,-9.8282,-103.1507
14.037,92.7010,-9.8004,-103.1508
14.156,92.6639,-9.7903,-103.1535
14.283,92.6668,-9.7972,-103.1622
14.402,92.6526,-9.8059,-103.1538
14.528,92.6556,-9.8271,-103.1486
14.647,92.6160,-9.8488,-103.1400
14.765,92.6158,-9.8530,-103.1392
14.887,92.6158,-9.8530,-103.1392
15.005,92.5961,-9.8653,-103.1319
15.132,92.6046,-9.8758,-103.1326
15.251,92.6046,-9.8758,-103.1326
15.378,92.6046,-9.8758,-103.1326
15.496,92.5990,-9.8793,-103.1336
15.615,92.6018,-9.8977,-103.1344
15.736,92.6079,-9.9243,-103.1325
15.855,92.6108,-9.9384,-103.1341
15.982,92.6313,-9.9994,-103.1371
16.101,92.6315,-10.0354,-103.1407
16.227,92.6348,-10.0551,-103.1301
16.346,92.6720,-10.0870,-103.1449
16.464,92.6922,-10.1092,-103.1505
16.586,92.7180,-10.1279,-103.1552
16.704,92.7643,-10.1675,-103.1603
16.831,92.7729,-10.1737,-103.1618
16.950,92.8075,-10.2015,-103.1620
17.077,92.8306,-10.2349,-103.1756
17.195,92.8597,-10.2663,-103.1768
17.314,92.8681,-10.2697,-103.1845
17.435,92.8829,-10.2954,-103.1913
17.554,92.9205,-10.3302,-103.2003
17.681,92.9669,-10.3668,-103.2118
17.799,92.9526,-10.3684,-103.2103
17.926,92.9870,-10.3862,-103.2237
18.044,92.9873,-10.3890,-103.2176
18.163,93.0133,-10.4034,-103.2233
18.284,93.0216,-10.4111,-103.2302
18.403,93.0564,-10.4275,-103.2384
18.530,93.0768,-10.4497,-103.2443
18.649,93.0856,-10.4516,-103.2468
18.776,93.0914,-10.4510,-103.2397
18.894,93.0944,-10.4650,-103.2415
19.012,93.1146,-10.4844,-103.2535
19.134,93.1180,-10.4970,-103.2501
19.252,93.1383,-10.5236,-103.2552
19.380,93.1415,-10.5405,-103.2510
19.498,93.1588,-10.5530,-103.2543
19.625,93.1764,-10.5683,-103.2516
19.743,93.1762,-10.5654,-103.2577
19.862,93.1762,-10.5654,-103.2577
19.983,93.1675,-10.5592,-103.2560
20.102,93.1675,-10.5592,-103.2560
20.229,93.1675,-10.5592,-103.2560
20.348,93.1762,-10.5654,-103.2577
20.474,93.1848,-10.5717,-103.2593
20.593,93.1794,-10.5823,-103.2534
20.711,93.1826,-10.5921,-103.2561
20.833,93.1973,-10.6265,-103.2615
20.951,93.2006,-10.6434,-103.2573
21.078,93.1977,-10.6625,-103.2654
21.197,93.1979,-10.6582,-103.2662
21.324,93.1747,-10.6578,-103.2622
21.442,93.1606,-10.6551,-103.2615
21.561,93.1605,-10.6480,-103.2684
21.682,93.1603,-10.6451,-103.2745
21.801,93.1431,-10.6283,-103.2719
21.928,93.1447,-10.5691,-103.2774
22.046,93.1332,-10.5516,-103.2678
22.173,93.1384,-10.5381,-103.2798
22.292,93.1417,-10.5364,-103.2901
22.411,93.1352,-10.5097,-103.2917
22.532,93.1322,-10.4956,-103.2899
22.642,93.1267,-10.4920,-103.2978
22.752,93.1185,-10.5103,-103.3077
22.880,93.0912,-10.5914,-103.3386
22.999,93.0555,-10.6877,-103.3472
23.128,93.0530,-10.7168,-103.3424
23.247,93.0478,-10.7231,-103.3373
23.374,93.0252,-10.7474,-103.3449
23.492,93.0141,-10.7587,-103.3461
23.610,93.0029,-10.7744,-103.3465
23.732,92.9971,-10.7866,-103.3458
23.850,92.9632,-10.8005,-103.3369
23.985,92.9633,-10.7962,-103.3378
24.104,92.9633,-10.7962,-103.3378
24.226,92.9718,-10.7996,-103.3455
24.345,93.0010,-10.8281,-103.3532
24.472,93.0270,-10.8468,-103.3583
24.590,93.0359,-10.8558,-103.3539
24.709,93.0447,-10.8577,-103.3564
24.830,93.0532,-10.8611,-103.3642
24.949,93.0621,-10.8702,-103.3598
25.076,93.0595,-10.8921,-103.3618
25.194,93.0189,-11.0063,-103.3579
25.321,92.9760,-11.1382,-103.3568
25.439,92.9650,-11.2810,-103.3609
25.558,92.9164,-11.7330,-103.3745
25.679,92.8711,-11.8438,-103.3788
25.798,92.8352,-12.6634,-103.4155
25.925,92.7436,-15.1371,-103.4651
26.044,92.7398,-15.5250,-103.4835
26.170,92.6632,-15.4664,-103.4673
26.289,92.6280,-15.5125,-103.4478
26.408,92.5893,-16.2533,-103.4679
26.529,92.5707,-17.5696,-103.4924
26.648,92.5550,-18.5598,-103.5489
26.775,92.5019,-19.1302,-103.5420
26.893,92.4699,-19.0733,-103.5382
27.020,92.4368,-17.4964,-103.5236
27.138,92.4504,-15.6426,-103.5165
27.257,92.4157,-14.8505,-103.4966
27.379,92.4231,-14.0975,-103.4723
27.497,92.4153,-11.7096,-103.3682
27.624,92.3899,-11.1472,-103.3287
27.743,92.3862,-11.0900,-103.3300
27.869,92.3713,-11.0413,-103.3386
27.988,92.3711,-11.0385,-103.3447
28.106,92.3823,-11.0299,-103.3374
28.228,92.3877,-11.0079,-103.3511
28.346,92.4041,-10.9787,-103.3628
28.473,92.4240,-10.9578,-103.3718
28.592,92.4238,-10.9621,-103.3710
28.719,92.4186,-10.9756,-103.3589
28.837,92.4327,-10.9783,-103.3596
28.956,92.4469,-10.9766,-103.3610
29.077,92.4469,-10.9766,-103.3610
29.196,92.4501,-10.9864,-103.3636
29.323,92.4644,-10.9848,-103.3651
29.441,92.4558,-10.9857,-103.3565
29.568,92.4612,-10.9821,-103.3556
29.686,92.4663,-10.9568,-103.3369
29.805,92.4806,-10.9509,-103.3392
29.927,92.4835,-10.9621,-103.3471
30.045,92.4725,-10.9807,-103.3414
30.172,92.4775,-10.9482,-103.3296
30.291,92.4745,-10.9527,-103.3132
30.418,92.4775,-10.9596,-103.3219
30.536,92.4745,-10.9527,-103.3132
30.654,92.4771,-10.9450,-103.2973
30.776,92.4823,-10.9524,-103.2502
30.895,92.4794,-10.9454,-103.2415
31.022,92.4959,-10.9305,-103.2394
31.140,92.4930,-10.9307,-103.2237
31.267,92.4901,-10.9308,-103.2081
31.385,92.4760,-10.9352,-103.2005
31.504,92.4729,-10.9326,-103.1910
31.625,92.4729,-10.9326,-103.1910
31.744,92.4729,-10.9326,-103.1910
31.871,92.4789,-10.9536,-103.2015
31.990,92.4733,-10.9543,-103.2086
32.116,92.4763,-10.9613,-103.2173
32.235,92.4709,-10.9605,-103.2191
32.353,92.4794,-10.9640,-103.2269
32.475,92.4794,-10.9640,-103.2269
32.593,92.4599,-10.9719,-103.2203
32.720,92.4597,-10.9762,-103.2195
32.839,92.4597,-10.9762,-103.2195
32.966,92.4541,-10.9841,-103.2196
33.084,92.4626,-10.9875,-103.2274
33.203,92.4573,-10.9939,-103.2223
33.324,92.4572,-10.9982,-103.2215
33.443,92.4604,-11.0080,-103.2241
33.570,92.4604,-11.0151,-103.2172
33.689,92.4634,-11.0221,-103.2259
33.815,92.4580,-11.0327,-103.2200
33.934,92.4580,-11.0327,-103.2200
34.052,92.4667,-11.0390,-103.2216
34.174,-91.6783,-90.0000,167.1143
34.292,92.4611,-11.0468,-103.2218
34.419,92.4611,-11.0468,-103.2218
34.538,92.4555,-11.0546,-103.2220
34.665,92.4555,-11.0546,-103.2220
34.783,92.4555,-11.0546,-103.2220
34.902,92.4555,-11.0546,-103.2220
35.023,92.4554,-11.0590,-103.2212
35.142,92.4413,-11.0562,-103.2205
35.269,92.4411,-11.0606,-103.2197
35.387,92.4272,-11.0607,-103.2129
35.514,92.4269,-11.0622,-103.2182
35.632,92.4269,-11.0622,-103.2182
35.751,92.4269,-11.0622,-103.2182
35.872,92.4269,-11.0622,-103.2182
35.991,92.4269,-11.0622,-103.2182
36.118,92.4272,-11.0607,-103.2129
36.237,92.4357,-11.0641,-103.2207
36.364,92.4357,-11.0641,-103.2207
36.482,92.4498,-11.0668,-103.2213
36.601,92.4499,-11.0625,-103.2221
36.722,92.4499,-11.0625,-103.2221
36.841,92.4585,-11.0687,-103.2238
36.968,92.4531,-11.0723,-103.2248
37.086,92.4704,-11.0919,-103.2212
37.214,92.5169,-11.1215,-103.2398
37.333,92.5169,-11.1215,-103.2398
37.451,92.5428,-11.1445,-103.2440
37.575,92.5778,-11.1680,-103.2454
37.694,92.5722,-11.1758,-103.2456
37.816,92.5839,-11.1962,-103.2491
37.936,92.5935,-11.2370,-103.2494
38.062,92.5944,-11.2644,-103.2549
38.181,92.5950,-11.3004,-103.2589
38.299,92.6013,-11.3243,-103.2634
38.421,92.6098,-11.3277,-103.2712
38.539,92.6185,-11.3340,-103.2729
38.667,92.6132,-11.3403,-103.2678
38.785,92.6219,-11.3466,-103.2695
38.912,92.6250,-11.3607,-103.2714
39.030,92.6252,-11.3635,-103.2653
39.149,92.6281,-11.3748,-103.2733
39.270,92.6314,-11.3845,-103.2760
39.392,92.6313,-11.3774,-103.2829
39.519,92.6314,-11.3845,-103.2760
39.637,92.6401,-11.3908,-103.2777
39.767,92.6401,-11.3908,-103.2777
39.885,92.6487,-11.3970,-103.2794
40.012,92.6488,-11.4042,-103.2725
40.131,92.6488,-11.4042,-103.2725
40.249,92.6490,-11.4070,-103.2665
40.371,92.6489,-11.4113,-103.2657
40.489,92.6434,-11.4148,-103.2666
