time_sec,world_x,world_y,world_z,local_x,local_y,local_z,rot_x,rot_y,rot_z
0.000,598.9194,5.2159,250.4523,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.000,598.9194,5.2159,250.4523,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.105,598.8085,5.0092,250.4549,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.218,598.6190,4.6661,250.4577,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.330,598.4187,4.3091,250.4598,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.440,598.1337,3.8045,250.4571,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.553,597.8666,3.3270,250.4196,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.663,597.5181,2.6930,250.3022,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.774,597.1442,1.9998,250.0948,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.884,596.8159,1.3816,249.8524,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.995,596.4046,0.5966,249.4819,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.106,596.0488,-0.0899,249.1113,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.217,595.6085,-0.9484,248.5990,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.329,595.2874,-1.5682,248.1927,0.2510,3.8000,-0.4500,359.8927,180.0000,0.0463
1.440,595.0300,-1.9620,247.8395,0.2510,3.8000,-0.4500,359.0358,179.9964,0.4404
1.551,594.8769,-2.0454,247.6096,0.2510,3.8000,-0.4500,358.4387,179.9902,0.7400
1.663,594.7336,-1.9566,247.3757,0.2510,3.8000,-0.4500,358.1014,179.9853,0.9228
1.774,594.6141,-1.7784,247.1659,0.2510,3.8000,-0.4500,358.1014,179.9853,0.9228
1.885,594.5242,-1.6286,247.0006,0.2510,3.8000,-0.4500,358.1014,179.9853,0.9228
1.996,594.4224,-1.4915,246.8072,0.2510,3.8000,-0.4500,358.0357,179.9842,0.9717
2.107,594.3401,-1.4233,246.6476,0.2510,3.8000,-0.4500,357.9095,179.9820,1.0802
2.218,594.2417,-1.3919,246.4547,0.2510,3.8000,-0.4500,357.9095,179.9820,1.0802
2.329,594.1613,-1.3918,246.2949,0.2510,3.8000,-0.4500,357.7522,179.9787,1.2694
2.440,594.0637,-1.4097,246.1015,0.2510,3.8000,-0.4500,357.7522,179.9787,1.2694
2.551,593.9850,-1.4235,245.9415,0.2510,3.8000,-0.4500,357.6336,179.9759,1.4928
2.663,593.8915,-1.4332,245.7496,0.2510,3.8000,-0.4500,357.5511,179.9736,1.7299
2.774,593.7980,-1.4343,245.5596,0.2510,3.8000,-0.4500,357.5328,179.9730,1.8101
2.885,593.7220,-1.4244,245.4045,0.2510,3.8000,-0.4500,357.4922,179.9716,2.0627
2.997,593.6317,-1.4061,245.2213,0.2510,3.8000,-0.4500,357.4810,179.9712,2.3159
3.114,593.5414,-1.3848,245.0401,0.2510,3.8000,-0.4500,357.4879,179.9715,2.4815
3.230,593.4678,-1.3636,244.8900,0.2510,3.8000,-0.4500,357.5182,179.9729,2.7334
3.342,593.3790,-1.3405,244.7105,0.2510,3.8000,-0.4500,357.5475,179.9743,2.8937
3.454,593.2917,-1.3159,244.5320,0.2510,3.8000,-0.4500,357.6190,179.9781,3.1472
3.565,593.2193,-1.2967,244.3842,0.2510,3.8000,-0.4500,357.6693,179.9810,3.3077
3.676,593.1332,-1.2728,244.2073,0.2510,3.8000,-0.4500,357.7654,179.9867,3.5365
3.787,593.0611,-1.2549,244.0603,0.2510,3.8000,-0.4500,357.8014,179.9890,3.6095
3.898,592.9769,-1.2281,243.8832,0.2510,3.8000,-0.4500,357.9713,180.0001,3.9078
4.010,592.9056,-1.2103,243.7352,0.2510,3.8000,-0.4500,357.9713,180.0001,3.9077
4.121,592.8234,-1.1801,243.5533,0.2510,3.8000,-0.4500,358.2243,180.0182,4.2466
4.232,592.7531,-1.1606,243.4004,0.2510,3.8000,-0.4500,358.2243,180.0182,4.2466
4.344,592.6711,-1.1321,243.2134,0.2510,3.8000,-0.4500,358.4013,180.0316,4.4224
4.454,592.5894,-1.1046,243.0243,0.2510,3.8000,-0.4500,358.5212,180.0410,4.5278
4.579,592.5078,-1.0768,242.8331,0.2510,3.8000,-0.4500,358.6521,180.0515,4.6212
4.691,592.4398,-1.0544,242.6725,0.2510,3.8000,-0.4500,358.7238,180.0573,4.6626
4.801,592.3587,-1.0264,242.4773,0.2510,3.8000,-0.4500,358.8712,180.0694,4.7404
4.913,592.2911,-1.0029,242.3130,0.2510,3.8000,-0.4500,359.0258,180.0824,4.7983
