time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.000,599.9235,4.8359,250.0023,0.0000,180.0000,0.0000
0.000,599.9235,4.8359,250.0023,0.0000,180.0000,0.0000
0.105,599.8126,4.6292,250.0049,0.0000,180.0000,0.0000
0.218,599.6230,4.2861,250.0077,0.0000,180.0000,0.0000
0.330,599.4227,3.9291,250.0098,0.0000,180.0000,0.0000
0.440,599.1378,3.4245,250.0071,0.0000,180.0000,0.0000
0.553,598.8707,2.9470,249.9696,0.0000,180.0000,0.0000
0.663,598.5222,2.3130,249.8522,0.0000,180.0000,0.0000
0.774,598.1483,1.6198,249.6448,0.0000,180.0000,0.0000
0.884,597.8199,1.0016,249.4024,0.0000,180.0000,0.0000
0.995,597.4086,0.2166,249.0319,0.0000,180.0000,0.0000
1.106,597.0529,-0.4699,248.6613,0.0000,180.0000,0.0000
1.217,596.6125,-1.3284,248.1490,0.0000,180.0000,0.0000
1.329,596.2911,-1.9482,247.7420,359.8927,180.0000,0.0463
1.440,596.0311,-2.3421,247.3831,359.0358,179.9964,0.4404
1.551,595.8760,-2.4259,247.1492,358.4387,179.9902,0.7400
1.663,595.7314,-2.3376,246.9131,358.1014,179.9853,0.9228
1.774,595.6119,-2.1594,246.7033,358.1014,179.9853,0.9228
1.885,595.5221,-2.0096,246.5380,358.1014,179.9853,0.9228
1.996,595.4199,-1.8728,246.3441,358.0357,179.9842,0.9717
2.107,595.3370,-1.8055,246.1836,357.9095,179.9820,1.0802
2.218,595.2385,-1.7740,245.9908,357.9095,179.9820,1.0802
2.329,595.1568,-1.7760,245.8298,357.7522,179.9787,1.2694
2.440,595.0592,-1.7939,245.6364,357.7522,179.9787,1.2694
2.551,594.9789,-1.8106,245.4755,357.6336,179.9759,1.4928
2.663,594.8838,-1.8238,245.2829,357.5511,179.9736,1.7299
2.774,594.7897,-1.8261,245.0927,357.5328,179.9730,1.8101
2.885,594.7120,-1.8202,244.9372,357.4922,179.9716,2.0627
2.997,594.6198,-1.8062,244.7537,357.4810,179.9712,2.3159
3.114,594.5282,-1.7878,244.5724,357.4879,179.9715,2.4815
3.230,594.4528,-1.7712,244.4224,357.5182,179.9729,2.7334
3.342,594.3627,-1.7510,244.2430,357.5475,179.9743,2.8937
3.454,594.2736,-1.7314,244.0647,357.6190,179.9781,3.1472
3.565,594.1998,-1.7154,243.9171,357.6693,179.9810,3.3077
3.676,594.1120,-1.6961,243.7407,357.7654,179.9867,3.5365
3.787,594.0392,-1.6798,243.5939,357.8014,179.9890,3.6095
3.898,593.9527,-1.6594,243.4176,357.9713,180.0001,3.9078
4.010,593.8813,-1.6416,243.2696,357.9713,180.0001,3.9077
4.121,593.7964,-1.6192,243.0892,358.2243,180.0182,4.2466
4.232,593.7260,-1.5998,242.9363,358.2243,180.0182,4.2466
4.344,593.6426,-1.5757,242.7503,358.4013,180.0316,4.4224
4.454,593.5599,-1.5509,242.5619,358.5212,180.0410,4.5278
4.579,593.4775,-1.5258,242.3715,358.6521,180.0515,4.6212
4.691,593.4091,-1.5046,242.2113,358.7238,180.0573,4.6626
4.801,593.3273,-1.4791,242.0171,358.8712,180.0694,4.7404
4.913,593.2592,-1.4579,241.8539,359.0258,180.0824,4.7983
5.024,593.1774,-1.4325,241.6565,359.1830,180.0956,4.8417
5.134,593.0958,-1.4073,241.4577,359.4281,180.1165,4.8749
5.246,593.0276,-1.3866,241.2909,359.4281,180.1165,4.8749
5.357,592.9456,-1.3622,241.0881,359.6780,180.1377,4.8611
5.468,592.8772,-1.3423,240.9168,359.8385,180.1514,4.8351
5.580,592.7949,-1.3191,240.7090,0.0759,180.1713,4.7615
5.690,592.7257,-1.3004,240.5343,0.2278,180.1839,4.6970
5.801,592.6419,-1.2787,240.3236,0.5137,180.2070,4.5356
5.912,592.5715,-1.2614,240.1476,0.5821,180.2124,4.4912
6.024,592.4863,-1.2417,239.9375,0.9107,180.2374,4.2218
6.135,592.3999,-1.2232,239.7286,1.0917,180.2505,4.0372
6.246,592.3270,-1.2087,239.5553,1.2074,180.2585,3.9126
6.357,592.2386,-1.1925,239.3483,1.4736,180.2760,3.5827
6.468,592.1639,-1.1801,239.1764,1.6218,180.2850,3.3730
6.579,592.0731,-1.1665,238.9712,1.8529,180.2979,3.0183
6.690,591.9964,-1.1564,238.8012,1.9384,180.3023,2.8722
6.801,591.9030,-1.1457,238.5983,2.1430,180.3119,2.5026
6.912,591.8241,-1.1381,238.4301,2.2183,180.3151,2.3579
7.023,591.7283,-1.1306,238.2289,2.4383,180.3233,1.8912
7.134,591.6309,-1.1249,238.0283,2.5389,180.3264,1.6572
7.245,591.5488,-1.1216,237.8613,2.6995,180.3305,1.2572
7.357,591.4491,-1.1194,237.6609,2.7858,180.3322,1.0219
7.467,591.3648,-1.1190,237.4940,2.8973,180.3339,0.6972
7.579,591.2625,-1.1204,237.2936,3.0019,180.3349,0.3578
7.690,591.1763,-1.1231,237.1265,3.0961,180.3352,0.0311
7.801,591.0718,-1.1282,236.9259,3.1581,180.3351,359.7954
7.912,590.9836,-1.1340,236.7585,3.2549,180.3344,359.3811
8.023,590.8764,-1.1427,236.5572,3.3070,180.3337,359.1235
8.134,590.7684,-1.1535,236.3554,3.3697,180.3326,358.7893
8.246,590.6776,-1.1640,236.1869,3.4092,180.3316,358.5316
8.358,590.5677,-1.1782,235.9843,3.4555,180.3303,358.1982
8.467,590.4753,-1.1916,235.8152,3.4731,180.3297,358.0244
8.579,590.3635,-1.2092,235.6117,3.5038,180.3286,357.6805
8.690,590.2697,-1.2253,235.4415,3.5173,180.3280,357.4288
8.801,590.1559,-1.2460,235.2365,3.5228,180.3278,357.2621
8.913,590.0610,-1.2645,235.0652,3.5256,180.3276,357.0089
9.023,589.9464,-1.2880,234.8591,3.5215,180.3278,356.8431
9.148,589.8311,-1.3129,234.6527,3.5078,180.3286,356.5901
9.259,589.7151,-1.3390,234.4459,3.4944,180.3294,356.4265
9.371,589.6179,-1.3616,234.2733,3.4737,180.3308,356.2628
9.482,589.5011,-1.3897,234.0661,3.4477,180.3325,356.1045
9.593,589.4033,-1.4137,233.8933,3.4301,180.3337,356.0237
9.704,589.2860,-1.4433,233.6857,3.4119,180.3350,355.9428
9.815,589.1679,-1.4736,233.4781,3.3427,180.3401,355.7083
9.926,589.0695,-1.4992,233.3048,3.3427,180.3401,355.7083
10.036,588.9512,-1.5305,233.0969,3.2770,180.3451,355.5619
10.148,588.8523,-1.5568,232.9236,3.2770,180.3451,355.5619
10.259,588.7336,-1.5887,232.7155,3.2353,180.3483,355.4940
10.371,588.6343,-1.6153,232.5422,3.2353,180.3483,355.4940
10.481,588.5153,-1.6471,232.3345,3.2353,180.3483,355.4940
10.593,588.4161,-1.6733,232.1620,3.1229,180.3574,355.3712
10.703,588.2971,-1.7044,231.9552,3.1229,180.3573,355.3712
10.815,588.1782,-1.7347,231.7488,3.1229,180.3573,355.3712
10.925,588.0795,-1.7594,231.5771,3.1229,180.3573,355.3712
11.035,587.9608,-1.7881,231.3734,3.1229,180.3573,355.3712
11.147,587.8618,-1.8111,231.2097,3.0425,180.3638,355.3653
11.258,587.7425,-1.8375,231.0216,2.8827,180.3768,355.3955
11.369,587.6431,-1.8581,230.8708,2.8827,180.3768,355.3955
11.480,587.5241,-1.8814,230.6951,2.6060,180.3987,355.5673
11.592,587.4251,-1.8993,230.5520,2.4932,180.4073,355.6874
11.703,587.3044,-1.9180,230.4408,2.2570,180.4245,356.0280
11.813,587.2051,-1.9292,230.4469,2.1790,180.4298,356.1805
11.925,587.0903,-1.9378,230.5652,1.9467,180.4444,356.6473
12.035,586.9798,-1.9426,230.7729,1.7809,180.4537,356.9566
12.146,586.8897,-1.9448,230.9989,1.5484,180.4652,357.3586
12.258,586.7830,-1.9463,231.3205,1.2586,180.4774,357.8313
12.369,586.6942,-1.9470,231.6150,1.0157,180.4858,358.2282
12.479,586.5876,-1.9471,231.9860,0.7402,180.4931,358.7230
12.591,586.4989,-1.9460,232.3031,0.5453,180.4967,359.1560
12.703,586.3932,-1.9423,232.6885,0.3864,180.4984,359.7007
12.813,586.3076,-1.9357,233.0119,0.3449,180.4985,0.1728
12.924,586.2097,-1.9224,233.3928,0.4311,180.4993,0.7538
13.036,586.1163,-1.9022,233.7579,0.6636,180.5037,1.3386
13.147,586.0413,-1.8797,234.0488,0.9468,180.5116,1.8187
13.258,585.9540,-1.8461,234.3839,1.3567,180.5266,2.3748
13.369,585.8835,-1.8129,234.6533,1.7285,180.5435,2.8132
13.480,585.8011,-1.7676,234.9627,2.1798,180.5677,3.3003
13.592,585.7339,-1.7260,235.2088,2.5401,180.5896,3.6673
13.702,585.6550,-1.6725,235.4926,2.9336,180.6162,4.0546
13.827,585.5778,-1.6160,235.7672,3.1112,180.6291,4.2257
13.938,585.5018,-1.5573,236.0357,3.2301,180.6380,4.3391
14.049,585.4390,-1.5074,236.2564,3.4078,180.6518,4.5071
14.160,585.3643,-1.4473,236.5193,3.4078,180.6518,4.5071
14.271,585.3020,-1.3975,236.7376,3.4078,180.6517,4.5071
14.383,585.2273,-1.3390,236.9992,3.4078,180.6518,4.5071
14.493,585.1648,-1.2921,237.2172,3.4078,180.6518,4.5071
14.605,585.0889,-1.2387,237.4790,3.4078,180.6517,4.5071
14.716,585.0115,-1.1897,237.7349,3.4078,180.6517,4.5071
14.827,584.9456,-1.1529,237.9397,3.4078,180.6517,4.5071
14.939,584.8640,-1.1141,238.1761,3.0222,180.6228,4.0523
15.049,584.7941,-1.0865,238.3669,2.6691,180.5991,3.6490
15.161,584.7079,-1.0594,238.5906,2.2396,180.5735,3.1634
15.271,584.6340,-1.0418,238.7741,1.8758,180.5547,2.7480
15.383,584.5423,-1.0269,238.9872,1.4317,180.5353,2.2286
15.494,584.4468,-1.0190,239.1776,0.9847,180.5201,1.6877
15.605,584.3635,-1.0174,239.3161,0.6172,180.5107,1.2278
15.716,584.2598,-1.0211,239.4621,0.1905,180.5036,0.6741
15.827,584.1708,-1.0285,239.5711,359.8519,180.5009,0.2162
15.939,584.0609,-1.0422,239.6917,359.4704,180.5013,359.6739
16.049,583.9677,-1.0575,239.7899,359.1761,180.5041,359.2296
16.160,583.8546,-1.0804,239.9138,358.8546,180.5099,358.7059
16.272,583.7598,-1.1032,240.0237,358.6160,180.5161,358.2774
16.383,583.6453,-1.1346,240.1630,358.3696,180.5246,357.7749
16.494,583.5300,-1.1700,240.3088,358.1723,180.5331,357.2892
16.605,583.4333,-1.2021,240.4342,358.0952,180.5369,357.0354
16.716,583.3168,-1.2434,240.5918,358.0104,180.5415,356.6936
16.827,583.2194,-1.2796,240.7301,357.9590,180.5447,356.2683
16.939,583.1020,-1.3246,240.9034,357.9703,180.5439,355.9350
17.049,583.0039,-1.3628,241.0526,357.9785,180.5433,355.8544
17.160,582.8858,-1.4085,241.2355,358.1462,180.5303,355.3661
17.271,582.7870,-1.4462,241.3894,358.2392,180.5227,355.2232
17.383,582.6674,-1.4900,241.5718,358.5115,180.4991,354.8973
17.494,582.5469,-1.5317,241.7505,358.8553,180.4676,354.6486
17.605,582.4458,-1.5645,241.8967,359.1504,180.4395,354.4908
17.716,582.3239,-1.6013,242.0693,359.6320,180.3923,354.3243
17.827,582.2216,-1.6294,242.2112,0.0488,180.3505,354.2292
17.939,582.0984,-1.6601,242.3800,0.5552,180.2990,354.1577
18.049,581.9955,-1.6828,242.5201,0.9840,180.2550,354.1240
18.161,581.8716,-1.7067,242.6876,1.5061,180.2011,354.1059
18.272,581.7681,-1.7237,242.8264,1.9439,180.1559,354.1041
18.397,581.6230,-1.7433,243.0189,2.5519,180.0931,354.1153
18.507,581.5190,-1.7544,243.1546,2.9753,180.0494,354.1292
18.618,581.3937,-1.7651,243.3136,3.3908,180.0067,354.1455
18.729,581.2891,-1.7719,243.4426,3.6404,179.9811,354.1559
18.840,581.1630,-1.7781,243.5932,4.1445,179.9295,354.1756
18.952,581.0576,-1.7818,243.7158,4.2292,179.9208,354.1786
19.063,580.9310,-1.7845,243.8602,4.5698,179.8860,354.1911
19.174,580.8041,-1.7856,244.0026,4.6489,179.8779,354.1954
19.285,580.6986,-1.7852,244.1213,4.9005,179.8523,354.2209
19.396,580.5720,-1.7835,244.2644,4.9005,179.8523,354.2209
19.507,580.4666,-1.7813,244.3843,4.9005,179.8523,354.2209
19.619,580.3405,-1.7778,244.5289,4.9005,179.8523,354.2209
19.729,580.2360,-1.7744,244.6501,4.9005,179.8523,354.2209
19.841,580.1108,-1.7699,244.7948,4.9699,179.8454,354.3770
19.952,580.0070,-1.7661,244.9128,5.0286,179.8397,354.6201
20.063,579.8829,-1.7612,245.0505,4.9867,179.8434,355.1137
20.174,579.7598,-1.7560,245.1844,4.8548,179.8542,355.5016
20.286,579.6579,-1.7510,245.2934,4.6706,179.8681,355.8941
20.396,579.5369,-1.7442,245.4216,4.4250,179.8847,356.3647
20.507,579.4370,-1.7377,245.5257,4.2130,179.8975,356.7646
20.618,579.3182,-1.7287,245.6470,3.9583,179.9108,357.2614
20.730,579.2204,-1.7201,245.7453,3.7499,179.9200,357.6907
20.841,579.1046,-1.7082,245.8605,3.5079,179.9287,358.2218
20.952,579.0093,-1.6969,245.9548,3.3149,179.9339,358.6741
21.063,578.8967,-1.6816,246.0669,3.0949,179.9380,359.2236
21.174,578.7866,-1.6643,246.1807,2.8882,179.9398,359.7745
21.285,578.6965,-1.6482,246.2781,2.7253,179.9398,0.2301
21.396,578.5905,-1.6270,246.3980,2.5402,179.9382,0.7676
21.507,578.5041,-1.6079,246.5002,2.3938,179.9357,1.2039
21.619,578.4026,-1.5834,246.6253,2.2272,179.9314,1.7080
21.729,578.3199,-1.5617,246.7328,2.0955,179.9270,2.1080
21.841,578.2230,-1.5344,246.8686,1.9897,179.9229,2.4242
21.952,578.1439,-1.5106,246.9873,1.8779,179.9178,2.7482
22.062,578.0512,-1.4811,247.1353,1.7638,179.9120,3.0638
22.174,577.9604,-1.4509,247.2879,1.6360,179.9048,3.3855
22.285,577.8861,-1.4255,247.4180,1.5730,179.9010,3.5370
22.396,577.7979,-1.3949,247.5766,1.4987,179.8963,3.6869
22.507,577.7249,-1.3695,247.7105,1.4600,179.8938,3.7617
22.618,577.6381,-1.3395,247.8728,1.3252,179.8846,3.9702
22.729,577.5662,-1.3150,248.0092,1.3252,179.8846,3.9702
22.840,577.4800,-1.2867,248.1739,1.3252,179.8846,3.9702
22.952,577.4080,-1.2642,248.3111,1.3252,179.8846,3.9702
23.076,577.3057,-1.2347,248.4935,1.3252,179.8846,3.9702
23.188,577.2312,-1.2152,248.6148,1.2408,179.8788,3.9665
23.299,577.1400,-1.1940,248.7516,1.0760,179.8674,3.9413
23.410,577.0624,-1.1783,248.8601,0.7249,179.8438,3.7202
23.521,576.9673,-1.1620,248.9829,0.5688,179.8339,3.5225
23.632,576.8858,-1.1507,249.0749,0.3545,179.8214,3.1275
23.743,576.7847,-1.1402,249.1719,0.1747,179.8123,2.6319
23.854,576.6804,-1.1331,249.2561,0.0478,179.8070,2.1199
23.966,576.5909,-1.1301,249.3185,359.9617,179.8041,1.6752
24.076,576.4808,-1.1299,249.3861,359.8697,179.8019,1.1171
24.187,576.3868,-1.1329,249.4388,359.7985,179.8008,0.6326
24.298,576.2720,-1.1402,249.5013,359.7187,179.8003,0.0312
24.409,576.1746,-1.1495,249.5537,359.6581,179.8006,359.5166
24.521,576.0561,-1.1645,249.6180,359.5947,179.8014,358.8881
24.632,575.9561,-1.1802,249.6731,359.5518,179.8025,358.3596
24.743,575.8344,-1.2027,249.7416,359.5153,179.8037,357.7258
24.854,575.7116,-1.2291,249.8177,359.4982,179.8045,357.0991
24.965,575.6089,-1.2538,249.8899,359.5026,179.8042,356.5866
25.076,575.4851,-1.2864,249.9864,359.5354,179.8020,355.9889
25.187,575.3815,-1.3158,250.0738,359.5891,179.7980,355.5096
25.298,575.2563,-1.3532,250.1855,359.6877,179.7898,354.9634
25.409,575.1516,-1.3858,250.2835,359.7997,179.7795,354.5373
25.520,575.0253,-1.4261,250.4066,359.9490,179.7646,354.1318
25.631,574.9194,-1.4602,250.5133,0.0930,179.7494,353.8226
25.743,574.7918,-1.5012,250.6454,0.3575,179.7198,353.4013
25.853,574.6848,-1.5351,250.7580,0.4055,179.7142,353.3369
25.965,574.5558,-1.5747,250.8951,0.8084,179.6657,352.9534
26.076,574.4265,-1.6127,251.0331,1.1537,179.6222,352.7030
26.187,574.3178,-1.6428,251.1474,1.4529,179.5835,352.5628
26.298,574.1870,-1.6768,251.2833,1.7704,179.5417,352.4625
26.409,574.0775,-1.7031,251.3951,2.1909,179.4857,352.3894
26.521,573.9459,-1.7319,251.5277,2.5227,179.4413,352.3758
26.631,573.8358,-1.7535,251.6366,2.8664,179.3953,352.4035
26.742,573.7039,-1.7764,251.7674,3.3718,179.3282,352.4915
26.854,573.5721,-1.7958,251.8997,3.6075,179.2972,352.5560
26.965,573.4625,-1.8093,252.0110,4.0212,179.2435,352.7057
27.075,573.3314,-1.8226,252.1447,4.3244,179.2050,352.8326
27.187,573.2225,-1.8316,252.2556,4.5539,179.1763,352.9495
27.298,573.0921,-1.8403,252.3875,4.7762,179.1489,353.0686
