time_sec,world_x,world_y,world_z,local_x,local_y,local_z,rot_x,rot_y,rot_z
0.000,598.9960,5.1010,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.000,598.9960,5.1010,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.117,598.9960,4.7913,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.232,598.9960,4.3853,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.348,598.9960,3.8939,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.457,598.9960,3.4263,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.559,598.9960,2.9113,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.660,598.9960,2.3533,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.761,598.9960,1.6330,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.864,598.9960,0.9946,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.969,598.9960,0.3253,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.073,598.9960,-0.3722,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.176,598.9960,-1.0414,250.4400,0.2510,3.8000,-0.4500,359.7115,180.0000,0.0020
1.280,598.9955,-1.5287,250.3822,0.2510,3.8000,-0.4500,358.0664,179.9998,0.0142
1.382,598.9950,-1.8136,250.3248,0.2510,3.8000,-0.4500,356.4993,179.9992,0.0280
1.484,598.9948,-1.8673,250.2964,0.2510,3.8000,-0.4500,355.7915,179.9988,0.0365
1.588,598.9947,-1.8270,250.2886,0.2510,3.8000,-0.4500,355.6969,179.9987,0.0380
1.693,598.9947,-1.7559,250.2840,0.2510,3.8000,-0.4500,355.6969,179.9987,0.0380
1.796,598.9947,-1.6961,250.2794,0.2510,3.8000,-0.4500,355.6970,179.9988,0.0380
1.899,598.9947,-1.6702,250.2748,0.2510,3.8000,-0.4500,355.6970,179.9988,0.0380
2.005,598.9947,-1.6914,250.2693,0.2510,3.8000,-0.4500,355.6970,179.9988,0.0380
2.108,598.9947,-1.7462,250.2646,0.2510,3.8000,-0.4500,355.6970,179.9988,0.0380
2.215,598.9947,-1.8234,250.2600,0.2510,3.8000,-0.4500,355.6970,179.9988,0.0380
2.317,598.9947,-1.9119,250.2554,0.2510,3.8000,-0.4500,355.6970,179.9989,0.0380
2.419,598.9947,-2.0025,250.2508,0.2510,3.8000,-0.4500,355.6970,179.9989,0.0380
2.523,598.9947,-2.1061,250.2453,0.2510,3.8000,-0.4500,355.6970,179.9989,0.0380
2.629,598.9947,-2.1850,250.2408,0.2510,3.8000,-0.4500,355.6970,179.9989,0.0380
2.734,598.9947,-2.2572,250.2363,0.2510,3.8000,-0.4500,355.6970,179.9989,0.0380
2.835,598.9947,-2.3238,250.2319,0.2510,3.8000,-0.4500,355.6970,179.9989,0.0380
2.937,598.9947,-2.3866,250.2275,0.2510,3.8000,-0.4500,355.6970,179.9989,0.0380
3.046,598.9947,-2.4594,250.2223,0.2510,3.8000,-0.4500,355.6970,179.9989,0.0380
3.155,598.9947,-2.5192,250.2180,0.2510,3.8000,-0.4500,355.6970,179.9989,0.0380
3.255,598.9947,-2.5790,250.2138,0.2510,3.8000,-0.4500,355.6970,179.9989,0.0380
3.358,598.9947,-2.6388,250.2097,0.2510,3.8000,-0.4500,355.6970,179.9989,0.0380
3.461,598.9947,-2.7107,250.2048,0.2510,3.8000,-0.4500,355.6970,179.9989,0.0380
3.563,598.9947,-2.7701,250.2007,0.2510,3.8000,-0.4500,355.6970,179.9989,0.0380
3.674,598.9947,-2.8289,250.1968,0.2510,3.8000,-0.4500,355.6969,179.9989,0.0380
3.778,598.9947,-2.8867,250.1929,0.2510,3.8000,-0.4500,355.6969,179.9989,0.0381
3.880,598.9947,-2.9433,250.1891,0.2510,3.8000,-0.4500,355.6969,179.9989,0.0381
3.980,598.9947,-2.9986,250.1854,0.2510,3.8000,-0.4500,355.6969,179.9989,0.0381
4.083,599.0004,-3.0642,250.1913,0.2510,3.8000,-0.4500,356.0009,179.9986,359.8738
4.192,599.0017,-3.1171,250.1905,0.2510,3.8000,-0.4500,356.0725,179.9984,359.8358
4.301,599.0044,-3.1789,250.1918,0.2510,3.8000,-0.4500,356.2224,179.9979,359.7607
4.411,599.0073,-3.2292,250.1939,0.2510,3.8000,-0.4500,356.3709,179.9972,359.6871
4.520,599.0115,-3.2782,250.1989,0.2510,3.8000,-0.4500,356.6012,179.9957,359.5745
4.628,599.0143,-3.3356,250.2010,0.2510,3.8000,-0.4500,356.7483,179.9945,359.5028
4.736,599.0173,-3.3821,250.2039,0.2510,3.8000,-0.4500,356.9035,179.9931,359.4269
4.841,599.0205,-3.4364,250.2066,0.2510,3.8000,-0.4500,357.0577,179.9914,359.3513
4.982,599.0252,-3.4976,250.2116,0.2510,3.8000,-0.4500,357.2840,179.9886,359.2396
5.083,599.0313,-3.5401,250.2207,0.2510,3.8000,-0.4500,357.5995,179.9840,359.0821
5.185,599.0344,-3.5812,250.2241,0.2510,3.8000,-0.4500,357.7447,179.9816,359.0095
5.288,599.0377,-3.6210,250.2278,0.2510,3.8000,-0.4500,357.8960,179.9789,358.9336
5.398,599.0422,-3.6596,250.2343,0.2510,3.8000,-0.4500,358.1192,179.9744,358.8217
5.507,599.0468,-3.7041,250.2406,0.2510,3.8000,-0.4500,358.3430,179.9696,358.7107
5.613,599.0487,-3.7396,250.2423,0.2510,3.8000,-0.4500,358.4165,179.9679,358.6744
5.728,599.0547,-3.7804,250.2519,0.2510,3.8000,-0.4500,358.7238,179.9604,358.5265
5.849,599.0590,-3.8189,250.2588,0.2510,3.8000,-0.4500,358.9477,179.9545,358.4231
5.967,599.0611,-3.8550,250.2608,0.2510,3.8000,-0.4500,359.0219,179.9524,358.3894
6.088,599.0664,-3.8883,250.2712,0.2510,3.8000,-0.4500,359.3347,179.9432,358.2575
6.198,599.0692,-3.9140,250.2764,0.2510,3.8000,-0.4500,359.4949,179.9382,358.1978
6.300,599.0717,-3.9375,250.2817,0.2510,3.8000,-0.4500,359.6540,179.9332,358.1406
6.409,599.0757,-3.9622,250.2928,0.2510,3.8000,-0.4500,359.9773,179.9224,358.0467
6.519,599.0770,-3.9806,250.2955,0.2510,3.8000,-0.4500,0.0559,179.9197,358.0291
6.628,599.0787,-3.9988,250.3010,0.2510,3.8000,-0.4500,0.2151,179.9142,357.9976
6.732,599.0801,-4.0101,250.3098,0.2510,3.8000,-0.4500,0.4671,179.9053,357.9652
6.843,599.0809,-4.0198,250.3186,0.2510,3.8000,-0.4500,0.7196,179.8963,357.9530
6.950,599.0812,-4.0252,250.3215,0.2510,3.8000,-0.4500,0.8014,179.8934,357.9510
7.057,599.0806,-4.0256,250.3301,0.2510,3.8000,-0.4500,1.0493,179.8846,357.9670
7.157,599.0803,-4.0242,250.3329,0.2510,3.8000,-0.4500,1.1300,179.8817,357.9773
7.259,599.0785,-4.0171,250.3413,0.2510,3.8000,-0.4500,1.3786,179.8730,358.0214
7.368,599.0759,-4.0042,250.3491,0.2510,3.8000,-0.4500,1.6145,179.8650,358.0832
