time_sec,angle_x,angle_y,angle_z
80.545,92.4140,-17.4475,-99.7316
80.663,92.4974,-17.4204,-99.7545
80.773,92.5264,-17.3507,-99.7683
80.883,92.5294,-17.2460,-99.7274
81.012,92.5721,-17.3176,-99.7787
81.141,92.5917,-17.5858,-99.7983
81.260,92.6192,-17.6540,-99.8105
81.390,92.6410,-17.6317,-99.8085
81.508,92.6301,-17.6501,-99.8031
81.635,92.7304,-17.7095,-99.8330
81.753,92.7963,-17.7320,-99.8428
81.872,92.8695,-17.7715,-99.8653
81.993,92.9151,-17.7428,-99.8753
82.112,93.0481,-17.6851,-99.9188
82.239,93.1396,-17.6923,-99.9361
82.357,93.1712,-17.7704,-99.9523
82.485,93.2544,-17.8765,-99.9759
82.603,93.2965,-17.8952,-99.9863
82.721,93.3550,-17.8757,-100.0089
82.843,93.4136,-17.8636,-100.0251
82.961,93.4501,-17.8283,-100.0325
83.088,93.5123,-17.8232,-100.0580
83.207,93.5549,-17.8401,-100.0633
83.337,93.6063,-17.8655,-100.0766
83.457,93.6198,-17.8802,-100.0776
83.565,-96.0664,90.0000,101.1893
83.676,-96.0884,90.0000,101.1995
83.785,93.6919,-17.9345,-100.1106
83.893,93.7160,-17.9354,-100.1164
84.000,-92.3092,-90.0000,166.0316
84.108,93.7396,-17.9380,-100.1274
84.216,-167.2550,-90.0000,96.1642
84.320,-167.2510,-90.0000,96.1606
84.430,93.7558,-18.0497,-100.1331
84.538,93.7617,-18.1037,-100.1365
84.649,93.7620,-18.1065,-100.1308
84.758,93.7333,-18.6964,-100.0586
84.866,93.7561,-18.1116,-100.1368
84.970,93.7632,-18.0786,-100.1391
