time_sec,world_x,world_y,world_z,local_x,local_y,local_z,rot_x,rot_y,rot_z
0.000,598.9194,5.2159,250.4523,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.000,598.9194,5.2159,250.4523,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.107,598.8085,5.0092,250.4549,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.220,598.6190,4.6661,250.4577,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.332,598.4189,4.3091,250.4583,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.443,598.1374,3.8045,250.4273,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.555,597.8750,3.3270,250.3486,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.666,597.5326,2.6930,250.1770,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.777,597.1644,1.9998,249.9183,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.889,596.8404,1.3816,249.6373,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.001,596.4335,0.5966,249.2263,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.111,596.1301,-0.0058,248.8814,0.2510,3.8000,-0.4500,0.6653,179.9973,359.5423
1.223,595.8692,-0.4590,248.5441,0.2510,3.8000,-0.4500,2.9176,179.9508,358.1339
1.334,595.7042,-0.6043,248.2999,0.2510,3.8000,-0.4500,4.1509,179.9039,357.5616
1.445,595.5411,-0.5869,248.0291,0.2510,3.8000,-0.4500,4.7905,179.8758,357.4815
1.556,595.4233,-0.4894,247.8148,0.2510,3.8000,-0.4500,4.8958,179.8713,357.6084
1.668,595.2969,-0.3428,247.5650,0.2510,3.8000,-0.4500,5.1156,179.8629,358.0896
1.779,595.1813,-0.2218,247.3252,0.2510,3.8000,-0.4500,5.2137,179.8600,358.6053
1.890,595.0901,-0.1566,247.1322,0.2510,3.8000,-0.4500,5.2470,179.8593,359.0294
2.001,594.9847,-0.1206,246.9078,0.2510,3.8000,-0.4500,5.2615,179.8591,359.4644
2.112,594.9000,-0.1138,246.7255,0.2510,3.8000,-0.4500,5.2721,179.8590,359.8958
2.224,594.7991,-0.1234,246.5107,0.2510,3.8000,-0.4500,5.2806,179.8590,0.2308
2.335,594.7180,-0.1308,246.3297,0.2510,3.8000,-0.4500,5.2942,179.8591,0.6773
2.446,594.6219,-0.1381,246.1039,0.2510,3.8000,-0.4500,5.3053,179.8593,1.0213
2.557,594.5451,-0.1347,245.9073,0.2510,3.8000,-0.4500,5.3175,179.8595,1.4567
2.668,594.4540,-0.1254,245.6624,0.2510,3.8000,-0.4500,5.3240,179.8597,1.7928
2.779,594.3654,-0.1090,245.4069,0.2510,3.8000,-0.4500,5.3263,179.8598,2.1303
2.890,594.2943,-0.0896,245.1867,0.2510,3.8000,-0.4500,5.3214,179.8596,2.5501
3.002,594.2089,-0.0687,244.9162,0.2510,3.8000,-0.4500,5.3137,179.8592,2.7964
3.113,594.1389,-0.0515,244.6859,0.2510,3.8000,-0.4500,5.3068,179.8589,2.9632
3.224,594.0581,-0.0273,244.4040,0.2510,3.8000,-0.4500,5.2788,179.8573,3.3973
3.335,593.9896,-0.0122,244.1660,0.2510,3.8000,-0.4500,5.2725,179.8569,3.4768
3.446,593.9105,0.0097,243.8772,0.2510,3.8000,-0.4500,5.2386,179.8548,3.8098
3.557,593.8306,0.0277,243.5862,0.2510,3.8000,-0.4500,5.2290,179.8541,3.8878
3.669,593.7662,0.0459,243.3422,0.2510,3.8000,-0.4500,5.1943,179.8517,4.1317
3.780,593.6880,0.0651,243.0495,0.2510,3.8000,-0.4500,5.1793,179.8506,4.2144
3.891,593.6239,0.0834,242.8070,0.2510,3.8000,-0.4500,5.1484,179.8482,4.3793
4.003,593.5463,0.1033,242.5181,0.2510,3.8000,-0.4500,5.1484,179.8482,4.3793
4.113,593.4832,0.1228,242.2785,0.2510,3.8000,-0.4500,5.1096,179.8452,4.5408
4.224,593.4070,0.1449,241.9909,0.2510,3.8000,-0.4500,5.0871,179.8434,4.6166
4.339,593.3311,0.1672,241.7024,0.2510,3.8000,-0.4500,5.0643,179.8415,4.6916
4.461,593.2548,0.1883,241.4128,0.2510,3.8000,-0.4500,5.0643,179.8415,4.6916
4.572,593.1913,0.2056,241.1703,0.2510,3.8000,-0.4500,5.0643,179.8415,4.6916
4.683,593.1152,0.2261,240.8779,0.2510,3.8000,-0.4500,5.0643,179.8415,4.6916
4.794,593.0517,0.2428,240.6336,0.2510,3.8000,-0.4500,5.0643,179.8415,4.6916
4.906,592.9752,0.2625,240.3427,0.2510,3.8000,-0.4500,5.0643,179.8415,4.6916
