time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.000,599.9401,4.8678,250.0018,0.0000,180.0000,0.0000
0.000,599.9401,4.8678,250.0018,0.0000,180.0000,0.0000
0.108,599.8383,4.6766,250.0041,0.0000,180.0000,0.0000
0.220,599.6584,4.3500,250.0067,0.0000,180.0000,0.0000
0.332,599.4226,3.9291,250.0089,0.0000,180.0000,0.0000
0.444,599.1878,3.5139,250.0106,0.0000,180.0000,0.0000
0.556,598.8652,2.9470,250.0124,0.0000,180.0000,0.0000
0.667,598.5657,2.4230,250.0137,0.0000,180.0000,0.0000
0.778,598.2043,1.7777,250.0128,356.8723,180.0186,359.3229
0.889,597.9844,1.3586,249.9957,351.1649,180.1462,358.1481
1.001,597.7826,1.0898,249.9612,346.8251,180.3202,357.3816
1.112,597.6180,1.0112,249.9174,344.8828,180.4156,357.2117
1.223,597.4971,1.0299,249.8720,344.2390,180.4478,357.3087
1.334,597.3651,1.0898,249.8024,344.2390,180.4478,357.3087
1.445,597.2625,1.1370,249.7293,344.2390,180.4478,357.3087
1.556,597.1456,1.1684,249.6234,344.2133,180.4490,357.6452
1.667,597.0518,1.1695,249.5222,344.2269,180.4484,357.7271
1.779,596.9417,1.1455,249.3908,344.2602,180.4471,357.8904
1.889,596.8513,1.1116,249.2782,344.2916,180.4459,357.9666
2.001,596.7434,1.0636,249.1430,344.3745,180.4429,358.1108
2.112,596.6358,1.0156,249.0098,344.4704,180.4398,358.2445
2.223,596.5461,0.9791,248.9007,344.4704,180.4398,358.2445
2.334,596.4383,0.9405,248.7720,344.6994,180.4328,358.3687
2.445,596.3481,0.9122,248.6660,344.7747,180.4306,358.4037
2.556,596.2397,0.8814,248.5396,344.9416,180.4258,358.4290
2.668,596.1492,0.8570,248.4344,345.1078,180.4211,358.4384
2.779,596.0399,0.8279,248.3086,345.4461,180.4115,358.4029
3.140,595.7092,0.7359,247.9264,346.2432,180.3870,358.1664
3.473,595.3931,0.5089,248.3254,347.5563,180.3393,357.9012
3.806,595.0963,0.2040,249.2738,349.1879,180.2847,358.4766
4.140,594.7855,-0.0866,250.3919,350.2139,180.2659,359.9624
4.473,594.5001,-0.3438,251.5511,350.0799,180.2615,2.3116
4.806,594.2592,-0.5445,252.6646,350.0842,180.2645,5.1521
5.140,594.0354,-0.6813,253.8592,350.9995,180.3793,8.3229
5.473,593.8515,-0.7208,255.0571,352.7725,180.6879,10.9191
5.806,593.7115,-0.6764,256.1761,354.7544,181.1004,12.2292
6.140,593.5807,-0.5717,257.3458,356.6569,181.5157,12.0360
6.473,593.4445,-0.4474,258.3462,357.9229,181.7701,10.2444
6.806,593.2889,-0.3526,259.1732,358.3238,181.8363,7.6481
7.140,593.0817,-0.3040,260.0256,358.1808,181.8231,4.4148
7.473,592.8347,-0.3149,260.8559,357.8658,181.8073,1.2968
7.806,592.5730,-0.3610,261.5697,357.8073,181.8060,359.0690
8.140,592.2767,-0.4156,262.2875,358.0781,181.7988,358.2431
8.473,591.9771,-0.4421,263.0175,359.1964,181.7611,358.1080
8.806,591.7004,-0.4208,263.6977,0.3781,181.7308,359.1633
9.140,591.4229,-0.3534,264.4033,0.9340,181.7289,1.0669
9.473,591.1728,-0.2346,265.1157,1.5787,181.7575,3.3652
9.806,590.9705,-0.0511,265.7788,3.3303,181.8988,5.6396
10.140,590.7962,0.2251,266.4608,5.7718,182.1901,7.8278
10.473,590.6586,0.5638,267.0931,7.9986,182.5314,9.4143
10.806,590.5533,0.9194,267.6873,9.2167,182.7434,10.0734
11.140,590.4524,1.3188,268.3389,9.3752,182.7720,10.1138
11.473,590.3465,1.7073,269.0000,9.3752,182.7720,10.1138
11.806,590.2283,2.0278,269.5827,7.9465,182.5293,9.1645
12.140,590.0693,2.2907,270.0597,5.4437,182.1383,8.5482
