time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.000,600.0000,4.7624,250.0000,0.0000,180.0000,0.0000
0.000,600.0000,4.7624,250.0000,0.0000,180.0000,0.0000
0.113,600.0000,4.4699,250.0000,0.0000,180.0000,0.0000
0.228,600.0000,4.1506,250.0000,0.0000,180.0000,0.0000
0.347,600.0000,3.6866,250.0000,0.0000,180.0000,0.0000
0.455,600.0000,3.1438,250.0000,0.0000,180.0000,0.0000
0.559,600.0000,2.6379,250.0000,0.0000,180.0000,0.0000
0.663,600.0283,2.1403,250.0259,0.6275,179.9962,359.3116
0.769,600.1127,1.8104,250.1001,2.4186,179.9431,357.2730
0.873,600.1865,1.6268,250.1587,3.8208,179.8550,355.4984
0.977,600.2209,1.6088,250.1799,4.3207,179.8121,354.6769
1.080,600.2379,1.6646,250.1863,4.4593,179.7988,354.2814
1.184,600.2388,1.7495,250.1869,4.4593,179.7988,354.2814
1.290,600.2430,1.8327,250.1864,4.4277,179.8020,354.2019
1.395,600.2573,1.9052,250.1813,4.2804,179.8174,353.8911
1.500,600.2642,1.9336,250.1780,4.1788,179.8284,353.7540
1.605,600.2737,1.9366,250.1723,4.0205,179.8461,353.5587
1.713,600.2828,1.9152,250.1659,3.8378,179.8671,353.3854
1.821,600.2890,1.8862,250.1618,3.7165,179.8813,353.2772
1.933,600.2975,1.8473,250.1545,3.5103,179.9059,353.1274
2.036,600.3032,1.8165,250.1498,3.3754,179.9223,353.0362
2.137,600.3069,1.7890,250.1481,3.3100,179.9304,352.9952
2.243,600.3141,1.7652,250.1400,3.0914,179.9575,352.8749
2.349,600.3192,1.7442,250.1351,2.9500,179.9753,352.8053
2.456,600.3260,1.7209,250.1264,2.7153,180.0052,352.7106
2.563,600.3284,1.7018,250.1273,2.7153,180.0052,352.7106
2.676,600.3354,1.6782,250.1153,2.4015,180.0456,352.6131
2.783,600.3381,1.6573,250.1162,2.4015,180.0456,352.6131
2.891,600.3430,1.6307,250.1069,2.1540,180.0778,352.5724
2.993,600.3458,1.6075,250.1076,2.1540,180.0778,352.5724
3.101,600.3488,1.5834,250.1017,1.9924,180.0989,352.5636
3.213,600.3517,1.5539,250.0958,1.8308,180.1201,352.5703
3.320,600.3542,1.5291,250.0932,1.7507,180.1305,352.5762
3.430,600.3569,1.5043,250.0939,1.7507,180.1305,352.5762
3.530,600.3582,1.4793,250.0877,1.5867,180.1518,352.6131
3.640,600.3592,1.4495,250.0819,1.4295,180.1722,352.6678
3.748,600.3619,1.4249,250.0824,1.4295,180.1722,352.6678
3.849,600.3615,1.4003,250.0768,1.2823,180.1910,352.7440
3.950,600.3624,1.3758,250.0744,1.2131,180.1998,352.7879
4.051,600.3613,1.3508,250.0692,1.0789,180.2167,352.8770
4.158,600.3646,1.3219,250.0697,1.0789,180.2167,352.8770
4.264,600.3674,1.2978,250.0701,1.0789,180.2167,352.8770
4.371,600.3631,1.2682,250.0632,0.9033,180.2384,353.0540
4.476,600.3658,1.2443,250.0635,0.9033,180.2384,353.0540
