time_sec,world_x,world_y,world_z,local_x,local_y,local_z,rot_x,rot_y,rot_z
0.000,598.9507,5.2765,250.4514,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.000,598.9507,5.2765,250.4514,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.108,598.8342,5.0566,250.4538,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.221,598.6884,4.7913,250.4557,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.333,598.4612,4.3853,250.4577,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.445,598.2330,3.9813,250.4591,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.556,597.9174,3.4263,250.4607,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.667,597.5611,2.8030,250.4621,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.778,597.2379,2.2370,250.4525,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.890,596.8278,1.5080,250.3782,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.001,596.4719,0.8632,250.2432,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.112,596.0311,0.0496,249.9852,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.224,595.6540,-0.6583,249.6910,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
1.335,595.3087,-1.2317,249.3424,0.2510,3.8000,-0.4500,358.2711,179.9409,3.9382
1.446,595.1311,-1.4252,249.0699,0.2510,3.8000,-0.4500,356.6295,179.7715,7.8635
1.557,595.0500,-1.4000,248.8672,0.2510,3.7999,-0.4500,356.0063,179.6767,9.4131
1.669,594.9917,-1.2364,248.6339,0.2510,3.8001,-0.4500,355.8382,179.6482,9.8141
1.780,594.9586,-1.0541,248.4419,0.2510,3.8001,-0.4500,355.8382,179.6482,9.8141
1.891,594.9200,-0.8496,248.2098,0.2510,3.8000,-0.4500,355.8433,179.6490,9.6406
2.002,594.8787,-0.7253,248.0125,0.2510,3.8000,-0.4500,355.8820,179.6554,9.1079
2.113,594.8190,-0.6360,247.7718,0.2510,3.8000,-0.4500,355.9680,179.6686,8.3892
2.225,594.7610,-0.6054,247.5703,0.2510,3.8000,-0.4500,356.0647,179.6824,7.7439
2.335,594.6835,-0.6054,247.3345,0.2510,3.8000,-0.4500,356.2011,179.6999,6.9084
2.446,594.5991,-0.6273,247.1081,0.2510,3.8000,-0.4500,356.3452,179.7163,6.0043
2.558,594.5249,-0.6516,246.9269,0.2510,3.8000,-0.4500,356.4619,179.7278,5.2026
2.669,594.4316,-0.6805,246.7173,0.2510,3.8000,-0.4500,356.5919,179.7385,4.1910
2.781,594.3508,-0.7024,246.5482,0.2510,3.8000,-0.4500,356.6910,179.7450,3.3133
2.892,594.2498,-0.7272,246.3518,0.2510,3.8000,-0.4500,356.8011,179.7504,2.2266
