time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.087,599.9877,6.6446,249.9321,358.3790,179.9959,0.2910
0.187,599.9714,9.9217,249.8414,356.3301,179.9789,0.6580
0.296,599.9598,13.4474,249.7754,354.9985,179.9608,0.8919
0.403,599.9508,16.7949,249.7212,354.1268,179.9461,1.0343
0.510,599.9479,18.6045,249.7029,353.9391,179.9426,1.0616
0.619,599.9479,20.1533,249.7029,353.9391,179.9426,1.0616
0.730,599.9479,21.6955,249.7029,353.9391,179.9426,1.0616
0.838,599.9479,22.7441,249.7029,353.9391,179.9426,1.0616
0.945,599.9479,23.7492,249.7029,353.9390,179.9426,1.0616
1.051,599.9479,24.3972,249.7029,353.9390,179.9426,1.0616
1.160,599.9479,24.8907,249.7029,353.9390,179.9426,1.0616
1.270,599.9479,25.2995,249.7029,353.9390,179.9426,1.0616
1.386,599.9479,25.5299,249.7029,353.9390,179.9426,1.0616
1.497,599.9479,25.6004,249.7029,353.9390,179.9426,1.0616
1.605,599.9479,25.5551,249.7029,353.9390,179.9426,1.0616
1.707,599.9479,25.4200,249.7029,353.9391,179.9426,1.0615
1.814,599.9479,25.2055,249.7029,353.9391,179.9426,1.0615
1.919,599.9479,24.9193,249.7029,353.9391,179.9426,1.0615
2.028,599.9479,24.4907,249.7029,353.9391,179.9426,1.0615
2.139,599.9479,24.0699,249.7029,353.9391,179.9426,1.0616
2.244,599.9479,23.4969,249.7029,353.9391,179.9426,1.0616
2.345,599.9479,22.9684,249.7029,353.9391,179.9426,1.0615
2.446,599.9479,22.3983,249.7029,353.9391,179.9426,1.0615
2.546,599.9479,21.7906,249.7029,353.9391,179.9426,1.0615
2.658,599.9479,21.1489,249.7029,353.9391,179.9426,1.0615
2.765,599.9479,20.3386,249.7029,353.9391,179.9426,1.0615
2.865,599.9479,19.6332,249.7029,353.9391,179.9426,1.0615
2.970,599.9479,18.9033,249.7029,353.9391,179.9426,1.0615
3.073,599.9479,18.1510,249.7029,353.9391,179.9426,1.0615
3.175,599.9479,17.3787,249.7029,353.9391,179.9426,1.0616
3.278,599.9479,16.5882,249.7029,353.9391,179.9426,1.0616
3.390,599.9479,15.6181,249.7029,353.9391,179.9426,1.0616
3.509,599.9479,14.6271,249.7029,353.9391,179.9426,1.0616
3.620,599.9479,13.7869,249.7029,353.9391,179.9426,1.0616
3.727,599.9479,12.7634,249.7029,353.9391,179.9426,1.0616
3.956,600.0000,11.6548,249.9367,359.6533,179.9798,359.7848
