time_sec,world_x,world_y,world_z,local_x,local_y,local_z,rot_x,rot_y,rot_z
0.098,598.9960,5.3238,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.207,598.9959,5.1423,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.318,598.9959,4.9058,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.425,598.9959,4.5306,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.531,599.0094,4.1879,250.4783,0.2510,3.8000,-0.4500,0.8204,179.9972,359.6092
0.635,599.0494,3.9473,250.5609,0.2510,3.8000,-0.4500,3.2093,179.9568,358.4502
0.748,599.0840,3.7932,250.6291,0.2510,3.8000,-0.4500,5.1902,179.8857,357.4362
0.869,599.1025,3.7617,250.6605,0.2510,3.8000,-0.4500,6.1105,179.8400,356.8836
0.988,599.1066,3.8075,250.6654,0.2510,3.8000,-0.4500,6.2703,179.8311,356.7607
1.106,599.1062,3.8835,250.6649,0.2510,3.8000,-0.4500,6.2703,179.8311,356.7607
1.222,599.1116,3.9527,250.6663,0.2510,3.8000,-0.4500,6.3135,179.8286,356.5996
1.339,599.1171,3.9940,250.6676,0.2510,3.8000,-0.4500,6.3472,179.8265,356.4399
1.453,599.1232,4.0191,250.6676,0.2510,3.8000,-0.4500,6.3403,179.8270,356.2705
1.569,599.1293,4.0230,250.6674,0.2510,3.8000,-0.4500,6.3263,179.8279,356.1035
1.686,599.1416,4.0094,250.6652,0.2510,3.8000,-0.4500,6.2337,179.8345,355.7672
1.808,599.1475,3.9929,250.6636,0.2510,3.8000,-0.4500,6.1692,179.8394,355.6082
1.928,599.1561,3.9745,250.6610,0.2510,3.8000,-0.4500,6.0667,179.8475,355.3787
2.048,599.1649,3.9575,250.6575,0.2510,3.8000,-0.4500,5.9303,179.8589,355.1505
2.168,599.1735,3.9434,250.6539,0.2510,3.8000,-0.4500,5.7932,179.8708,354.9357
2.296,599.1844,3.9289,250.6482,0.2510,3.8000,-0.4500,5.5861,179.8898,354.6642
2.419,599.1899,3.9179,250.6458,0.2510,3.8000,-0.4500,5.4827,179.8996,354.5386
2.524,599.1979,3.9043,250.6415,0.2510,3.8000,-0.4500,5.3176,179.9157,354.3531
2.633,599.2081,3.8891,250.6347,0.2510,3.8000,-0.4500,5.0753,179.9403,354.1073
2.745,599.2117,3.8747,250.6338,0.2510,3.8000,-0.4500,5.0161,179.9465,354.0491
2.855,599.2239,3.8549,250.6244,0.2510,3.8000,-0.4500,4.6935,179.9810,353.7624
2.963,599.2277,3.8368,250.6236,0.2510,3.8000,-0.4500,4.6323,179.9878,353.7099
3.072,599.2371,3.8159,250.6158,0.2510,3.8000,-0.4500,4.3639,180.0179,353.5035
3.180,599.2410,3.7948,250.6150,0.2510,3.8000,-0.4500,4.2974,180.0256,353.4541
3.287,599.2520,3.7707,250.6044,0.2510,3.8000,-0.4500,3.9458,180.0667,353.2193
3.394,599.2538,3.7524,250.6055,0.2510,3.8000,-0.4500,3.9458,180.0667,353.2193
3.501,599.2629,3.7243,250.5970,0.2510,3.8000,-0.4500,3.6517,180.1022,353.0522
3.608,599.2664,3.7030,250.5956,0.2510,3.8000,-0.4500,3.5774,180.1113,353.0152
3.719,599.2716,3.6800,250.5916,0.2510,3.8000,-0.4500,3.4265,180.1299,352.9421
3.995,599.2844,3.6130,250.5816,0.2510,3.8000,-0.4500,3.0421,180.1781,352.7934
4.112,599.2894,3.5832,250.5775,0.2510,3.8000,-0.4500,2.8840,180.1982,352.7467
4.224,599.2947,3.5520,250.5703,0.2510,3.8000,-0.4500,2.6378,180.2296,352.6964
4.330,599.2974,3.5279,250.5712,0.2510,3.8000,-0.4500,2.6378,180.2296,352.6964
4.431,599.3012,3.5011,250.5638,0.2510,3.8000,-0.4500,2.3933,180.2611,352.6761
4.540,599.3045,3.4714,250.5649,0.2510,3.8000,-0.4500,2.3933,180.2611,352.6761
4.645,599.3071,3.4444,250.5572,0.2510,3.8000,-0.4500,2.1450,180.2930,352.6887
4.745,599.3098,3.4192,250.5580,0.2510,3.8000,-0.4500,2.1450,180.2930,352.6887
4.847,599.3120,3.3936,250.5560,0.2510,3.8000,-0.4500,2.0625,180.3035,352.7071
4.958,599.3135,3.3673,250.5511,0.2510,3.8000,-0.4500,1.8994,180.3244,352.7468
5.066,599.3167,3.3369,250.5520,0.2510,3.8000,-0.4500,1.8994,180.3244,352.7468
5.182,599.3166,3.3060,250.5450,0.2510,3.8000,-0.4500,1.6732,180.3530,352.8448
5.288,599.3193,3.2807,250.5456,0.2510,3.8000,-0.4500,1.6732,180.3530,352.8448
5.391,599.3188,3.2557,250.5414,0.2510,3.8000,-0.4500,1.5371,180.3699,352.9361
5.494,599.3198,3.2310,250.5399,0.2510,3.8000,-0.4500,1.4755,180.3775,352.9855
5.603,599.3231,3.2008,250.5406,0.2510,3.8000,-0.4500,1.4755,180.3776,352.9855
5.710,599.3217,3.1764,250.5370,0.2510,3.8000,-0.4500,1.3574,180.3920,353.0979
5.820,599.3250,3.1467,250.5376,0.2510,3.8000,-0.4500,1.3574,180.3920,353.0979
5.925,599.3253,3.1227,250.5363,0.2510,3.8000,-0.4500,1.3040,180.3984,353.1634
6.028,599.3256,3.0982,250.5349,0.2510,3.8000,-0.4500,1.2513,180.4047,353.2289
6.133,599.3284,3.0736,250.5354,0.2510,3.8000,-0.4500,1.2513,180.4047,353.2289
6.251,599.3317,3.0441,250.5359,0.2510,3.8000,-0.4500,1.2513,180.4047,353.2289
6.364,599.3325,3.0155,250.5348,0.2510,3.8000,-0.4500,1.2046,180.4102,353.2944
6.481,599.3356,2.9856,250.5353,0.2510,3.8000,-0.4500,1.2046,180.4101,353.2944
6.584,599.3383,2.9610,250.5358,0.2510,3.8000,-0.4500,1.2046,180.4101,353.2944
6.706,599.3416,2.9313,250.5363,0.2510,3.8000,-0.4500,1.2046,180.4101,353.2944
6.816,599.3444,2.9064,250.5368,0.2510,3.8000,-0.4500,1.2046,180.4101,353.2943
6.922,599.3477,2.8764,250.5374,0.2510,3.8000,-0.4500,1.2047,180.4101,353.2943
7.029,599.3504,2.8512,250.5378,0.2510,3.8000,-0.4500,1.2046,180.4101,353.2943
7.147,599.3537,2.8207,250.5384,0.2510,3.8000,-0.4500,1.2046,180.4101,353.2943
7.248,599.3564,2.7951,250.5388,0.2510,3.8000,-0.4500,1.2047,180.4101,353.2943
7.352,599.3592,2.7693,250.5393,0.2510,3.8000,-0.4500,1.2047,180.4101,353.2943
7.454,599.3619,2.7432,250.5397,0.2510,3.8000,-0.4500,1.2047,180.4101,353.2943
7.561,599.3652,2.7116,250.5403,0.2510,3.8000,-0.4500,1.2047,180.4101,353.2943
7.669,599.3680,2.6850,250.5407,0.2510,3.8000,-0.4500,1.2047,180.4101,353.2943
7.787,599.3713,2.6529,250.5413,0.2510,3.8000,-0.4500,1.2047,180.4101,353.2943
7.909,599.3746,2.6205,250.5418,0.2510,3.8000,-0.4500,1.2047,180.4101,353.2944
8.021,599.3779,2.5879,250.5424,0.2510,3.8000,-0.4500,1.2046,180.4101,353.2944
8.140,599.3812,2.5552,250.5429,0.2510,3.8000,-0.4500,1.2046,180.4101,353.2944
8.251,599.3839,2.5279,250.5434,0.2510,3.8000,-0.4500,1.2046,180.4101,353.2944
8.366,599.3872,2.4952,250.5439,0.2510,3.8000,-0.4500,1.2046,180.4101,353.2944
8.475,599.3900,2.4681,250.5444,0.2510,3.8000,-0.4500,1.2047,180.4101,353.2944
8.579,599.3927,2.4411,250.5449,0.2510,3.8000,-0.4500,1.2047,180.4101,353.2944
8.682,599.3960,2.4091,250.5454,0.2510,3.8000,-0.4500,1.2047,180.4101,353.2944
8.788,599.3987,2.3828,250.5459,0.2510,3.8000,-0.4500,1.2047,180.4101,353.2944
8.901,599.4020,2.3517,250.5464,0.2510,3.8000,-0.4500,1.2047,180.4101,353.2944
9.003,599.4048,2.3264,250.5469,0.2510,3.8000,-0.4500,1.2047,180.4101,353.2944
9.110,599.4074,2.3016,250.5473,0.2510,3.8000,-0.4500,1.2047,180.4101,353.2944
