time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.098,600.0000,4.9438,250.0000,0.0000,180.0000,0.0000
0.207,599.9999,4.7623,250.0000,0.0000,180.0000,0.0000
0.318,599.9999,4.5258,250.0000,0.0000,180.0000,0.0000
0.425,599.9999,4.1506,250.0000,0.0000,180.0000,0.0000
0.531,600.0160,3.8084,250.0338,0.8204,179.9972,359.6092
0.635,600.0636,3.5699,250.1321,3.2093,179.9568,358.4502
0.748,600.1049,3.4192,250.2132,5.1902,179.8857,357.4362
0.869,600.1269,3.3908,250.2505,6.1105,179.8400,356.8836
0.988,600.1317,3.4377,250.2563,6.2703,179.8311,356.7607
1.106,600.1313,3.5136,250.2558,6.2703,179.8311,356.7607
1.222,600.1376,3.5854,250.2573,6.3135,179.8286,356.5996
1.339,600.1440,3.6293,250.2585,6.3472,179.8265,356.4399
1.453,600.1511,3.6575,250.2581,6.3403,179.8270,356.2705
1.569,600.1580,3.6644,250.2575,6.3263,179.8279,356.1035
1.686,600.1721,3.6575,250.2539,6.2337,179.8345,355.7672
1.808,600.1788,3.6443,250.2516,6.1692,179.8394,355.6082
1.928,600.1886,3.6308,250.2478,6.0667,179.8475,355.3787
2.048,600.1985,3.6189,250.2428,5.9303,179.8589,355.1505
2.168,600.2080,3.6096,250.2378,5.7932,179.8708,354.9357
2.296,600.2202,3.6015,250.2301,5.5861,179.8898,354.6642
2.419,600.2262,3.5935,250.2267,5.4827,179.8996,354.5386
2.524,600.2350,3.5844,250.2209,5.3176,179.9157,354.3531
2.633,600.2463,3.5754,250.2118,5.0753,179.9403,354.1073
2.745,600.2501,3.5625,250.2105,5.0161,179.9465,354.0491
2.855,600.2634,3.5503,250.1982,4.6935,179.9810,353.7624
2.963,600.2673,3.5336,250.1969,4.6323,179.9878,353.7099
3.072,600.2775,3.5185,250.1869,4.3639,180.0179,353.5035
3.180,600.2816,3.4988,250.1855,4.2974,180.0256,353.4541
3.287,600.2933,3.4815,250.1720,3.9458,180.0667,353.2193
3.394,600.2951,3.4632,250.1732,3.9458,180.0667,353.2193
3.501,600.3047,3.4404,250.1623,3.6517,180.1022,353.0522
3.608,600.3083,3.4203,250.1604,3.5774,180.1113,353.0152
3.719,600.3137,3.3998,250.1552,3.4265,180.1299,352.9421
3.995,600.3267,3.3384,250.1423,3.0421,180.1781,352.7934
4.112,600.3318,3.3107,250.1370,2.8840,180.1982,352.7467
4.224,600.3371,3.2823,250.1280,2.6378,180.2296,352.6964
4.330,600.3398,3.2582,250.1290,2.6378,180.2296,352.6964
4.431,600.3434,3.2336,250.1198,2.3933,180.2611,352.6761
4.540,600.3467,3.2039,250.1209,2.3933,180.2611,352.6761
4.645,600.3490,3.1786,250.1115,2.1450,180.2930,352.6887
4.745,600.3517,3.1534,250.1123,2.1450,180.2930,352.6887
4.847,600.3537,3.1281,250.1097,2.0625,180.3035,352.7071
4.958,600.3549,3.1024,250.1037,1.8994,180.3244,352.7468
5.066,600.3582,3.0719,250.1046,1.8994,180.3244,352.7468
5.182,600.3574,3.0409,250.0961,1.6732,180.3530,352.8448
5.288,600.3601,3.0157,250.0967,1.6732,180.3530,352.8448
5.391,600.3591,2.9900,250.0917,1.5371,180.3699,352.9361
5.494,600.3597,2.9649,250.0898,1.4755,180.3775,352.9855
5.603,600.3631,2.9347,250.0904,1.4755,180.3776,352.9855
5.710,600.3610,2.9093,250.0861,1.3574,180.3920,353.0979
5.820,600.3643,2.8795,250.0867,1.3574,180.3920,353.0979
5.925,600.3643,2.8548,250.0850,1.3040,180.3984,353.1634
6.028,600.3643,2.8295,250.0833,1.2513,180.4047,353.2289
6.133,600.3670,2.8049,250.0838,1.2513,180.4047,353.2289
6.251,600.3703,2.7754,250.0843,1.2513,180.4047,353.2289
6.364,600.3708,2.7459,250.0829,1.2046,180.4102,353.2944
6.481,600.3739,2.7161,250.0835,1.2046,180.4101,353.2944
6.584,600.3766,2.6914,250.0839,1.2046,180.4101,353.2944
6.706,600.3799,2.6617,250.0845,1.2046,180.4101,353.2944
6.816,600.3826,2.6368,250.0849,1.2046,180.4101,353.2943
6.922,600.3859,2.6068,250.0855,1.2047,180.4101,353.2943
7.029,600.3887,2.5816,250.0859,1.2046,180.4101,353.2943
7.147,600.3920,2.5512,250.0865,1.2046,180.4101,353.2943
7.248,600.3947,2.5256,250.0869,1.2047,180.4101,353.2943
7.352,600.3975,2.4997,250.0874,1.2047,180.4101,353.2943
7.454,600.4002,2.4736,250.0879,1.2047,180.4101,353.2943
7.561,600.4035,2.4420,250.0884,1.2047,180.4101,353.2943
7.669,600.4063,2.4155,250.0889,1.2047,180.4101,353.2943
7.787,600.4095,2.3833,250.0894,1.2047,180.4101,353.2943
7.909,600.4128,2.3509,250.0900,1.2047,180.4101,353.2944
8.021,600.4161,2.3183,250.0905,1.2046,180.4101,353.2944
8.140,600.4194,2.2856,250.0911,1.2046,180.4101,353.2944
8.251,600.4222,2.2583,250.0915,1.2046,180.4101,353.2944
8.366,600.4255,2.2256,250.0921,1.2046,180.4101,353.2944
8.475,600.4282,2.1985,250.0925,1.2047,180.4101,353.2944
8.579,600.4310,2.1715,250.0930,1.2047,180.4101,353.2944
8.682,600.4343,2.1395,250.0935,1.2047,180.4101,353.2944
8.788,600.4370,2.1132,250.0940,1.2047,180.4101,353.2944
8.901,600.4403,2.0821,250.0945,1.2047,180.4101,353.2944
9.003,600.4431,2.0568,250.0950,1.2047,180.4101,353.2944
9.110,600.4457,2.0321,250.0955,1.2047,180.4101,353.2944
9.215,600.4481,2.0079,250.0959,1.2047,180.4101,353.2944
9.318,600.4506,1.9846,250.0963,1.2047,180.4101,353.2944
9.425,600.4535,1.9577,250.0968,1.2047,180.4101,353.2944
9.525,600.4557,1.9362,250.0972,1.2047,180.4101,353.2944
9.629,600.4578,1.9158,250.0976,1.2047,180.4101,353.2944
9.734,600.4600,1.8965,250.0979,1.2047,180.4101,353.2944
9.836,600.4548,1.8780,250.1065,1.4015,180.3872,353.4630
9.947,600.4467,1.8574,250.1167,1.6370,180.3607,353.7083
10.055,600.4371,1.8413,250.1255,1.8366,180.3391,353.9771
10.157,600.4265,1.8271,250.1330,2.0084,180.3214,354.2606
10.259,600.4122,1.8140,250.1416,2.2048,180.3023,354.6326
10.364,600.4000,1.8008,250.1482,2.3523,180.2888,354.9527
10.466,600.3835,1.7916,250.1558,2.5291,180.2738,355.3613
10.574,600.3675,1.7842,250.1628,2.6912,180.2612,355.7605
10.681,600.3480,1.7779,250.1706,2.8732,180.2485,356.2358
10.783,600.3315,1.7748,250.1766,3.0194,180.2394,356.6374
10.885,600.3144,1.7738,250.1825,3.1628,180.2314,357.0481
10.990,600.2969,1.7749,250.1882,3.3040,180.2247,357.4691
11.092,600.2791,1.7780,250.1936,3.4428,180.2191,357.9002
11.194,600.2607,1.7832,250.1988,3.5785,180.2146,358.3402
11.300,600.2381,1.7923,250.2046,3.7362,180.2107,358.8782
11.402,600.2192,1.8021,250.2090,3.8622,180.2088,359.3328
11.505,600.2003,1.8139,250.2130,3.9823,180.2079,359.7910
11.611,600.1814,1.8277,250.2165,4.0954,180.2079,0.2508
11.714,600.1627,1.8435,250.2196,4.2006,180.2088,0.7102
11.815,600.1442,1.8612,250.2220,4.2969,180.2103,1.1672
11.920,600.1260,1.8807,250.2240,4.3837,180.2125,1.6200
12.020,600.1050,1.9063,250.2256,4.4738,180.2154,2.1549
12.121,600.0881,1.9295,250.2262,4.5365,180.2180,2.5915
12.225,600.0719,1.9541,250.2261,4.5871,180.2205,3.0179
12.326,600.0593,1.9800,250.2253,4.6179,180.2222,3.3586
12.428,600.0435,2.0074,250.2240,4.6453,180.2239,3.7878
12.533,600.0319,2.0356,250.2221,4.6562,180.2247,4.1186
12.635,600.0207,2.0653,250.2197,4.6569,180.2247,4.4479
12.735,600.0122,2.0951,250.2167,4.6447,180.2237,4.7117
12.845,599.9945,2.1329,250.2118,4.6041,180.2202,5.2242
12.958,599.9940,2.1643,250.2090,4.5939,180.2192,5.3028
13.060,599.9797,2.2032,250.2023,4.5102,180.2111,5.7420
13.174,599.9731,2.2363,250.1974,4.4542,180.2053,5.9843
13.282,599.9701,2.2753,250.1921,4.3956,180.1991,6.1516
13.383,599.9606,2.3090,250.1842,4.2691,180.1850,6.4758
13.487,599.9609,2.3416,250.1803,4.2297,180.1805,6.5505
13.591,599.9556,2.3749,250.1727,4.1034,180.1657,6.7734
13.695,599.9537,2.4075,250.1666,4.0098,180.1544,6.9079
13.796,599.9473,2.4400,250.1552,3.7902,180.1273,7.1600
13.902,599.9494,2.4779,250.1503,3.7263,180.1192,7.2141
14.005,599.9450,2.5094,250.1373,3.4620,180.0852,7.4171
14.106,599.9470,2.5397,250.1327,3.3897,180.0757,7.4555
14.213,599.9462,2.5695,250.1217,3.1653,180.0461,7.5635
14.318,599.9467,2.5982,250.1102,2.9236,180.0138,7.6382
14.418,599.9484,2.6260,250.1023,2.7643,179.9924,7.6790
14.523,599.9507,2.6579,250.0837,2.3500,179.9363,7.7194
14.623,599.9539,2.6834,250.0793,2.2653,179.9248,7.7165
14.724,599.9582,2.7072,250.0607,1.8375,179.8669,7.6823
14.831,599.9620,2.7301,250.0535,1.6790,179.8455,7.6563
14.939,599.9676,2.7514,250.0396,1.3573,179.8025,7.5810
15.041,599.9748,2.7753,250.0255,1.0282,179.7590,7.4722
15.146,599.9818,2.7934,250.0124,0.7165,179.7184,7.3541
15.256,599.9880,2.8104,250.0027,0.4845,179.6887,7.2472
15.357,599.9959,2.8254,249.9900,0.1801,179.6504,7.0958
15.465,600.0059,2.8418,249.9752,359.8221,179.6064,6.8940
15.569,600.0143,2.8536,249.9636,359.5400,179.5728,6.7190
15.682,600.0249,2.8657,249.9497,359.2003,179.5334,6.4910
