time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.096,600.0000,4.9438,250.0000,0.0000,180.0000,0.0000
0.197,600.0000,4.8007,250.0000,0.0000,180.0000,0.0000
0.308,600.0000,4.5258,250.0000,0.0000,180.0000,0.0000
0.418,600.0000,4.2196,250.0000,0.0000,180.0000,0.0000
0.522,600.0701,3.8504,250.1346,3.2712,179.9514,358.2963
0.629,600.1576,3.6809,250.3008,7.3690,179.7509,356.1165
0.752,600.2202,3.5902,250.4145,10.2504,179.5119,354.4888
0.863,600.2517,3.5973,250.4608,11.4798,179.3823,353.6391
0.973,600.2679,3.6501,250.4739,11.8651,179.3370,353.2000
1.102,600.2728,3.7459,250.4728,11.9093,179.3316,353.0414
1.219,600.2904,3.8107,250.4706,11.8926,179.3338,352.5955
1.327,600.3032,3.8670,250.4666,11.8337,179.3418,352.2635
1.432,600.3196,3.8939,250.4601,11.6929,179.3619,351.8542
1.563,600.3418,3.9067,250.4494,11.4498,179.3987,351.3141
1.679,600.3539,3.9034,250.4429,11.2932,179.4235,351.0266
1.783,600.3726,3.8929,250.4321,11.0261,179.4676,350.5890
1.890,600.3880,3.8821,250.4230,10.7913,179.5079,350.2380
2.021,600.4093,3.8670,250.4100,10.4467,179.5698,349.7657
2.137,600.4246,3.8568,250.4006,10.1878,179.6181,349.4370
2.245,600.4432,3.8445,250.3889,9.8628,179.6808,349.0493
2.357,600.4590,3.8336,250.3790,9.5808,179.7370,348.7320
2.471,600.4781,3.8187,250.3668,9.2302,179.8090,348.3594
2.583,600.4973,3.8007,250.3544,8.8682,179.8857,347.9972
2.685,600.5133,3.7832,250.3439,8.5594,179.9530,347.7045
2.792,600.5295,3.7632,250.3333,8.2451,180.0231,347.4216
2.903,600.5487,3.7360,250.3205,7.8627,180.1104,347.0963
3.007,600.5648,3.7109,250.3098,7.5410,180.1856,346.8385
3.108,600.5807,3.6838,250.2990,7.2177,180.2625,346.5937
3.219,600.5966,3.6547,250.2883,6.8941,180.3410,346.3631
3.322,600.6122,3.6172,250.2806,6.6246,180.4073,346.1845
3.426,600.6289,3.5843,250.2680,6.2562,180.4992,345.9568
3.536,600.6450,3.5499,250.2560,5.9030,180.5887,345.7537
3.638,600.6578,3.5136,250.2498,5.6848,180.6447,345.6411
3.744,600.6753,3.4683,250.2377,5.3184,180.7395,345.4662
3.844,600.6881,3.4289,250.2313,5.0994,180.7967,345.3739
3.949,600.7021,3.3883,250.2210,4.7925,180.8774,345.2595
4.064,600.7175,3.3379,250.2111,4.4832,180.9594,345.1643
4.175,600.7297,3.2945,250.2039,4.2548,181.0202,345.1078
4.281,600.7447,3.2411,250.1900,3.8569,181.1265,345.0394
4.382,600.7555,3.1959,250.1890,3.7774,181.1478,345.0334
4.491,600.7665,3.1494,250.1776,3.4558,181.2340,345.0193
4.599,600.7769,3.1027,250.1730,3.2972,181.2765,345.0296
4.699,600.7869,3.0553,250.1684,3.1380,181.3192,345.0486
4.815,600.7978,2.9977,250.1606,2.9008,181.3825,345.0967
4.918,600.8046,2.9487,250.1494,2.5940,181.4639,345.1957
