time_sec,world_x,world_y,world_z,local_x,local_y,local_z,rot_x,rot_y,rot_z
0.096,598.9960,5.3238,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.197,598.9960,5.1807,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.308,598.9960,4.9058,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.418,598.9960,4.5996,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.522,599.0549,4.2255,250.5630,0.2510,3.8000,-0.4500,3.2712,179.9514,358.2963
0.629,599.1284,4.0472,250.7027,0.2510,3.8000,-0.4500,7.3690,179.7509,356.1165
0.752,599.1810,3.9476,250.7983,0.2510,3.8000,-0.4500,10.2504,179.5119,354.4888
0.863,599.2076,3.9480,250.8375,0.2510,3.8000,-0.4500,11.4798,179.3823,353.6391
0.973,599.2216,3.9955,250.8491,0.2510,3.8000,-0.4500,11.8651,179.3370,353.2000
1.102,599.2257,4.0888,250.8482,0.2510,3.8000,-0.4500,11.9093,179.3316,353.0414
1.219,599.2413,4.1456,250.8478,0.2510,3.8000,-0.4500,11.8926,179.3338,352.5955
1.327,599.2527,4.1956,250.8455,0.2510,3.8000,-0.4500,11.8337,179.3418,352.2635
1.432,599.2676,4.2142,250.8416,0.2510,3.8000,-0.4500,11.6929,179.3619,351.8542
1.563,599.2878,4.2156,250.8349,0.2510,3.8000,-0.4500,11.4498,179.3987,351.3141
1.679,599.2990,4.2061,250.8307,0.2510,3.8000,-0.4500,11.2932,179.4235,351.0266
1.783,599.3163,4.1858,250.8237,0.2510,3.8001,-0.4500,11.0261,179.4676,350.5890
1.890,599.3307,4.1670,250.8178,0.2510,3.8000,-0.4500,10.7913,179.5079,350.2380
2.021,599.3507,4.1409,250.8092,0.2510,3.8001,-0.4500,10.4467,179.5698,349.7657
2.137,599.3652,4.1229,250.8029,0.2510,3.8000,-0.4500,10.1878,179.6181,349.4370
2.245,599.3831,4.1013,250.7951,0.2510,3.8000,-0.4500,9.8628,179.6808,349.0493
2.357,599.3982,4.0826,250.7885,0.2510,3.8000,-0.4500,9.5808,179.7370,348.7320
2.471,599.4167,4.0582,250.7802,0.2510,3.8000,-0.4500,9.2302,179.8090,348.3594
2.583,599.4354,4.0310,250.7718,0.2510,3.8000,-0.4500,8.8682,179.8857,347.9972
2.685,599.4510,4.0059,250.7646,0.2510,3.8000,-0.4500,8.5594,179.9530,347.7045
2.792,599.4670,3.9783,250.7573,0.2510,3.8000,-0.4500,8.2451,180.0231,347.4216
2.903,599.4860,3.9424,250.7483,0.2510,3.8000,-0.4500,7.8627,180.1104,347.0963
3.007,599.5020,3.9102,250.7408,0.2510,3.8000,-0.4500,7.5410,180.1856,346.8385
3.108,599.5180,3.8761,250.7331,0.2510,3.7999,-0.4500,7.2177,180.2625,346.5937
3.219,599.5339,3.8404,250.7255,0.2510,3.7999,-0.4500,6.8941,180.3410,346.3631
3.322,599.5496,3.7975,250.7202,0.2510,3.8001,-0.4500,6.6246,180.4073,346.1845
3.426,599.5665,3.7576,250.7110,0.2510,3.8000,-0.4500,6.2562,180.4992,345.9568
3.536,599.5828,3.7168,250.7020,0.2510,3.8001,-0.4500,5.9030,180.5887,345.7537
3.638,599.5959,3.6767,250.6977,0.2510,3.8000,-0.4500,5.6848,180.6447,345.6411
3.744,599.6138,3.6254,250.6888,0.2510,3.8001,-0.4500,5.3184,180.7395,345.4662
3.844,599.6269,3.5826,250.6841,0.2510,3.8000,-0.4500,5.0994,180.7967,345.3739
3.949,599.6413,3.5376,250.6764,0.2510,3.8000,-0.4500,4.7925,180.8774,345.2595
4.064,599.6572,3.4830,250.6689,0.2510,3.8000,-0.4500,4.4832,180.9594,345.1643
4.175,599.6698,3.4368,250.6635,0.2510,3.8000,-0.4500,4.2548,181.0202,345.1078
4.281,599.6855,3.3791,250.6526,0.2510,3.8001,-0.4500,3.8569,181.1265,345.0394
4.382,599.6965,3.3331,250.6523,0.2510,3.8000,-0.4500,3.7774,181.1478,345.0334
4.491,599.7082,3.2838,250.6432,0.2510,3.8001,-0.4500,3.4558,181.2340,345.0193
4.599,599.7189,3.2361,250.6398,0.2510,3.7999,-0.4500,3.2972,181.2765,345.0296
4.699,599.7294,3.1879,250.6362,0.2510,3.8000,-0.4500,3.1380,181.3192,345.0486
4.815,599.7408,3.1293,250.6302,0.2510,3.8000,-0.4500,2.9008,181.3825,345.0967
4.918,599.7485,3.0798,250.6211,0.2510,3.8001,-0.4500,2.5940,181.4639,345.1957
5.034,599.7607,3.0217,250.6205,0.2510,3.8000,-0.4500,2.5241,181.4824,345.2286
5.146,599.7675,2.9638,250.6121,0.2510,3.8000,-0.4500,2.2344,181.5584,345.3997
5.249,599.7770,2.9153,250.6111,0.2510,3.8000,-0.4500,2.1675,181.5758,345.4435
5.350,599.7818,2.8680,250.6060,0.2510,3.8000,-0.4500,1.9852,181.6229,345.6035
5.462,599.7879,2.8111,250.6015,0.2510,3.8000,-0.4500,1.8171,181.6658,345.7816
5.565,599.7962,2.7633,250.6007,0.2510,3.8000,-0.4500,1.7658,181.6788,345.8436
5.678,599.7988,2.7169,250.5967,0.2510,3.8000,-0.4500,1.6219,181.7148,346.0466
5.787,599.7999,2.6628,250.5921,0.2510,3.8001,-0.4500,1.4580,181.7552,346.3347
5.887,599.8100,2.6155,250.5928,0.2510,3.8001,-0.4500,1.4580,181.7552,346.3347
5.987,599.8112,2.5705,250.5902,0.2510,3.7999,-0.4500,1.3580,181.7793,346.5634
6.093,599.8181,2.5249,250.5900,0.2510,3.7999,-0.4500,1.3297,181.7860,346.6384
6.205,599.8235,2.4715,250.5890,0.2510,3.8000,-0.4500,1.2772,181.7984,346.7901
6.318,599.8302,2.4256,250.5889,0.2510,3.8000,-0.4500,1.2529,181.8041,346.8660
6.429,599.8416,2.3708,250.5896,0.2510,3.8000,-0.4500,1.2529,181.8041,346.8660
6.537,599.8450,2.3263,250.5887,0.2510,3.8000,-0.4500,1.2078,181.8145,347.0205
6.647,599.8560,2.2715,250.5893,0.2510,3.8000,-0.4500,1.2078,181.8146,347.0204
6.750,599.8652,2.2258,250.5899,0.2510,3.8000,-0.4500,1.2078,181.8146,347.0204
6.862,599.8762,2.1708,250.5905,0.2510,3.8000,-0.4500,1.2078,181.8145,347.0205
6.964,599.8855,2.1249,250.5910,0.2510,3.8000,-0.4500,1.2078,181.8146,347.0205
7.077,599.8950,2.0788,250.5916,0.2510,3.8000,-0.4500,1.2078,181.8146,347.0205
7.186,599.9063,2.0232,250.5922,0.2510,3.8000,-0.4500,1.2078,181.8146,347.0205
7.291,599.9158,1.9765,250.5928,0.2510,3.8000,-0.4500,1.2078,181.8146,347.0205
7.392,599.9252,1.9295,250.5933,0.2510,3.8000,-0.4500,1.2078,181.8146,347.0205
7.502,599.9366,1.8726,250.5939,0.2510,3.8000,-0.4500,1.2078,181.8146,347.0205
7.604,599.9464,1.8248,250.5946,0.2510,3.8000,-0.4500,1.2078,181.8146,347.0204
7.706,599.9561,1.7766,250.5952,0.2510,3.8000,-0.4500,1.2078,181.8146,347.0205
7.817,599.9659,1.7281,250.5958,0.2510,3.8000,-0.4500,1.2078,181.8146,347.0204
7.919,599.9789,1.6775,250.5957,0.2510,3.8000,-0.4500,1.1896,181.8188,346.9380
8.032,600.0002,1.6165,250.5944,0.2510,3.8000,-0.4500,1.1408,181.8302,346.6890
8.146,600.0192,1.5549,250.5944,0.2510,3.8000,-0.4500,1.1282,181.8333,346.5199
8.254,600.0357,1.5047,250.5944,0.2510,3.8000,-0.4500,1.1192,181.8354,346.3552
8.355,600.0463,1.4553,250.5949,0.2510,3.8000,-0.4500,1.1192,181.8354,346.3551
8.455,600.0631,1.4043,250.5956,0.2510,3.8001,-0.4500,1.1283,181.8332,346.1932
8.567,600.0820,1.3437,250.5969,0.2510,3.8000,-0.4500,1.1513,181.8275,346.0341
8.669,600.0927,1.2943,250.5974,0.2510,3.8000,-0.4500,1.1513,181.8275,346.0341
8.770,600.1033,1.2451,250.5979,0.2510,3.8000,-0.4500,1.1513,181.8275,346.0341
8.876,600.1171,1.1951,250.5995,0.2510,3.8000,-0.4500,1.1826,181.8197,345.9590
8.983,600.1296,1.1379,250.6001,0.2510,3.8000,-0.4500,1.1826,181.8197,345.9590
9.087,600.1400,1.0903,250.6007,0.2510,3.8000,-0.4500,1.1826,181.8197,345.9590
9.192,600.1502,1.0435,250.6012,0.2510,3.8000,-0.4500,1.1826,181.8197,345.9590
9.292,600.1603,0.9976,250.6017,0.2510,3.8000,-0.4500,1.1826,181.8197,345.9590
9.392,600.1733,0.9539,250.6104,0.2510,3.8000,-0.4500,1.4120,181.7621,345.8813
9.493,600.1829,0.9107,250.6110,0.2510,3.8000,-0.4500,1.4120,181.7621,345.8813
9.594,600.1902,0.8716,250.6204,0.2510,3.8001,-0.4500,1.6555,181.7009,345.9392
9.704,600.1969,0.8265,250.6295,0.2510,3.8000,-0.4500,1.8806,181.6447,346.0438
9.811,600.1944,0.7942,250.6426,0.2510,3.8000,-0.4500,2.2188,181.5615,346.3286
9.916,600.1893,0.7638,250.6539,0.2510,3.8000,-0.4500,2.5012,181.4935,346.6614
10.029,600.1806,0.7300,250.6656,0.2510,3.8000,-0.4500,2.7855,181.4272,347.1075
10.135,600.1711,0.7047,250.6746,0.2510,3.8000,-0.4500,3.0029,181.3782,347.5204
10.247,600.1566,0.6784,250.6852,0.2510,3.8000,-0.4500,3.2606,181.3223,348.0698
10.348,600.1420,0.6602,250.6941,0.2510,3.8000,-0.4500,3.4802,181.2769,348.5752
10.454,600.1249,0.6458,250.7032,0.2510,3.8000,-0.4500,3.7068,181.2321,349.1252
10.566,600.1013,0.6339,250.7141,0.2510,3.8000,-0.4500,3.9891,181.1796,349.8448
10.669,600.0790,0.6285,250.7233,0.2510,3.8000,-0.4500,4.2324,181.1373,350.4938
10.781,600.0494,0.6281,250.7341,0.2510,3.8000,-0.4500,4.5328,181.0891,351.3310
10.887,600.0223,0.6328,250.7429,0.2510,3.8000,-0.4500,4.7887,181.0517,352.0755
10.988,599.9933,0.6423,250.7513,0.2510,3.8000,-0.4500,5.0479,181.0172,352.8607
11.101,599.9565,0.6602,250.7608,0.2510,3.8000,-0.4500,5.3608,180.9806,353.8528
11.206,599.9241,0.6805,250.7681,0.2510,3.8000,-0.4500,5.6207,180.9545,354.7173
11.306,599.8907,0.7058,250.7746,0.2510,3.8000,-0.4500,5.8774,180.9326,355.6119
11.419,599.8564,0.7359,250.7802,0.2510,3.8000,-0.4500,6.1286,180.9153,356.5324
11.525,599.8148,0.7784,250.7856,0.2510,3.8000,-0.4500,6.4194,180.9004,357.6640
11.629,599.7802,0.8189,250.7888,0.2510,3.8000,-0.4500,6.6498,180.8929,358.6233
11.730,599.7460,0.8637,250.7908,0.2510,3.8000,-0.4500,6.8666,180.8895,359.5909
11.837,599.7126,0.9127,250.7916,0.2510,3.8000,-0.4500,7.0675,180.8897,0.5609
11.945,599.6741,0.9764,250.7907,0.2510,3.8000,-0.4500,7.2845,180.8940,1.7196
12.047,599.6434,1.0332,250.7885,0.2510,3.8000,-0.4500,7.4428,180.9001,2.6739
12.155,599.6147,1.0932,250.7848,0.2510,3.8000,-0.4500,7.5786,180.9076,3.6118
12.260,599.5878,1.1558,250.7799,0.2510,3.8000,-0.4500,7.6906,180.9156,4.5281
12.364,599.5585,1.2340,250.7721,0.2510,3.8000,-0.4500,7.7918,180.9247,5.5926
12.473,599.5366,1.3012,250.7643,0.2510,3.8000,-0.4500,7.8475,180.9305,6.4455
12.586,599.5134,1.3839,250.7534,0.2510,3.8000,-0.4500,7.8790,180.9344,7.4228
12.689,599.4968,1.4541,250.7430,0.2510,3.8000,-0.4500,7.8754,180.9338,8.1954
12.803,599.4799,1.5394,250.7293,0.2510,3.8000,-0.4500,7.8355,180.9277,9.0691
