time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.121,599.9564,4.8965,250.0150,0.0000,180.0000,0.0000
0.231,599.8726,4.7210,250.1172,0.0000,180.0000,0.0000
0.348,599.7247,4.4113,250.4515,0.0000,180.0000,0.0000
0.463,599.5270,4.0053,250.9885,0.0000,180.0000,0.0000
0.580,599.2825,3.5139,251.6956,0.0000,180.0000,0.0000
0.694,599.0454,3.0463,252.3952,0.0000,180.0000,0.0000
0.809,598.7242,2.4230,253.3486,0.0000,180.0000,0.0000
0.925,598.4114,1.7964,254.2780,358.8544,180.0003,359.9689
1.040,598.1873,1.2783,254.9437,354.9596,180.0043,359.9309
1.153,598.0398,1.0362,255.3909,352.8461,180.0064,359.9679
1.267,597.8888,0.9101,255.8633,351.6458,180.0065,0.0274
1.380,597.7753,0.8827,256.2270,351.3484,180.0062,0.0504
1.492,597.6471,0.8778,256.6412,351.0674,180.0060,0.0623
1.605,597.5238,0.8559,257.0372,350.3956,180.0052,0.0686
1.706,597.4231,0.8078,257.3559,349.7956,180.0045,0.0485
1.812,597.3231,0.7309,257.6662,349.2245,180.0042,-0.0021
1.915,597.2235,0.6306,257.9705,348.7452,180.0046,359.9086
2.015,597.1243,0.5152,258.2711,348.7452,180.0046,359.9086
2.116,597.0249,0.3929,258.5701,348.7452,180.0046,359.9086
2.218,596.9247,0.2713,258.8687,348.6942,180.0048,359.6554
2.320,596.8244,0.1559,259.1676,348.8498,180.0030,359.1985
2.422,596.7036,0.0307,259.5274,349.4588,179.9910,358.6486
2.528,596.6019,-0.0601,259.8282,350.2879,179.9676,358.1839
2.629,596.4992,-0.1375,260.1292,351.3741,179.9280,357.7104
2.731,596.3952,-0.2010,260.4300,352.6820,179.8696,357.2363
2.835,596.2896,-0.2505,260.7296,354.1728,179.7909,356.7759
2.936,596.1822,-0.2859,261.0273,355.8015,179.6925,356.3453
3.040,596.0510,-0.3101,261.3804,357.8685,179.5517,355.8878
3.142,595.9397,-0.3157,261.6703,359.6226,179.4205,355.5695
3.244,595.8268,-0.3089,261.9557,1.3485,179.2828,355.3178
3.345,595.7128,-0.2907,262.2361,2.9960,179.1450,355.1383
3.447,595.5977,-0.2623,262.5111,4.5215,179.0134,355.0338
3.550,595.4820,-0.2250,262.7810,5.8898,178.8936,355.0045
3.654,595.3657,-0.1801,263.0461,7.0761,178.7895,355.0492
3.759,595.2496,-0.1290,263.3068,8.0664,178.7039,355.1661
3.866,595.1110,-0.0610,263.6148,8.9912,178.6265,355.3990
