key,value
participantId,Saito
conditionCode,Wave-Third_Act-0
waveMode,Third
actuatorScale,0
sessionStart,2026-08-06 14:12:05
emergencyStop,true
emergencyStoppedAt,2026-08-06 14:12:21
emergencyElapsedSec,16.543
