time_sec,world_x,world_y,world_z,local_x,local_y,local_z,rot_x,rot_y,rot_z
0.106,598.9960,5.3019,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.210,598.9960,5.1424,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.324,598.9960,4.8499,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.425,598.9960,4.5306,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.532,599.0095,4.1879,250.4784,0.2510,3.8000,-0.4500,0.8204,179.9972,359.6092
0.643,599.0566,3.9117,250.5754,0.2510,3.8000,-0.4500,3.6292,179.9447,358.2418
0.774,599.0881,3.7806,250.6365,0.2510,3.8000,-0.4500,5.4034,179.8759,357.3186
0.892,599.1048,3.7652,250.6635,0.2510,3.8000,-0.4500,6.1971,179.8353,356.8196
1.005,599.1065,3.8193,250.6655,0.2510,3.8000,-0.4500,6.2703,179.8311,356.7608
1.113,599.1062,3.8835,250.6650,0.2510,3.8000,-0.4500,6.2703,179.8311,356.7608
1.242,599.1118,3.9626,250.6663,0.2510,3.8000,-0.4500,6.3106,179.8288,356.5935
1.357,599.1147,4.0013,250.6668,0.2510,3.8000,-0.4500,6.3274,179.8278,356.5097
1.472,599.1273,4.0196,250.6672,0.2510,3.8000,-0.4500,6.3211,179.8282,356.1589
1.580,599.1302,4.0225,250.6670,0.2510,3.8000,-0.4500,6.3148,179.8286,356.0768
1.709,599.1415,4.0072,250.6646,0.2510,3.8000,-0.4500,6.2283,179.8348,355.7588
1.824,599.1471,3.9906,250.6631,0.2510,3.8000,-0.4500,6.1746,179.8389,355.6050
1.929,599.1584,3.9728,250.6589,0.2510,3.8000,-0.4500,6.0250,179.8508,355.3032
2.037,599.1639,3.9598,250.6570,0.2510,3.8000,-0.4500,5.9489,179.8572,355.1633
2.170,599.1748,3.9419,250.6517,0.2510,3.8000,-0.4500,5.7545,179.8742,354.8801
2.285,599.1828,3.9295,250.6480,0.2510,3.8000,-0.4500,5.6124,179.8873,354.6859
2.400,599.1908,3.9166,250.6437,0.2510,3.8000,-0.4500,5.4452,179.9032,354.4917
2.506,599.1963,3.9061,250.6409,0.2510,3.8000,-0.4500,5.3336,179.9141,354.3663
2.624,599.2061,3.8895,250.6343,0.2510,3.8000,-0.4500,5.1030,179.9374,354.1301
2.731,599.2112,3.8760,250.6313,0.2510,3.8000,-0.4500,4.9851,179.9497,354.0181
2.836,599.2185,3.8595,250.6259,0.2510,3.8000,-0.4500,4.7994,179.9695,353.8499
2.936,599.2257,3.8416,250.6204,0.2510,3.8000,-0.4500,4.6044,179.9909,353.6880
3.043,599.2332,3.8196,250.6151,0.2510,3.8000,-0.4500,4.4102,180.0127,353.5364
3.146,599.2383,3.8008,250.6119,0.2510,3.8000,-0.4500,4.2811,180.0275,353.4401
3.248,599.2455,3.7797,250.6061,0.2510,3.8000,-0.4500,4.0728,180.0518,353.3001
3.356,599.2490,3.7604,250.6049,0.2510,3.8000,-0.4500,4.0041,180.0599,353.2550
3.458,599.2576,3.7364,250.5962,0.2510,3.8000,-0.4500,3.7130,180.0948,353.0845
3.560,599.2612,3.7158,250.5950,0.2510,3.8000,-0.4500,3.6434,180.1033,353.0453
3.673,599.2681,3.6876,250.5886,0.2510,3.8000,-0.4500,3.4131,180.1317,352.9358
3.778,599.2731,3.6643,250.5847,0.2510,3.8000,-0.4500,3.2664,180.1500,352.8707
3.880,599.2782,3.6359,250.5807,0.2510,3.8000,-0.4500,3.1116,180.1695,352.8146
3.989,599.2817,3.6124,250.5792,0.2510,3.8000,-0.4500,3.0350,180.1792,352.7888
4.094,599.2870,3.5864,250.5720,0.2510,3.8000,-0.4500,2.7925,180.2100,352.7242
4.194,599.2906,3.5619,250.5703,0.2510,3.8000,-0.4500,2.7148,180.2199,352.7051
4.300,599.2948,3.5315,250.5659,0.2510,3.8000,-0.4500,2.5532,180.2407,352.6835
4.402,599.2975,3.5071,250.5669,0.2510,3.8000,-0.4500,2.5532,180.2407,352.6835
4.515,599.3007,3.4801,250.5592,0.2510,3.8000,-0.4500,2.3023,180.2729,352.6746
4.621,599.3040,3.4501,250.5603,0.2510,3.8000,-0.4500,2.3023,180.2729,352.6746
4.722,599.3063,3.4239,250.5554,0.2510,3.8000,-0.4500,2.1378,180.2941,352.6917
4.829,599.3086,3.3983,250.5535,0.2510,3.8000,-0.4500,2.0570,180.3045,352.7087
4.937,599.3109,3.3724,250.5515,0.2510,3.8000,-0.4500,1.9762,180.3148,352.7268
5.037,599.3116,3.3467,250.5467,0.2510,3.8000,-0.4500,1.8191,180.3348,352.7826
5.141,599.3149,3.3161,250.5476,0.2510,3.8000,-0.4500,1.8191,180.3348,352.7826
5.246,599.3137,3.2905,250.5405,0.2510,3.8000,-0.4500,1.5982,180.3625,352.8965
5.347,599.3164,3.2653,250.5411,0.2510,3.8000,-0.4500,1.5982,180.3625,352.8965
5.454,599.3192,3.2402,250.5417,0.2510,3.8000,-0.4500,1.5982,180.3625,352.8965
5.561,599.3188,3.2105,250.5379,0.2510,3.8000,-0.4500,1.4671,180.3788,352.9991
5.667,599.3195,3.1859,250.5363,0.2510,3.8000,-0.4500,1.4080,180.3860,353.0555
5.770,599.3180,3.1616,250.5329,0.2510,3.8000,-0.4500,1.2953,180.3996,353.1686
5.875,599.3207,3.1369,250.5334,0.2510,3.8000,-0.4500,1.2953,180.3996,353.1686
5.975,599.3235,3.1122,250.5338,0.2510,3.8000,-0.4500,1.2953,180.3996,353.1686
6.088,599.3220,3.0836,250.5310,0.2510,3.8000,-0.4500,1.1985,180.4111,353.2976
6.194,599.3244,3.0590,250.5315,0.2510,3.8000,-0.4500,1.1985,180.4111,353.2976
6.306,599.3273,3.0295,250.5320,0.2510,3.8000,-0.4500,1.1985,180.4111,353.2976
6.406,599.3298,3.0049,250.5325,0.2510,3.8000,-0.4500,1.1985,180.4111,353.2976
6.518,599.3323,2.9802,250.5329,0.2510,3.8000,-0.4500,1.1985,180.4111,353.2976
6.623,599.3355,2.9506,250.5335,0.2510,3.8000,-0.4500,1.1985,180.4111,353.2976
6.724,599.3383,2.9258,250.5339,0.2510,3.8000,-0.4500,1.1985,180.4111,353.2976
6.837,599.3410,2.9010,250.5344,0.2510,3.8000,-0.4500,1.1985,180.4111,353.2976
6.942,599.3443,2.8709,250.5349,0.2510,3.8000,-0.4500,1.1985,180.4110,353.2976
7.054,599.3470,2.8457,250.5354,0.2510,3.8000,-0.4500,1.1985,180.4111,353.2976
7.163,599.3503,2.8152,250.5359,0.2510,3.8000,-0.4500,1.1985,180.4110,353.2976
7.270,599.3531,2.7895,250.5364,0.2510,3.8000,-0.4500,1.1984,180.4110,353.2976
7.372,599.3558,2.7636,250.5369,0.2510,3.8000,-0.4500,1.1985,180.4110,353.2976
7.475,599.3586,2.7375,250.5373,0.2510,3.8000,-0.4500,1.1984,180.4110,353.2976
7.581,599.3619,2.7058,250.5379,0.2510,3.8000,-0.4500,1.1984,180.4110,353.2976
7.683,599.3646,2.6792,250.5383,0.2510,3.8000,-0.4500,1.1984,180.4110,353.2976
7.783,599.3674,2.6524,250.5388,0.2510,3.8000,-0.4500,1.1984,180.4110,353.2976
7.888,599.3701,2.6254,250.5392,0.2510,3.8000,-0.4500,1.1984,180.4109,353.2976
7.988,599.3729,2.5982,250.5397,0.2510,3.8000,-0.4500,1.1984,180.4110,353.2976
