time_sec,world_x,world_y,world_z,local_x,local_y,local_z,rot_x,rot_y,rot_z
0.000,598.9960,5.2765,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.000,598.9960,5.2765,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.112,598.9960,5.1010,250.4500,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.221,599.1614,4.7384,250.5257,0.2510,3.8000,-0.4500,2.1304,179.9140,355.3350
0.326,599.3220,4.4573,250.5941,0.2510,3.8000,-0.4500,3.9689,179.6940,350.9580
0.435,599.4251,4.2437,250.6318,0.2510,3.7999,-0.4500,4.9171,179.5205,348.2531
0.539,599.4942,4.0772,250.6487,0.2510,3.8000,-0.4500,5.2566,179.4453,346.5956
0.644,599.5275,4.0029,250.6504,0.2510,3.8001,-0.4500,5.1986,179.4598,345.9212
0.749,599.5453,3.9710,250.6499,0.2510,3.8000,-0.4500,5.0912,179.4871,345.6756
0.854,599.5607,3.9586,250.6470,0.2510,3.8000,-0.4500,4.9103,179.5338,345.5166
0.959,599.5809,3.9489,250.6386,0.2510,3.8000,-0.4500,4.5612,179.6250,345.2998
1.062,599.5946,3.9361,250.6339,0.2510,3.8001,-0.4500,4.3416,179.6830,345.2071
1.165,599.6070,3.9136,250.6314,0.2510,3.8000,-0.4500,4.1896,179.7233,345.1538
1.273,599.6217,3.8770,250.6201,0.2510,3.8000,-0.4500,3.7881,179.8304,345.0602
1.382,599.6349,3.8257,250.6205,0.2510,3.8000,-0.4500,3.7112,179.8510,345.0461
1.496,599.6473,3.7729,250.6082,0.2510,3.7999,-0.4500,3.2928,179.9630,345.0221
1.607,599.6602,3.7091,250.6053,0.2510,3.8000,-0.4500,3.1328,180.0059,345.0310
1.714,599.6708,3.6542,250.5989,0.2510,3.8000,-0.4500,2.8935,180.0699,345.0558
1.825,599.6820,3.5907,250.5928,0.2510,3.8000,-0.4500,2.6538,180.1338,345.1154
1.935,599.6914,3.5395,250.5893,0.2510,3.8000,-0.4500,2.5021,180.1741,345.1648
2.045,599.7028,3.4797,250.5861,0.2510,3.8000,-0.4500,2.3552,180.2130,345.2236
2.159,599.7104,3.4214,250.5780,0.2510,3.8001,-0.4500,2.0742,180.2868,345.3810
2.267,599.7177,3.3745,250.5749,0.2510,3.8000,-0.4500,1.9467,180.3199,345.4784
2.374,599.7248,3.3269,250.5718,0.2510,3.7999,-0.4500,1.8218,180.3522,345.5824
