time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.000,599.9548,4.8965,250.0014,0.0000,180.0000,0.0000
0.000,599.9548,4.8965,250.0014,0.0000,180.0000,0.0000
0.102,599.8622,4.7210,250.0034,0.0000,180.0000,0.0000
0.203,599.7249,4.4699,250.0053,0.0000,180.0000,0.0000
0.307,599.5469,4.1506,250.0070,0.0000,180.0000,0.0000
0.408,599.3323,3.7697,250.0086,0.0000,180.0000,0.0000
0.510,599.0313,3.2394,250.0102,0.0000,180.0000,0.0000
0.616,598.7487,2.7427,250.0173,0.0000,180.0000,0.0000
0.722,598.4476,2.2014,250.1065,0.0000,180.0000,0.0000
0.824,598.1332,1.6198,250.3421,0.0000,180.0000,0.0000
0.928,597.8207,1.0313,250.7067,359.9204,179.9989,1.4482
1.032,597.5651,0.6402,251.1383,359.3875,179.9589,6.3516
1.137,597.4329,0.5063,251.4821,358.6437,179.8565,8.9114
1.241,597.3448,0.5024,251.8182,357.6782,179.6937,9.9835
1.343,597.2781,0.5714,252.1507,356.5318,179.4892,10.1021
1.446,597.2175,0.6600,252.4810,355.2444,179.2636,9.6666
1.551,597.1399,0.7372,252.8735,353.5701,178.9905,8.7291
1.654,597.0666,0.7524,253.1956,352.1180,178.7784,7.7449
1.758,596.9854,0.7162,253.5118,350.6656,178.5926,6.6577
1.861,596.8977,0.6338,253.8220,349.2646,178.4406,5.5282
1.972,596.7870,0.4883,254.1876,347.7238,178.3066,4.1966
2.076,596.6923,0.3420,254.4884,346.6125,178.2332,3.1692
2.181,596.5963,0.1844,254.7877,345.7018,178.1886,2.2677
2.284,596.5000,0.0237,255.0870,345.0243,178.1653,1.5327
2.386,596.4037,-0.1341,255.3875,344.6053,178.1556,0.9965
2.489,596.2880,-0.3139,255.7509,344.5143,178.1541,0.8432
2.594,596.1917,-0.4523,256.0566,344.5143,178.1541,0.8432
2.697,596.0958,-0.5775,256.3650,344.9826,178.1616,0.9523
2.803,596.0008,-0.6879,256.6766,345.8227,178.1787,1.3261
