time_sec,world_x,world_y,world_z,local_x,local_y,local_z,rot_x,rot_y,rot_z
0.102,598.9637,5.3019,250.4476,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.212,598.8842,5.1424,250.4170,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.329,598.7386,4.8499,250.2906,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.446,598.5459,4.4592,250.0562,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.562,598.3123,3.9813,249.7151,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.675,598.0900,3.5238,249.3539,0.2510,3.8000,-0.4500,0.0000,180.0000,0.0000
0.790,597.8152,2.9482,248.8768,0.2510,3.8000,-0.4500,359.8730,180.0003,359.7138
0.906,597.5999,2.5017,248.5064,0.2510,3.8000,-0.4500,359.1950,180.0148,357.6343
1.021,597.4244,2.2749,248.1998,0.2510,3.8000,-0.4500,359.0345,180.0226,355.9187
1.134,597.2928,2.2202,247.9687,0.2510,3.8000,-0.4500,359.2284,180.0069,355.0351
1.247,597.1441,2.2464,247.7050,0.2510,3.8000,-0.4500,359.6346,179.9691,354.4182
1.359,597.0260,2.2966,247.4904,0.2510,3.8000,-0.4500,0.0257,179.9298,354.1308
1.473,596.8909,2.3495,247.2350,0.2510,3.8000,-0.4500,0.5101,179.8792,353.9520
1.590,596.7631,2.3729,246.9803,0.2510,3.8000,-0.4500,0.9334,179.8341,353.9066
1.705,596.6406,2.3640,246.7248,0.2510,3.8000,-0.4500,1.4392,179.7802,353.9278
1.806,596.5418,2.3365,246.5120,0.2510,3.8000,-0.4500,1.7757,179.7445,353.9879
1.910,596.4449,2.2997,246.2978,0.2510,3.8000,-0.4500,2.1925,179.7010,354.0944
2.017,596.3491,2.2577,246.0835,0.2510,3.8000,-0.4500,2.5115,179.6682,354.1959
2.119,596.2539,2.2173,245.8675,0.2510,3.8000,-0.4500,2.9121,179.6280,354.3424
2.225,596.1396,2.1717,245.6075,0.2510,3.8000,-0.4500,3.3064,179.5894,354.4903
2.332,596.0446,2.1385,245.3890,0.2510,3.8000,-0.4500,3.6975,179.5520,354.6249
2.435,595.9491,2.1062,245.1708,0.2510,3.8000,-0.4500,3.9273,179.5305,354.6926
2.538,595.8537,2.0768,244.9507,0.2510,3.8000,-0.4500,4.2595,179.4998,354.7565
2.640,595.7390,2.0400,244.6872,0.2510,3.8000,-0.4500,4.4233,179.4847,354.7782
2.742,595.6429,2.0105,244.4646,0.2510,3.8000,-0.4500,4.8549,179.4451,354.7545
2.845,595.5468,1.9781,244.2433,0.2510,3.8000,-0.4500,5.0153,179.4303,354.7293
2.947,595.4501,1.9437,244.0207,0.2510,3.8000,-0.4500,5.2559,179.4078,354.6252
3.050,595.3530,1.9075,243.7977,0.2510,3.8000,-0.4500,5.4826,179.3862,354.5020
3.156,595.2551,1.8684,243.5737,0.2510,3.8000,-0.4500,5.7378,179.3610,354.2874
3.266,595.1375,1.8199,243.3050,0.2510,3.8000,-0.4500,5.9045,179.3440,354.0960
3.369,595.0394,1.7786,243.0805,0.2510,3.8000,-0.4500,6.0018,179.3338,353.9631
3.473,594.9400,1.7348,242.8554,0.2510,3.8000,-0.4500,6.1196,179.3210,353.7406
3.579,594.8406,1.6912,242.6300,0.2510,3.8000,-0.4500,6.1868,179.3135,353.5883
3.684,594.7219,1.6411,242.3592,0.2510,3.8000,-0.4500,6.1868,179.3135,353.5883
3.788,594.6216,1.5963,242.1334,0.2510,3.8000,-0.4500,6.2066,179.3112,353.4188
3.894,594.5218,1.5545,241.9073,0.2510,3.8000,-0.4500,6.2066,179.3112,353.4188
