time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.102,599.9677,4.9219,249.9976,0.0000,180.0000,0.0000
0.212,599.8882,4.7624,249.9670,0.0000,180.0000,0.0000
0.329,599.7426,4.4699,249.8406,0.0000,180.0000,0.0000
0.446,599.5499,4.0792,249.6062,0.0000,180.0000,0.0000
0.562,599.3163,3.6013,249.2651,0.0000,180.0000,0.0000
0.675,599.0941,3.1438,248.9039,0.0000,180.0000,0.0000
0.790,598.8211,2.5742,248.4259,359.8730,180.0003,359.7138
0.906,598.6187,2.1698,248.0515,359.1950,180.0148,357.6343
1.021,598.4528,1.9749,247.7443,359.0345,180.0226,355.9187
1.134,598.3259,1.9346,247.5147,359.2284,180.0069,355.0351
1.247,598.1805,1.9688,247.2538,359.6346,179.9691,354.4182
1.359,598.0641,2.0210,247.0418,0.0257,179.9298,354.1308
1.473,597.9303,2.0734,246.7896,0.5101,179.8792,353.9520
1.590,597.8030,2.0943,246.5378,0.9334,179.8341,353.9066
1.705,597.6809,2.0811,246.2858,1.4392,179.7802,353.9278
1.806,597.5820,2.0500,246.0753,1.7757,179.7445,353.9879
1.910,597.4850,2.0080,245.8641,2.1925,179.7010,354.0944
2.017,597.3889,1.9617,245.6520,2.5115,179.6682,354.1959
2.119,597.2933,1.9157,245.4390,2.9121,179.6280,354.3424
2.225,597.1786,1.8644,245.1819,3.3064,179.5894,354.4903
2.332,597.0831,1.8258,244.9664,3.6975,179.5520,354.6249
2.435,596.9874,1.7906,244.7499,3.9273,179.5305,354.6926
2.538,596.8919,1.7575,244.5323,4.2595,179.4998,354.7565
2.640,596.7772,1.7191,244.2700,4.4233,179.4847,354.7782
2.742,596.6815,1.6868,244.0506,4.8549,179.4451,354.7545
2.845,596.5856,1.6537,243.8303,5.0153,179.4303,354.7293
2.947,596.4896,1.6194,243.6094,5.2559,179.4078,354.6252
3.050,596.3932,1.5837,243.3878,5.4826,179.3862,354.5020
3.156,596.2966,1.5466,243.1654,5.7378,179.3610,354.2874
3.266,596.1799,1.5004,242.8976,5.9045,179.3440,354.0960
3.369,596.0826,1.4607,242.6736,6.0018,179.3338,353.9631
3.473,595.9843,1.4200,242.4489,6.1196,179.3210,353.7406
3.579,595.8857,1.3788,242.2238,6.1868,179.3135,353.5883
3.684,595.7670,1.3287,241.9529,6.1868,179.3135,353.5883
3.788,595.6675,1.2868,241.7270,6.2066,179.3112,353.4188
3.894,595.5677,1.2450,241.5009,6.2066,179.3112,353.4188
3.996,595.4678,1.2036,241.2750,6.2066,179.3112,353.4188
4.100,595.3479,1.1551,241.0043,6.1097,179.3226,353.2893
4.210,595.2480,1.1159,240.7791,5.8864,179.3493,353.1854
4.322,595.1287,1.0707,240.5095,5.4650,179.4000,353.1613
4.428,595.0294,1.0350,240.2855,5.0394,179.4509,353.2768
4.540,594.9307,1.0014,240.0625,4.6136,179.5005,353.5007
4.646,594.8130,0.9642,239.7970,4.0834,179.5594,353.8748
4.751,594.7156,0.9360,239.5778,3.6154,179.6082,354.2539
4.862,594.5997,0.9058,239.3177,3.0185,179.6656,354.7729
4.969,594.5042,0.8838,239.1037,2.4927,179.7116,355.2488
5.074,594.4098,0.8647,238.8925,1.9443,179.7548,355.7558
5.180,594.3165,0.8484,238.6841,1.3769,179.7943,356.2867
5.289,594.2062,0.8325,238.4378,0.6772,179.8356,356.9453
5.390,594.1157,0.8222,238.2358,0.0836,179.8644,357.5043
5.494,594.0266,0.8144,238.0367,359.4854,179.8876,358.0657
5.659,593.8872,0.8069,237.7237,358.5302,179.9124,358.9537
5.763,593.7852,0.8048,237.4934,357.8248,179.9213,359.6003
5.878,593.7019,0.8053,237.3041,357.2502,179.9227,0.1198
5.986,593.6039,0.8081,237.0797,356.5823,179.9178,0.7143
6.087,593.5240,0.8122,236.8948,356.0481,179.9090,1.1819
6.190,593.4454,0.8177,236.7116,355.5378,179.8964,1.6214
6.302,593.3530,0.8260,236.4938,354.9610,179.8776,2.1088
6.404,593.2776,0.8341,236.3136,354.5131,179.8596,2.4797
6.504,593.2031,0.8432,236.1337,354.0974,179.8402,2.8176
6.604,593.1309,0.8553,235.9290,353.7171,179.8204,3.1232
6.710,593.0598,0.8729,235.6861,353.3844,179.8013,3.4058
6.821,592.9731,0.9001,235.3645,353.2690,179.7942,3.5162
6.923,592.9003,0.9261,235.0841,353.1028,179.7837,3.7017
7.032,592.8300,0.9540,234.7984,353.0039,179.7771,3.8282
7.133,592.7621,0.9817,234.5219,353.0039,179.7771,3.8282
7.237,592.6957,1.0076,234.2628,353.0039,179.7771,3.8282
7.337,592.6295,1.0311,234.0228,353.0039,179.7771,3.8282
7.446,592.5499,1.0559,233.7567,353.0040,179.7771,3.8282
7.549,592.4828,1.0742,233.5493,353.0040,179.7771,3.8282
7.658,592.4151,1.0908,233.3513,353.0040,179.7771,3.8282
7.766,592.3331,1.1089,233.1224,353.0040,179.7771,3.8282
7.868,592.2642,1.1231,232.9362,353.0040,179.7771,3.8282
7.978,592.1950,1.1368,232.7530,353.0040,179.7771,3.8282
8.088,592.1110,1.1527,232.5352,353.0040,179.7772,3.8282
8.192,592.0408,1.1658,232.3546,353.0040,179.7772,3.8282
8.299,591.9702,1.1787,232.1745,353.0040,179.7772,3.8282
8.407,591.8848,1.1941,231.9583,353.0040,179.7772,3.8282
8.517,591.8135,1.2067,231.7780,353.1494,179.7869,3.7487
8.620,591.7422,1.2192,231.5974,353.2956,179.7964,3.6789
8.728,591.6566,1.2340,231.3803,353.3715,179.8013,3.6543
8.835,591.5851,1.2462,231.1990,353.6147,179.8168,3.5974
8.937,591.5137,1.2584,231.0173,353.6944,179.8219,3.5874
9.046,591.4280,1.2729,230.7988,353.8563,179.8321,3.5735
9.156,591.3563,1.2849,230.6164,353.8563,179.8321,3.5735
9.260,591.2850,1.2968,230.4337,354.0233,179.8425,3.5661
9.362,591.1993,1.3108,230.2139,354.1866,179.8528,3.5541
9.470,591.1280,1.3223,230.0300,354.1866,179.8528,3.5541
9.573,591.0567,1.3335,229.8436,354.1866,179.8528,3.5541
9.680,590.9711,1.3467,229.6166,354.1866,179.8528,3.5541
9.788,590.8995,1.3572,229.4253,354.3395,179.8622,3.4927
9.902,590.8132,1.3689,229.1958,354.3395,179.8622,3.4926
10.003,590.7405,1.3778,229.0060,354.4509,179.8689,3.3701
10.113,590.6670,1.3856,228.8177,354.4896,179.8712,3.2952
10.217,590.5928,1.3923,228.6308,354.5813,179.8763,3.0616
10.323,590.5031,1.3987,228.4084,354.6236,179.8785,2.7354
10.434,590.4272,1.4026,228.2243,354.6226,179.8784,2.5745
10.542,590.3350,1.4054,228.0047,354.5348,179.8749,2.0722
10.644,590.2571,1.4061,227.8226,354.4707,179.8727,1.8366
10.745,590.1783,1.4053,227.6413,354.3358,179.8688,1.4406
10.854,590.0985,1.4029,227.4607,354.2154,179.8661,1.1258
10.956,590.0178,1.3990,227.2805,354.0914,179.8640,0.8158
11.065,589.9196,1.3920,227.0651,353.9326,179.8623,0.4264
11.175,589.8367,1.3845,226.8860,353.8056,179.8617,0.1133
11.278,589.7527,1.3754,226.7067,353.6772,179.8618,359.7878
11.388,589.6508,1.3627,226.4891,353.5262,179.8629,359.3910
11.497,589.5651,1.3509,226.3053,353.4162,179.8644,359.0800
11.599,589.4789,1.3379,226.1196,353.3643,179.8653,358.9215
11.708,589.3742,1.3208,225.8967,353.2213,179.8686,358.4340
11.817,589.2861,1.3051,225.7122,353.2213,179.8686,358.4340
11.924,589.1792,1.2847,225.4926,353.1377,179.8712,358.0223
12.025,589.0896,1.2667,225.3108,353.1378,179.8712,358.0223
12.135,588.9992,1.2478,225.1298,353.1167,179.8720,357.6838
12.242,588.8901,1.2243,224.9130,353.1167,179.8720,357.6838
12.346,588.7987,1.2043,224.7326,353.1167,179.8720,357.6838
12.455,588.7070,1.1842,224.5520,353.1785,179.8693,357.4395
12.563,588.5971,1.1601,224.3350,353.1785,179.8693,357.4395
12.665,588.5054,1.1404,224.1538,353.2877,179.8643,357.3174
12.772,588.4138,1.1211,223.9721,353.4284,179.8575,357.2296
12.880,588.3035,1.0988,223.7532,353.6476,179.8466,357.1280
12.993,588.2119,1.0810,223.5700,353.9128,179.8332,357.1187
13.094,588.1208,1.0642,223.3860,354.3542,179.8110,357.1645
13.201,588.0119,1.0453,223.1642,354.7576,179.7913,357.2732
13.308,587.9216,1.0307,222.9784,355.1574,179.7727,357.4401
13.418,587.8318,1.0172,222.7916,355.5633,179.7552,357.6362
13.525,587.7247,1.0025,222.5661,356.0535,179.7360,357.8900
13.633,587.6360,0.9913,222.3771,356.4714,179.7214,358.1086
13.735,587.5480,0.9811,222.1869,356.9018,179.7080,358.3273
13.842,587.4432,0.9699,221.9571,357.4357,179.6936,358.5802
13.950,587.3566,0.9615,221.7643,357.8936,179.6830,358.7760
14.052,587.2703,0.9540,221.5702,358.3599,179.6738,358.9548
14.155,587.1844,0.9475,221.3747,358.8304,179.6659,359.1165
14.267,587.0820,0.9409,221.1384,359.3939,179.6581,359.2905
14.369,586.9971,0.9366,220.9400,359.8571,179.6528,359.4218
14.478,586.9126,0.9332,220.7402,0.3101,179.6488,359.5442
14.588,586.8118,0.9302,220.4987,0.8344,179.6452,359.6850
14.689,586.7281,0.9287,220.2961,1.2510,179.6434,359.8026
14.798,586.6450,0.9278,220.0922,1.5690,179.6425,359.9005
14.905,586.5455,0.9275,219.8459,1.9796,179.6424,0.0535
15.006,586.4632,0.9279,219.6394,2.2932,179.6430,0.1896
15.107,586.3814,0.9291,219.4319,2.5907,179.6444,0.3527
15.218,586.3002,0.9311,219.2236,2.8019,179.6460,0.4920
15.322,586.2037,0.9346,218.9725,3.0634,179.6487,0.6990
15.433,586.1240,0.9385,218.7625,3.2400,179.6511,0.8875
15.541,586.0295,0.9446,218.5098,3.3936,179.6537,1.0855
15.653,585.9515,0.9509,218.2987,3.5547,179.6572,1.3702
15.756,585.8743,0.9582,218.0874,3.6033,179.6584,1.5262
15.863,585.7828,0.9683,217.8335,3.6430,179.6595,1.6858
15.970,585.7075,0.9780,217.6218,3.6519,179.6598,2.0311
16.071,585.6329,0.9887,217.4100,3.5969,179.6577,2.3660
16.186,585.5448,1.0030,217.1561,3.5119,179.6540,2.6031
16.287,585.4723,1.0159,216.9447,3.3543,179.6464,2.9081
16.388,585.4004,1.0297,216.7335,3.1468,179.6353,3.1829
16.496,585.3294,1.0444,216.5226,2.9175,179.6220,3.4309
16.606,585.2452,1.0631,216.2698,2.5828,179.6011,3.7003
16.725,585.1618,1.0827,216.0179,2.1479,179.5719,3.9800
16.836,585.0932,1.0997,215.8086,1.8457,179.5504,4.1333
16.943,585.0115,1.1208,215.5585,1.3669,179.5149,4.3308
17.050,584.9438,1.1387,215.3509,0.9655,179.4841,4.4611
17.161,584.8632,1.1606,215.1028,0.4810,179.4457,4.5802
17.270,584.7963,1.1790,214.8969,0.1390,179.4181,4.6380
17.380,584.7295,1.1974,214.6921,359.7000,179.3823,4.6901
17.487,584.6494,1.2193,214.4475,359.1837,179.3398,4.7184
17.587,584.5827,1.2373,214.2447,358.7641,179.3052,4.7139
17.689,584.5160,1.2550,214.0430,358.4261,179.2773,4.6888
17.799,584.4492,1.2722,213.8424,357.9965,179.2423,4.6336
17.907,584.3685,1.2921,213.6030,357.5832,179.2090,4.5525
18.007,584.3010,1.3080,213.4046,357.1728,179.1767,4.4417
18.116,584.2330,1.3230,213.2074,356.8540,179.1522,4.3304
18.225,584.1504,1.3400,212.9720,356.5461,179.1292,4.1999
18.337,584.0811,1.3530,212.7770,356.1640,179.1017,4.0005
18.443,583.9969,1.3673,212.5441,355.9521,179.0871,3.8651
18.547,583.9258,1.3781,212.3510,355.6072,179.0645,3.6020
18.649,583.8542,1.3877,212.1586,355.4251,179.0533,3.4290
18.750,583.7814,1.3961,211.9670,355.2596,179.0436,3.2482
18.855,583.7081,1.4034,211.7760,355.0707,179.0333,2.9851
18.956,583.6339,1.4094,211.5854,354.9924,179.0293,2.8358
19.059,583.5588,1.4143,211.3951,354.8625,179.0232,2.5308
19.161,583.4672,1.4187,211.1670,354.8042,179.0207,2.2949
19.267,583.3900,1.4212,210.9771,354.7805,179.0198,2.0563
19.370,583.3120,1.4227,210.7872,354.7946,179.0202,1.8076
19.475,583.2332,1.4231,210.5971,354.8401,179.0216,1.5611
19.575,583.1535,1.4227,210.4068,354.9564,179.0244,1.2466
19.686,583.0571,1.4212,210.1779,355.0724,179.0267,1.0284
19.790,582.9761,1.4193,209.9865,355.3437,179.0307,0.6881
19.890,582.8945,1.4168,209.7945,355.5208,179.0326,0.5099
20.000,582.8123,1.4139,209.6017,355.8151,179.0347,0.3013
20.105,582.7130,1.4101,209.3692,356.2827,179.0360,0.0427
20.206,582.6299,1.4067,209.1742,356.5157,179.0360,359.9449
20.308,582.5467,1.4031,208.9782,356.9566,179.0351,359.8233
