time_sec,world_x,world_y,world_z,rot_x,rot_y,rot_z
0.083,600.0000,4.9438,250.0000,0.0000,180.0000,0.0000
0.185,600.0000,4.8007,250.0000,0.0000,180.0000,0.0000
0.285,600.0000,4.5789,250.0000,0.0000,180.0000,0.0000
0.399,600.0000,4.2861,250.0000,0.0000,180.0000,0.0000
0.515,600.0000,3.8504,250.0000,0.0000,180.0000,0.0000
0.633,600.0000,3.3328,250.0000,0.0000,180.0000,0.0000
0.735,600.0000,2.8457,250.0000,0.0000,180.0000,0.0000
0.854,600.0000,2.2013,250.0000,0.0000,180.0000,0.0000
0.973,600.0000,1.4988,250.0000,0.0000,180.0000,0.0000
1.085,600.0000,0.7448,250.0000,0.0000,180.0000,0.0000
1.203,600.0000,-0.0548,250.0000,0.0000,180.0000,0.0000
1.316,600.0000,-0.7522,250.0000,0.0000,180.0000,0.0000
1.430,600.0000,-1.6224,250.0000,0.0000,180.0000,0.0000
1.541,600.0000,-2.5249,250.0000,0.0000,180.0000,0.0000
1.658,600.0000,-3.2991,250.0000,0.0000,180.0000,0.0000
1.772,599.9993,-4.1904,249.9353,358.4389,179.9998,0.0161
1.888,599.9969,-4.8010,249.7058,353.0482,179.9955,0.0749
2.019,599.9948,-5.0983,249.5425,349.5707,179.9896,0.1176
2.120,599.9937,-5.1956,249.4569,348.1191,179.9863,0.1395
2.220,599.9927,-5.2332,249.3862,347.3140,179.9842,0.1561
2.343,599.9923,-5.2705,249.3443,347.3140,179.9842,0.1561
2.462,599.9919,-5.3541,249.3023,347.3140,179.9842,0.1561
2.565,599.9916,-5.4700,249.2673,347.3140,179.9842,0.1561
2.676,599.9913,-5.6230,249.2325,347.3140,179.9842,0.1561
2.777,599.9910,-5.8025,249.1978,347.3140,179.9842,0.1561
2.877,599.9907,-5.9962,249.1633,347.3140,179.9842,0.1561
2.983,599.9904,-6.2333,249.1221,347.3140,179.9842,0.1561
3.093,599.9901,-6.4266,249.0881,347.3140,179.9842,0.1561
3.196,599.9897,-6.6124,249.0543,347.3140,179.9842,0.1561
3.303,599.9894,-6.8243,249.0142,347.3140,179.9842,0.1561
3.407,599.9891,-6.9931,248.9812,347.3140,179.9842,0.1561
3.507,599.9888,-7.1564,248.9485,347.3140,179.9842,0.1561
3.613,599.9925,-7.3172,248.9252,347.5500,179.9847,0.0576
3.718,599.9964,-7.4770,248.9028,347.7853,179.9847,359.9625
3.820,600.0004,-7.6344,248.8819,348.0329,179.9844,359.8673
3.925,600.0073,-7.8239,248.8622,348.4348,179.9829,359.7142
4.033,600.0119,-7.9788,248.8434,348.6683,179.9815,359.6247
4.138,600.0195,-8.1337,248.8321,349.0724,179.9782,359.4672
4.241,600.0264,-8.3158,248.8138,349.3932,179.9748,359.3379
4.351,600.0352,-8.4657,248.8049,349.8021,179.9694,359.1685
4.451,600.0443,-8.6128,248.7967,350.1921,179.9631,359.0017
4.555,600.0537,-8.7570,248.7893,350.5704,179.9558,358.8348
4.658,600.0625,-8.8979,248.7807,350.8811,179.9490,358.6933
4.761,600.0757,-9.0637,248.7766,351.3716,179.9367,358.4641
